id,status,name,type,plant_name,current_operator,co-owner,constructed_date,latitude,longitude
ABGP0001144,Active,SEMCAMS KAYBOB SOUTH #3,GP,Kaybob South 3,Energy Transfer Canada Ulc,85.0% - Energy Transfer Canada Ulc; 10.2% - Exxonmobil Canada Energy; 0.1% - Hamilton Brothers Canadian Gas Company Ltd.; 0.1% - Bp Canada Energy Company; 0.1% - Devon Canada Corporation; 0.1% - Conocophillips Canada Limited; 0.1% - Suncor Energy Inc.; 4.2% - Burlington Resources Canada Ltd.; 0.1% - Paramount Resources (Acl) Ltd.,1972-01-01,54.09609,-116.61698
ABGP0001145,Suspended,* IMPERIAL RAINBOW,GP,Rainbow,Husky Oil Operations Limited,100.0% - Husky Oil Operations Limited,,58.56702,-119.05673
ABGP0001147,Active,VERESEN HYTHE 11-18-074-12W6 GP,GP,Hythe,Veresen Midstream General Partner Inc.,100.0% - Veresen Midstream General Partner Inc.,1981-01-01,55.41237,-119.83645
ABGP0001148,Suspended,SAXON BIGORAY,GP,Bigoray,Obsidian Energy Ltd.,100.0% - Obsidian Energy Ltd.,,53.4197,-115.09146
ABGP0001149,Active,00/06-15-048-03W5 PEMBINA GP,GP,Warburg Keystone,Sinopec Daylight Energy Ltd.,100.0% - Sinopec Daylight Energy Ltd.,,53.13964,-114.35814
ABGP0001150,Active,CRESTAR LITTLE BOW,GP,Little Bow,Zargon Oil & Gas Ltd.,100.0% - Zargon Oil & Gas Ltd.,1981-01-01,50.2208,-112.44151
ABGP0001151,Suspended,RENAISSANCE HUSSAR 2-1,GP,Rosebud,Torxen Energy Ltd.,100.0% - Torxen Energy Ltd.,,51.27248,-112.82641
ABGP0001152,Suspended,ENCAL SIMONETTE,GP,Simonette,Spoke Resources Ltd.,100.0% - Spoke Resources Ltd.,,54.42332,-117.76062
ABGP0001153,Active,FERRYBANK 02-01 GAS PLANT,GP,Ferrybank,Bonavista Energy Corporation,52.0% - Bonavista Energy Corporation; 48.0% - Nal Resources Limited,1977-01-01,52.75804,-113.93103
ABGP0001154,Suspended,* ENCAL SYLVAN LAKE,GP,Sylvan Lake,Taqa North Ltd.,100.0% - Taqa North Ltd.,,52.24095,-114.20113
ABGP0001155,Abandoned,MOBIL RAINBOW,GP,Rainbow Lake Battery 10,Husky Oil Operations Limited,100.0% - Husky Oil Operations Limited,1969-01-01,58.53795,-118.90359
ABGP0001156,Suspended,PETRO-CAN MEDICINE RIVER,GP,Gilby,Obsidian Energy Ltd.,26.0% - Obsidian Energy Ltd.; 26.0% - Certus Oil And Gas Inc.; 23.6% - Keyera Energy Ltd.; 7.2% - Taqa North,1972-01-01,52.41211,-114.40632
ABGP0001157,Suspended,PENN WEST WOKING,GP,Penn West Woking,Kelt Exploration Ltd.,100.0% - Kelt Exploration Ltd.,,55.52872,-118.61131
ABGP0001158,Active,PENNWEST PEMBINA (SUB #1),GP,Pembina Pembalta Stn 1,Arc Resources Ltd.,82.8% - Arc Resources Ltd.; 10.1% - Bonterra Energy Corp.; 5.0% - Obsidian Energy Ltd.; 0.1% - Blaze Energy Ltd.,1958-01-01,53.17242,-114.88244
ABGP0001159,Active,BONTERRA 10-15 SWEET GAS PLANT STN 2,GP,Rose Creek Pembalta Stn 2,Bonterra Energy Corp.,28.1% - Obsidian Energy Ltd.; 38.9% - Bonterra Energy Corp.; 25.7% - Enerplus Corporation; 5.5% - Arc Resources Ltd.; 1.4% - Husky Oil Operations Limited; 0.5% - Freehold Resources Ltd.,1957-01-01,53.05605,-114.93738
ABGP0001160,Suspended,* MOBIL PEMBINA,GP,Pembina,Arc Resources Ltd.,100.0% - Arc Resources Ltd.,,53.23068,-115.10174
ABGP0001161,Active,MOBIL PEMBINA,GP,Pembalta 4,Arc Resources Ltd.,10.0% - Obsidian Energy Ltd.; 88.3% - Arc Resources Ltd.; 0.9% - Bonterra Energy Corp.; 0.8% - Blaze Energy Ltd.,1957-01-01,53.23068,-115.10174
ABGP0001162,Reclamation Exempt,* AMOCO PEMB (SUB #5),GP,Pemb Sub 5,Bp Canada Energy Group Ulc,100.0% - Arc Resources Ltd.,,53.11063,-115.0591
ABGP0001163,Suspended,SPECTRA GORDONDALE WEST GAS PLANT,GP,Gordondale West,Northriver Midstream Inc.,100.0% - Northriver Midstream Inc.,1981-01-01,55.8634,-119.58265
ABGP0001164,Active,AMOCO PEMBINA (SUB #7),GP,Pembina Pembalta Stn 7,Obsidian Energy Ltd.,0.7% - Taqa North Ltd.; 5.1% - Freehold Resources Ltd.; 83.5% - Obsidian Energy Ltd.; 4.5% - Bonterra Energy Corp.; 6.2% - Arc Resources Ltd.,1958-01-01,53.09238,-115.24178
ABGP0001165,Active,AMOCO PEMBINA (SUB #8),GP,Pembina Pembalta Stn 8,Obsidian Energy Ltd.,80.0% - Obsidian Energy Ltd.; 15.0% - Bonterra Energy Corp.,,53.19793,-115.29048
ABGP0001166,Abandoned,ATCO MIDSTREAM 4-20,GP,Cranberry,Atco Energy Solutions Ltd.,100.0% - Atco Energy Solutions Ltd.,,57.33902,-118.45755
ABGP0001167,Active,CRESTAR HUXLEY,GP,Huxley South,Pine Cliff Energy Ltd.,100.0% - Pine Cliff Energy Ltd.,1997-01-01,51.91662,-113.37392
ABGP0001168,Active,HEATHDALE 7-9-30-11W4 STANMORE,GP,Stanmore,Canadian Natural Resources Limited,75.0% - Canadian Natural Resources Limited; 20.0% - Pengrowth Energy Corporation,,51.55253,-111.49048
ABGP0001169,Active,DUNVEGAN 15-3-81-4W6,GP,Dunvegan,Canadian Natural Resources Limited,78.3% - Canadian Natural Resources Limited; 5.1% - Arc Resources Ltd.; 3.9% - Chair Resources Inc.; 1.0% - Signalta Resources Limited; 4.3% - Taqa North Ltd.; 0.9% - 119307 Alberta Corporation; 0.5% - 389592 Alberta Ltd.; 0.6% - Ardee Resources Ltd.; 0.7% - Cumulus Investments Ltd.; 1.6% - Prairie Birch Royalties Ltd.; 3.2% - W. F. Brown Exploration Ltd,1972-01-01,55.99805,-118.5323
ABGP0001170,Abandoned,* NAL RESOURCES JOFFRE,GP,Resources Joffre,Whitecap Resources Inc.,100.0% - Del Canada Gp Ltd.,,52.35915,-113.7082
ABGP0001171,Suspended,MICHICHI 4-8-31-18W4,GP,East Michichi,Canadian Natural Resources Limited,74.9% - Canadian Natural Resources Limited; 1.2% - Encana Corporation; 9.8% - Signalta Resources Limited; 8.4% - Sonde Resources Corp.; 4.7% - Centrica Canada Limited; 1.1% - Celtic Exploration Ulc,1982-01-01,51.63617,-112.52959
ABGP0001172,Active,STAR MIKWAN,GP,Arc Mikwan,Sun Century Petroleum Corporation,18.6% - Cansearch Resources Ltd.; 5.4% - Signalta Resources Limited; 3.6% - Conocophillips Canada Resources Corp.; 1.5% - Advantage Energy Ltd.; 9.1% - Pengrowth Energy Corporation; 54.0% - Sun Century Petroleum Corporation,1971-01-01,52.16661,-113.25196
ABGP0001173,Active,KEYERA RICINUS GAS PLANT 11-30,GP,Ricinus,Keyera Energy Ltd.,70.8% - Keyera Energy Ltd.; 28.7% - Taqa North Ltd.; 0.5% - Cenovus Energy Inc.,1967-01-01,52.03712,-115.13507
ABGP0001174,Active,PANCDN COUNTESS,GP,Countess,Torxen Energy Ltd.,100.0% - Torxen Energy Ltd.,1980-01-01,50.53749,-112.02929
ABGP0001175,Active,ARCHER BRUCE,GP,Bruce/West Holden,Sequoia Resources Corp.,100.0% - Sequoia Resources Corp.,,53.01979,-112.18785
ABGP0001176,Suspended,BONAVISTA ROCKYFORD,GP,Rockyford,Ovintiv Canada Ulc,100.0% - Lynx Energy Ulc,1975-01-01,51.23605,-113.08359
ABGP0001177,Active,PANCDN BASSANO,GP,Bassano Lathom,Torxen Energy Ltd.,100.0% - Torxen Energy Ltd.,1978-01-01,50.8432,-112.46013
ABGP0001178,Suspended,STANMORE 5-1-29-12W4,GP,Stanmore,Canadian Natural Resources Limited,75.5% - Canadian Natural Resources Limited; 24.5% - Nal Resources Limited,1976-01-01,51.45076,-111.57245
ABGP0001179,Abandoned,STROME 13-14-44-17W4,GP,Holmberg,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,52.79797,-112.37151
ABGP0001180,Suspended,BONAVISTA OYEN,GP,Oyen,Nuvista Energy Ltd.,100.0% - Nuvista Energy Ltd.,,51.51619,-110.45338
ABGP0001181,Active,CDN FOREST PENHOLD,GP,Penhold,Taqa North Ltd.,100.0% - Taqa North Ltd.,1973-01-01,52.123,-113.8467
ABGP0001182,Suspended,HANNA 08-25-031-14W4,GP,Hanna,Canadian Natural Resources Limited,0.0% - Arc Resources Ltd.; 0.0% - Cansearch Resources Ltd.; 0.0% - Pengrowth Corporation; 0.0% - Great Plains Exploration Inc.; 0.0% - Signalta Resources Limited; 0.0% - Advantage Energy Ltd.; 63.0% - Canadian Natural Resources Limited,,51.68357,-111.85078
ABGP0001183,Suspended,* SCEPTRE MATZIWIN,GP,Matziwin,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1975-01-01,50.94141,-111.8802
ABGP0001184,Active,KNOPCIK 9-10-74-11W6,GP,Knopcik,Canadian Natural Resources Limited,43.0% - Canadian Natural Resources Limited; 20.0% - Taqa North Ltd.; 10.0% - Repsol Oil & Gas Canada Inc.; 3.0% - Obsidian Energy Ltd.,,55.39775,-119.59308
ABGP0001185,Active,MARATHON BATTLE CR TWINING,GP,Twining Line 54,Ember Resources Inc.,25.0% - Bumper Development Corporation Ltd.; 75.0% - Ember Resources Inc.,1975-01-01,51.64337,-113.33256
ABGP0001186,Suspended,STAR SYLVAN LAKE,GP,Sylvan Lake,I3 Energy Canada Ltd.,100.0% - I3 Energy Canada Ltd.,1970-01-01,52.28815,-114.12402
ABGP0001187,Abandoned,BONAVISTA SIBBALD,GP,Sibbald,Nuvista Energy Ltd.,100.0% - Nuvista Energy Ltd.,,51.3598,-110.35358
ABGP0001188,Suspended,* NORCEN CORBETT,GP,Norcen Corbett,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,54.31031,-115.09841
ABGP0001189,Suspended,STORM SYLVAN LAKE,GP,Sylvan Lake,Whitecap Resources Inc.,100.0% - Whitecap Resources Inc.,1974-01-01,52.2154,-114.30807
ABGP0001190,Suspended,* TALISMAN PEMBINA,GP,Pembina,Repsol Oil & Gas Canada Inc.,100.0% - Repsol Oil & Gas Canada Inc.,,53.09232,-114.46171
ABGP0001191,Active,VISTA MIDSTREAM TURIN,GP,Turin,Campus Energy Partners Operations Inc.,26.7% - Graly Resources Ltd.; 72.3% - Campus Energy Partners Operations Inc.,1974-01-01,50.0133,-112.45846
ABGP0001192,Active,SWAN HILLS,GP,House Mountain,Cardinal Energy Ltd.,100.0% - Cardinal Energy Ltd.,1974-01-01,55.04142,-115.47913
ABGP0001193,Suspended,PENN WEST KILLAM,GP,Hardisty,Cleo Energy Corp.,100.0% - Cleo Energy Corp.,,52.6958,-111.19817
ABGP0001194,Suspended,PENN WEST SEDGEWICK,GP,Sedgewick,Cleo Energy Corp.,100.0% - Cleo Energy Corp.,,52.6106,-111.66919
ABGP0001195,Abandoned,LARIO CESSFORD,GP,Carolside,Husky Oil Operations Limited,50.0% - Lario Oil & Gas Company; 50.0% - Husky Oil Operations Limited,,51.18893,-111.64169
ABGP0001196,Suspended,NUL FAIRYDELL-BON ACCORD,GP,Fairydell Bon Accord,Atco Pipelines (North Tn8263923),100.0% - Atco Gas And Pipelines Ltd.,1981-01-01,53.85993,-113.38152
ABGP0001197,Suspended,NCE PETROFUND PROVOST,GP,Grays Lake,Obsidian Energy Ltd.,100.0% - Obsidian Energy Ltd.,1976-01-01,51.8255,-110.94687
ABGP0001198,Abandoned,MERIT LONG COULEE,GP,Merit Long Coulee,Sanling Energy Ltd.,100.0% - Sanling Energy Ltd.,,50.2865,-112.88254
ABGP0001199,Suspended,* NORCEN WHITECOURT,GP,Norcen Whitecourt,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,54.15418,-115.50467
ABGP0001200,Suspended,* AMOCO BRAEBURN,GP,Braeburn,Bp Canada Energy Group Ulc,100.0% - Canadian Natural Resources Limited,,55.69219,-119.52917
ABGP0001201,Active,AEC MCLEOD,GP,Mcleod River,Notine Holdings Inc.,100.0% - Notine Holdings Inc.,1980-01-01,53.7066,-115.97623
ABGP0001202,Suspended,KELT BOUNDARY LAKE SOUTH,GP,Neptune,Kelt Exploration Ltd.,100.0% - Kelt Exploration Ltd.,,56.46277,-119.90889
ABGP0001203,Suspended,HACKETT 11-20-35-17W4,GP,Gough Lake,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1975-01-01,52.02104,-112.40072
ABGP0001204,Suspended,ALTAGAS KILLAM,GP,Killam,Altagas Ltd.,100.0% - Altagas Ltd.,,52.61062,-111.83128
ABGP0001205,Suspended,* LANDBANK ALIX,GP,Landbank Alix,Landbank Minerals Ltd,100.0% - Landbank Minerals Ltd,,52.3705,-113.2826
ABGP0001206,Suspended,SUNCOR ROSEVEAR,GP,Suncor Rosevear,Bonavista Energy Corporation,100.0% - Bonavista Energy Corporation,,53.71379,-116.14234
ABGP0001207,Suspended,BEAU GILBY,GP,Gilby,Murphy Oil Company Ltd.,100.0% - Journey Energy Inc.,,52.45596,-114.23266
ABGP0001209,Suspended,* LOCHFAYNE CARSTAIRS,GP,Lochfayne Carstairs,Two Forty Engineering Ltd.,100.0% - Two Forty Engineering Ltd.,,51.56743,-114.15116
ABGP0001210,Suspended,DEVON WIMBORNE,GP,Wimborne North,Vantage Point Resources Inc.,100.0% - Vantage Point Resources Inc.,,51.98117,-113.67433
ABGP0001211,Active,ARCHER KILLAM,GP,Killam,Sequoia Resources Corp.,98.0% - Sequoia Resources Corp.,,52.7215,-111.50038
ABGP0001212,Suspended,* LINDSTROM SAMSON,GP,Lindstrom Samson,Lindstrom Resources Limited,100.0% - Lindstrom Resources Limited,,52.77969,-113.42949
ABGP0001213,Suspended,GARDEN PLAINS 5-15-33-13 GP,GP,Garden Plains,Baytex Energy Ltd.,50.0% - Baytex Energy Ltd.; 50.0% - Canadian Natural Resources Limited,,51.82908,-111.77379
ABGP0001214,Active,POCO PEMBINA,GP,Sunnybrook North,Petrus Resources Corp.,100.0% - Petrus Resources Corp.,1976-01-01,53.16136,-114.20602
ABGP0001215,Active,MANITOK CARSELAND 16-21 GAS PLANT,GP,Carseland,Persist Oil And Gas Inc.,100.0% - Persist Oil And Gas Inc.,1982-01-01,50.89069,-113.40116
ABGP0001216,Active,CONOCO MAJEAU LAKE,GP,Majeau Lake,Long Run Exploration Ltd.,100.0% - Long Run Exploration Ltd.,,53.92843,-114.37731
ABGP0001217,Suspended,CRESTAR LEAMAN,GP,Paddle River West,Cenovus Energy Inc.,100.0% - Cenovus Energy Inc.,,53.82655,-115.55303
ABGP0001218,Suspended,COASTAL SOUNDING,GP,Sounding,Coastal Resources Limited,65.0% - Coastal Resources Limited; 35.0% - Pengrowth Corporation,1986-01-01,51.59985,-111.23854
ABGP0001219,Suspended,APACHE ZAMA,GP,Zama A,Paramount Resources Ltd.,100.0% - Paramount Resources Ltd.,1965-01-01,59.06493,-118.87887
ABGP0001220,Active,APACHE NEVIS,GP,Nevis,Ember Resources Inc.,100.0% - Ember Resources Inc.,,52.51573,-113.16851
ABGP0001221,Active,STETTLER 06-19-039-19W4 GAS PLANT,GP,Leahurst,Baytex Energy Ltd.,75.0% - Baytex Energy Ltd.; 25.0% - Ember Resources Inc.,1996-01-01,52.36677,-112.73067
ABGP0001222,Active,CUTBANK 7-16-62-8W6,GP,Cutbank,Pembina Gas Services Ltd.,100.0% - Pembina Gas Services Ltd.,1982-01-01,54.36141,-119.1342
ABGP0001223,Suspended,* JAYCOR HERCULES,GP,Jaycor Hercules,Jaycor Resources Inc.,100.0% - Jaycor Resources Inc.,2007-01-01,53.44483,-113.3106
ABGP0001224,Suspended,CRESTAR MED RIVER,GP,Medicine River,Cenovus Energy Inc.,100.0% - Cenovus Energy Inc.,1974-01-01,52.26633,-114.51635
ABGP0001225,Active,TRI SEVEN JUDY CREEK,GP,Judy Creek,Crescent Point Energy Corp.,55.0% - Second Wave Petroleum Inc.; 45.0% - Crescent Point Energy Corp.,,54.46315,-115.36558
ABGP0001226,Active,HUSKY DAVEY LAKE 13-35,GP,Davey Lake,Vantage Point Resources Inc.,100.0% - Vantage Point Resources Inc.,1974-01-01,51.96344,-113.72821
ABGP0001227,Abandoned,OPAL GILBY,GP,Gilby,Whitecap Resources Inc.,100.0% - Certus Oil And Gas Inc.,,52.51776,-114.10683
ABGP0001228,Active,HUSKY GARRINGTON 16-21,GP,Netook,Response Energy Corporation,100.0% - Response Energy Corporation,,51.85138,-114.07574
ABGP0001229,Suspended,DEVON MARTEN HILLS,GP,Marten Hills Plant 2,Sequoia Resources Corp.,100.0% - Sequoia Resources Corp.,,55.44454,-113.81737
ABGP0001230,Suspended,ENERMARK BASHAW,GP,Bashaw,Ember Resources Inc.,100.0% - Ember Resources Inc.,1972-01-01,52.59905,-113.07875
ABGP0001231,Active,APACHE GARRINGTON,GP,Garrington,Bonavista Energy Corporation,25.7% - Petrofund Corp.; 10.0% - Viking Holdings Inc.; 2.5% - Addison Energy Inc.; 1.1% - Nal Resources Limited; 15.0% - Primewest Energy Inc.; 45.6% - Bonavista Energy Corporation,1976-01-01,51.89517,-114.40022
ABGP0001232,Suspended,APACHE PROVOST,GP,Choice,Karve Energy Inc.,94.0% - Battle River Energy Ltd.,,52.44676,-111.27331
ABGP0001233,Active,TWINING N 6-31-32-24W4,GP,Twining North Dup Line 44,Pine Cliff Energy Ltd.,100.0% - Pine Cliff Energy Ltd.,1972-01-01,51.78536,-113.39758
ABGP0001234,Suspended,BONAVISTA SEDALIA,GP,Sedalia,Bonavista Energy Corporation,100.0% - Nuvista Energy Ltd.,,51.56351,-110.57053
ABGP0001235,Suspended,* ENRON SWALWELL,GP,Enron Swalwell,Canadian Natural Resources Limited,100.0% - Ember Resources Inc.,,51.53056,-113.27785
ABGP0001236,Suspended,* BUMPER CARBON,GP,Bumper Carbon,Bumper Development Corporation Ltd.,100.0% - Lynx Energy Ulc,,51.45066,-113.16062
ABGP0001237,Suspended,SAMSON HUDSON,GP,Hudson,Nuvista Energy Ltd.,100.0% - Nuvista Energy Ltd.,,51.60706,-110.28319
ABGP0001238,Suspended,TALISMAN HOTCHKISS,GP,Hotchkiss,Repsol Oil & Gas Canada Inc.,100.0% - Repsol Oil & Gas Canada Inc.,,57.19366,-118.21169
ABGP0001239,Abandoned,SEDALIA 5-26-30-4W4,GP,Sedalia,Canadian Natural Resources Limited,85.0% - Canadian Natural Resources Limited; 15.0% - Nuvista Energy,1978-01-01,51.59628,-110.47069
ABGP0001240,Suspended,* RIFE FERINTOSH,GP,Ferintosh,Rife Resources Ltd.,100.0% - Rife Resources Ltd.,,52.77602,-112.90978
ABGP0001241,Suspended,* NORCEN LACOMBE,GP,Norcen Lacombe,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,52.4686,-113.68437
ABGP0001242,Active,BEI CHIP LAKE 10-29,GP,Chip Lake,West 5 Resources Inc.,100.0% - West 5 Resources Inc.,,53.60848,-115.43573
ABGP0001243,Suspended,HOTCHKISS 2-35-94-2W6,GP,Hotchkiss North,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1980-01-01,57.19365,-118.19853
ABGP0001244,Abandoned,THUNDER HOLMBERG,GP,Holmberg,Crimson Oil & Gas Ltd.,100.0% - Crimson Oil & Gas Ltd.,1997-01-01,52.79428,-112.55883
ABGP0001245,Suspended,PENN WEST TWINING,GP,Three Hills-Verger,Ovintiv Canada Ulc,100.0% - Ember Resources Inc.,,51.65805,-113.20868
ABGP0001246,Suspended,VERMILLION GILBY,GP,Gilby,Vermilion Energy Inc.,100.0% - Vermilion Energy Inc.,,52.48497,-114.3046
ABGP0001247,Suspended,TOM BROWN EDSON,GP,Tom Brown Edson,Ovintiv Canada Ulc,100.0% - Ovintiv Canada Ulc,,53.583,-116.55971
ABGP0001248,Suspended,HIGHLAND MORINVILLE,GP,Riviere Qui Barre,Maga Energy Ltd.,100.0% - Tidewater Midstream And Infrastructure Ltd.,1974-01-01,53.68161,-113.8212
ABGP0001249,Active,NORTHSTAR CYN-PEM,GP,Eta Lake,Vermilion Energy Inc.,73.9% - Vermilion Energy Inc.; 15.2% - Direct Energy Marketing Limited; 9.3% - Obsidian Energy Ltd.; 1.2% - Arc Resources Ltd.; 0.2% - Olympus Resources Ltd.; 0.2% - Heather Oil Ltd.,,53.38654,-115.60774
ABGP0001250,Suspended,* AMERADA GARRINGTON,GP,Amerada Garrington,177293 Canada Ltd.,100.0% - 177293 Canada Ltd.,,51.9279,-114.38855
ABGP0001251,Suspended,CABRE MARTEN HILLS,GP,Fawcett River East,Sequoia Resources Corp.,100.0% - Sequoia Resources Corp.,,55.42632,-113.50968
ABGP0001252,Active,NORCEN PROVOST,GP,Bodo,Goodland Energy Ltd.,100.0% - Goodland Energy Ltd.,1973-01-01,52.22844,-110.26991
ABGP0001253,Suspended,PNRC PROVOST,GP,Pnrc Provost,Taqa North Ltd.,100.0% - Taqa North Ltd.,,52.46859,-111.36921
ABGP0001254,Suspended,PETRO-CAN RICINUS,GP,Bearberry,Taqa North Ltd.,100.0% - Taqa North Ltd.,1991-01-01,51.87309,-114.99057
ABGP0001256,Active,PANCDN ALDERSON,GP,Alderson West,Torxen Energy Ltd.,100.0% - Torxen Energy Ltd.,1976-01-01,50.29005,-112.00649
ABGP0001257,Suspended,AEC ENCHANT (CANCELLED),GP,Aec Enchant,Torxen Energy Ltd.,100.0% - Torxen Energy Ltd.,,50.30453,-112.09803
ABGP0001259,Abandoned,* UNIVERSAL PROVOST,GP,Universal Provost,Primewest Energy Inc.,100.0% - Taqa North Ltd.,,51.81447,-111.13006
ABGP0001260,Suspended,WESTLOCK 13-24-60-26W4,GP,Westlock East,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1976-01-01,54.20842,-113.77224
ABGP0001261,Active,ENERMARK WILDMERE,GP,Gilt Edge,Enerplus Corporation,100.0% - Enerplus Corporation,,53.06505,-110.61137
ABGP0001262,Suspended,* AMOCO WINTERING HILLS,GP,Amoco Wintering Hills,Bp Canada Energy Group Ulc,100.0% - Bp Canada Energy Group Ulc,,50.98513,-112.11259
ABGP0001263,Suspended,DEVON FERRYBANK,GP,Ferrybank,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,52.83065,-113.91286
ABGP0001264,Suspended,* GULF BASHAW,GP,Gulf Bashaw,Gulf Canada Limited,100.0% - Gulf Canada Limited,,52.58829,-113.15676
ABGP0001265,Abandoned,RIO ALTO PECO,GP,Rio Alto Peco,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,53.17243,-116.25946
ABGP0001266,Suspended,ANTE CREEK 4-13-65-24W5,GP,Ante Creek,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,54.61983,-117.50191
ABGP0001267,Active,CRESTAR NITON,GP,Niton,Cenovus Energy Inc.,61.4% - Cenovus Energy Inc.; 8.2% - Arc Resources Ltd.; 0.6% - Harvard International Resources Ltd.; 7.9% - Lario Oil & Gas Company; 12.7% - Penn West Petroleum; 0.4% - Vision 2000 Exploration Ltd.; 1.1% - Bonavista Oil & Gas,1977-01-01,53.67021,-115.7616
ABGP0001268,Active,ROSEVEAR 16-11 GAS PLANT,GP,South Rosevear,Bonavista Energy Corporation,60.0% - Bonavista Energy Corporation; 15.0% - Sequoia Resources Corp.; 3.0% - Lexin Resources Ltd.; 22.0% - Canadian Natural Resources Limited,1979-01-01,53.65565,-116.09313
ABGP0001269,Suspended,SUN CENTURY BITTERN LAKE,GP,Bittern Lake,Sun Century Petroleum Corporation,100.0% - Sun Century Petroleum Corporation,1990-01-01,52.99804,-112.97011
ABGP0001270,Suspended,TALISMAN BLUEBERRY,GP,Blueberry,Repsol Oil & Gas Canada Inc.,100.0% - Spartan Delta Corp.,,56.11082,-119.03493
ABGP0001271,Suspended,CRESTAR PROVOST,GP,Crestar Provost,Conocophillips Canada Energy Partnership,100.0% - Battle River Energy Ltd.,,52.33036,-111.12946
ABGP0001272,Active,PENGROWTH  DRAIG HANNA,GP,Hanna,Alphabow Energy Ltd.,100.0% - Alphabow Energy Ltd.,1977-01-01,51.62537,-111.86242
ABGP0001273,Suspended,D ENERGY BASHAW 11-24-41-21W4,GP,Buffalo Lake,Ember Resources Inc.,89.0% - Ember Resources Inc.,1977-01-01,52.54537,-112.89882
ABGP0001274,Abandoned,BERRY 4-30-27-11W4,GP,Sceptre Berry,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,51.33065,-111.54901
ABGP0001275,Suspended,* ENCAL KILLAM,GP,Encal Killam,Taqa North Ltd.,100.0% - Taqa North Ltd.,,52.64701,-111.78915
ABGP0001276,Abandoned,MEYER 15-29-70-24W4,GP,Meyer Lake North,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1977-01-01,55.09492,-113.62508
ABGP0001277,Active,COMPTON HALKIRK,GP,Halkirk,Marlboro Energy Ltd.,100.0% - Marlboro Energy Ltd.,,52.30497,-112.2044
ABGP0001278,Suspended,JOFFRE 14-36-38-27W4,GP,Joffre,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1977-01-01,52.31573,-113.73347
ABGP0001279,Suspended,ARCHEAN KAYBOB SOUTH,GP,Kaybob South,Sinopec Daylight Energy Ltd.,100.0% - Sinopec Daylight Energy Ltd.,,54.2922,-116.91077
ABGP0001280,Active,BELLSHILL-03-28-041-12 W4M,GP,Bellshill Lake,Harvest Operations Corp.,100.0% - Harvest Operations Corp.,1950-01-01,52.55234,-111.67519
ABGP0001281,Active,KILLAM 04-05-044-09W4,GP,Hawkins,Canadian Natural Resources Limited,49.0% - Long Run Exploration Ltd.; 51.0% - Canadian Natural Resources Limited,1972-01-01,52.75795,-111.2827
