id,status,name,type,plant_name,current_operator,original_operator,co-owner,constructed_date,activated_date,field_name,latitude,longitude,location
ABGP0001310,Abandoned,Marathon Cessford,GP,Marathon Cessford,Husky Oil Operations Limited,,100.0% - Canadian Natural Resources Limited,,,,51.20698,-111.9964,11-11-026-15W4M
ABGP0001311,Suspended,Connorsville 9-32-25-15W4,GP,Connorsville,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,1977-01-01,,,51.17783,-112.05466,09-32-025-15W4M
ABGP0001312,Suspended,Samson Rainbow,GP,Basset Lake,Sanling Energy Ltd.,,100.0% - Sanling Energy Ltd.,1979-01-01,,,58.36709,-118.98728,15-07-108-06W6M
ABGP0001313,Suspended,* Pennzoil Sturgeon Lake,GP,Pennzoil Sturgeon Lake,Conocophillips Canada Resources Corp.,,100.0% - Serinus Energy Inc.,,,,55.05213,-117.46839,15-08-070-23W5M
ABGP0001314,Abandoned,Celsius Hanna,GP,Celsius Hanna,Enerplus Corporation,,100.0% - Canadian Natural Resources Limited,,,,51.69442,-111.8566,02-36-031-14W4M
ABGP0001315,Active,Vermillion Mikwan,GP,Mikwan,Vermilion Energy Inc.,,65.7% - Vermilion Energy Inc.; 13.2% - Canetic Abc Acquisitionco Ltd.; 11.3% - Penn West Ptf Energy Ltd.; 5.1% - Regent Resources Ltd.,,,,52.18125,-113.07947,09-16-037-22W4M
ABGP0001316,Active,Talisman George,GP,George,Spartan Delta Corp.,,100.0% - Spartan Delta Corp.,1978-01-01,,,56.0961,-118.76076,09-07-082-05W6M
ABGP0001317,Suspended,Opal Clive,GP,Clive Refrigeration,Ember Resources Inc.,,100.0% - Ember Resources Inc.,1988-01-01,,,52.45405,-113.33038,06-24-040-24W4M
ABGP0001318,Suspended,* Imperial Provost,GP,Provost,Imperial Oil Resources Limited,,100.0% - Imperial Oil Resources Limited,,,,52.23219,-111.78748,04-03-038-13W4M
ABGP0001319,Suspended,D Energy Abee 1-32-61-22W4,GP,Abee,Canlin Resources Partnership,,,1976-01-01,,,54.31408,-113.25368,01-32-061-22W4M
ABGP0001320,Suspended,Ranger Hussar,GP,Crawling Valley,Torxen Energy Ltd.,,78.0% - Torxen Energy Ltd.; 22.0% - Canadian Natural Resources Limited,,,,50.99965,-112.46135,06-33-023-18W4M
ABGP0001321,Abandoned,* Imperial Pembina (Knobhill),GP,Pembina,Imperial Oil Resources Limited,,100.0% - Imperial Oil Resources Limited,,,,52.97625,-114.18614,03-23-046-02W5M
ABGP0001322,Suspended,Josephine 9-1-83-10W6,GP,Josephine,Canadian Natural Resources Limited,,62.0% - Canadian Natural Resources Limited; 38.4% - Spyglass Resources Corp.,1973-01-01,,,56.16918,-119.42774,09-01-083-10W6M
ABGP0001323,Suspended,Husky Steele 14-34,GP,Steele Lake,Husky Oil Operations Limited,,100.0% - Sequoia Resources Corp.,,,,54.67324,-113.55065,14-34-065-24W4M
ABGP0001324,Suspended,* Talisman Sundance,GP,Sundance,Repsol Oil & Gas Canada Inc.,,100.0% - Repsol Oil & Gas Canada Inc.,,,,53.69209,-116.9646,06-25-054-21W5M
ABGP0001325,Suspended,* Archer Inland,GP,Archer Inland,1333002 Alberta Ltd.,,100.0% - 1333002 Alberta Ltd.,,,,53.42693,-112.08764,04-25-051-15W4M
ABGP0001326,Active,Semcams Ulc West Fox Creek 11-22,GP,Fox Creek West,Energy Transfer Canada Ulc,,75.6% - Energy Transfer Canada Ulc; 13.9% - Taqa North Ltd.; 10.4% - Talisman Energy Inc.; 0.1% - Paramount Resources (Acl) Ltd.,1979-01-01,,,54.20495,-116.76697,11-22-060-19W5M
ABGP0001327,Suspended,Glencoe Chigwell,GP,Chigwell,Glencoe Resources Ltd.,,100.0% - Glencoe Resources Ltd.,1986-01-01,,,52.54125,-113.52829,05-22-041-25W4M
ABGP0001328,Suspended,Crestar Niton West,GP,Niton West,Cenovus Energy Inc.,,100.0% - Cenovus Energy Inc.,,,,53.75388,-115.86891,10-16-055-13W5M
ABGP0001329,Suspended,* Pancdn Entice,GP,Entice Phase 1,Ovintiv Canada Ulc,,100.0% - Ember Resources Inc.,,,,51.38143,-113.2252,10-07-028-23W4M
ABGP0001330,Abandoned,Baptiste Lake 5-28-67-22W4,GP,Baptiste,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,54.8258,-113.30723,05-28-067-22W4M
ABGP0001331,Suspended,Altagas Acadia,GP,Acadia Valley,Altagas Ltd.,,100.0% - Altagas Ltd.,1979-01-01,,,51.21041,-110.16472,13-12-026-02W4M
ABGP0001332,Suspended,Gulf Dobson,GP,Dobson,Conocophillips Canada Resources Corp.,,100.0% - Canadian Natural Resources Limited,,,,51.49435,-111.20345,08-21-029-09W4M
ABGP0001333,Suspended,Penn West Joffre,GP,Joffre,Desoto Resources Limited,,100.0% - Desoto Resources Limited,,,,52.2576,-113.43644,16-12-038-25W4M
ABGP0001334,Suspended,Penn West Provost,GP,Monitor,Karve Energy Inc.,,100.0% - Karve Energy Inc.,1970-01-01,,,51.97043,-110.63299,02-03-035-05W4M
ABGP0001335,Active,Devon Clover 9-34 Plant #1,GP,Devon Clover Plant 1,Paramount Resources Ltd.,,22.2% - Outlier Resources Ltd.; 45.3% - Canadian Natural Resources Limited; 12.2% - Adeco Exploration Company Ltd.; 9.9% - Sinopec Daylight Energy Ltd.; 10.4% - Paramount Resources Ltd.,,,,54.23406,-116.60467,09-34-060-18W5M
ABGP0001336,Suspended,Tarragon Ghost Pine,GP,Ghost Pine,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,51.71635,-113.20281,10-04-032-23W4M
ABGP0001337,Suspended,Crestar Goodwin,GP,Crestar Goodwin,Cenovus Energy Inc.,,100.0% - Cenovus Energy Inc.,,,,54.14679,-115.81082,10-36-059-13W5M
ABGP0001338,Suspended,Enermark Valhalla,GP,Valhalla,Enerplus Corporation,,29.0% - Longshore Resources Ltd.,1983-01-01,,,55.49961,-119.50961,10-17-075-10W6M
ABGP0001339,Active,Gulf Berry,GP,Berry,Fairwest Energy Corporation,,100.0% - Fairwest Energy Corporation,1975-01-01,,,51.31961,-111.68377,06-19-027-12W4M
ABGP0001340,Active,Stellarton Edson,GP,Edson,Long Run Exploration Ltd.,,100.0% - Long Run Exploration Ltd.,1981-01-01,,,53.65945,-116.65787,01-13-054-19W5M
ABGP0001341,Abandoned,* Amoco Kaybob South,GP,Kaybob South,Bp Canada Energy Group Ulc,,100.0% - Paramount Resources Ltd.,,,,54.32877,-117.07955,01-04-062-21W5M
ABGP0001343,Active,Goodfare 04-19-072-11W6 Gas Plant,GP,Goodfare,Tidewater Midstream And Infrastructure Ltd.,,76.1% - Cenovus Energy Inc.; 4.8% - Shield Energy Ltd.; 19.1% - Tidewater Midstream And Infrastructure Ltd.,1979-01-01,,,55.2451,-119.68898,04-19-072-11W6M
ABGP0001344,Active,Ember Entice 01-24-028-24W4,GP,Entice Phase 2,Ember Resources Inc.,,100.0% - Ember Resources Inc.,,,,51.4033,-113.24283,01-24-028-24W4M
ABGP0001345,Suspended,Rich 1-19-35-21W4,GP,Rich,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,52.01383,-112.98437,01-19-035-21W4M
ABGP0001346,Suspended,Ante Creek 10-18-65-23W5,GP,Ante Creek,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,54.62699,-117.46434,10-18-065-23W5M
ABGP0001347,Abandoned,* Chauvco Provost,GP,Chauvco Provost,Taqa North Ltd.,,100.0% - Taqa North Ltd.,,,,52.35576,-110.90771,11-14-039-07W4M
ABGP0001348,Suspended,Cdn Conquest Rich,GP,Cdn Conquest Rich,Primewest Energy Inc.,,100.0% - 2234873 Alberta Ltd.,,,,52.02442,-112.91315,16-22-035-21W4M
ABGP0001350,Active,Elmworth  4-8-70-11W6,GP,Elmworth Shallow Cut,Cenovus Energy Inc.,,100.0% - Cenovus Energy Inc.,1979-01-01,,,55.0415,-119.63099,01-08-070-11W6M
ABGP0001351,Active,Elmworth 4-8-69-8W6,GP,Wapiti,Canadian Natural Resources Limited,,25.5% - Conocophillips Canada Limited; 0.7% - Husky Oil Operations Limited; 2.2% - Nuvista Energy; 2.2% - Omers Energy Inc.; 0.2% - Superman Resources Inc.; 1.2% - Progress Exploration Ltd.; 0.9% - Distinction Energy Corp.; 0.5% - Chair Resources Inc.; 63.4% - Canadian Natural Resources Limited; 0.1% - Dorchester Energy Inc.; 3.1% - Reserve Royalty,1985-01-01,,,54.95425,-119.19223,04-08-069-08W6M
ABGP0001352,Suspended,Big Bend 2-7-67-26W4,GP,Big Bend,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,54.77845,-113.95555,02-07-067-26W4M
ABGP0001353,Active,Imperial Ferrier,GP,Everdell,Whitecap Resources Inc.,,100.0% - Whitecap Resources Inc.,,,,52.28812,-114.9687,14-20-038-07W5M
ABGP0001354,Suspended,Mirage 10-2-79-8W6,GP,Mirage,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,55.81983,-119.13263,10-02-079-08W6M
ABGP0001355,Suspended,Devon Eaglesham,GP,Eaglesham West,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,55.67053,-117.9033,05-13-077-26W5M
ABGP0001356,Suspended,Apache Provost,GP,Provost,Karve Energy Inc.,,100.0% - Karve Energy Inc.,,,,52.45761,-111.23745,10-21-040-09W4M
ABGP0001357,Suspended,Keyera Bigoray Plant 10-07-051-09W5,GP,Bigoray,Keyera Energy Ltd.,,100.0% - Keyera Energy Ltd.,,,,53.39017,-115.31296,10-07-051-09W5M
ABGP0001358,Suspended,Tarragon Wintering Hills,GP,Wintering Hills,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,51.03598,-112.21745,16-07-024-16W4M
ABGP0001359,Suspended,Cyn-Pem 9-16-51-11W5,GP,Cyn-Pem,Canadian Natural Resources Limited,,100.0% - Vermilion Energy Inc.,,,,53.40482,-115.5525,09-16-051-11W5M
ABGP0001360,Active,Petro-Can Hanlan,GP,Hanlan Robb,Canlin Resources Partnership,,,1983-01-01,,,53.2051,-116.81395,15-02-049-20W5M
ABGP0001361,Suspended,Enermark Kaybob,GP,Kaybob,Enerplus Corporation,,85.0% - Enerplus Corporation,1990-01-01,,,54.49611,-116.73896,11-36-063-19W5M
ABGP0001362,Suspended,* Pancdn Verger,GP,Pancdn Verger,Cenovus Energy Inc.,,100.0% - Cenovus Energy Inc.,,,,50.89782,-112.11386,07-26-022-16W4M
ABGP0001363,Suspended,Duhamel 3-32-45-21W5,GP,Duhamel,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,52.91796,-113.01851,03-32-045-21W4M
ABGP0001364,Suspended,Talisman Shane,GP,Shane,Hanna Oil & Gas Company - Canada Ulc,,83.3% - Hanna Oil & Gas Company - Canada Ulc; 2.6% - Signalta Resources Limited; 14.1% - Manitok Energy Inc.,,,,55.7577,-118.29484,07-18-078-02W6M
ABGP0001365,Suspended,Signalta Forestburg,GP,Forestburg,Signalta Resources Limited,,100.0% - Signalta Resources Limited,1984-01-01,,,52.62149,-112.20891,13-14-042-16W4M
ABGP0001366,Suspended,* Crestar Provost,GP,Crestar Provost,Conocophillips Canada Energy Partnership,,100.0% - Conocophillips Canada Energy Partnership,,,,51.82173,-111.08862,13-09-033-08W4M
ABGP0001367,Suspended,* Pancdn Morley,GP,Pancdn Morley,Ovintiv Canada Ulc,,100.0% - Ovintiv Canada Ulc,,,,51.19249,-114.86494,09-02-026-07W5M
ABGP0001368,Active,Argonauts Thorsby,GP,Thorsby,Petrus Resources Corp.,,100.0% - Petrus Resources Corp.,1982-01-01,,,53.19787,-114.09619,05-04-049-01W5M
ABGP0001369,Abandoned,Joarcam 7-14-50-22W4,GP,Joarcam,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,53.31414,-113.10809,07-14-050-22W4M
ABGP0001370,Active,Keyera Braz North Plt 16-35-48-12W5,GP,North Brazeau,Keyera Energy Ltd.,,100.0% - Keyera Energy Ltd.,,,,53.19052,-115.63812,16-35-048-12W5M
ABGP0001371,Suspended,* Norcen Giroux Lake,GP,Norcen Giroux Lake,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,54.69975,-117.21169,10-11-066-22W5M
ABGP0001372,Suspended,* Petro-Can Brazeau River,GP,Brazeau River,Tidewater Midstream And Infrastructure Ltd.,,100.0% - Tidewater Midstream And Infrastructure Ltd.,,,,53.17965,-115.7536,04-31-048-12W5M
ABGP0001373,Abandoned,Ascot Watelet,GP,Ascot Watelet,Obsidian Energy Ltd.,,,,,,53.05241,-113.69257,07-14-047-26W4M
ABGP0001374,Suspended,Amoco Caroline N,GP,Caroline North,Bonavista Energy Corporation,,100.0% - Bonavista Energy Corporation,,,,51.98623,-114.74246,01-11-035-06W5M
ABGP0001375,Suspended,* Amoco Brazeau River,GP,Brazeau River,Bp Canada Energy Group Ulc,,100.0% - Bp Canada Energy Group Ulc,,,,53.0198,-115.75364,04-06-047-12W5M
ABGP0001376,Suspended,Altagas Alder Flats,GP,Pembina,Tidewater Midstream And Infrastructure Ltd.,,100.0% - Tidewater Midstream And Infrastructure Ltd.,,,,52.91075,-115.1712,10-25-045-09W5M
ABGP0001377,Active,Gulf Med River,GP,Medicine River,Cenovus Energy Inc.,,100.0% - Cenovus Energy Inc.,1979-01-01,,,52.3577,-114.32244,10-14-039-03W5M
ABGP0001378,Suspended,* Imperial Provost,GP,Provost,Imperial Oil Resources Limited,,100.0% - Imperial Oil Resources Limited,,,,52.45393,-111.40536,07-20-040-10W4M
ABGP0001379,Active,Ferrier 1-34-40-9W5,GP,Ferrier,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,1980-01-01,,,52.48135,-115.20392,01-34-040-09W5M
ABGP0001380,Active,Chinchaga 1-24-96-5W6,GP,Cranberry,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,57.339,-118.6543,01-24-096-05W6M
ABGP0001381,Active,Highvale Gas Plant 10-04,GP,Highvale,New Star Energy Ltd.,,100.0% - New Star Energy Ltd.,1980-01-01,,,53.376,-114.52716,10-04-051-04W5M
ABGP0001382,Suspended,Compton Bigoray Gas Plant,GP,Compton Bigoray,Lexin Resources Ltd.,,100.0% - Tallgrass Energy Corp.,,,,53.39022,-115.28229,09-08-051-09W5M
ABGP0001383,Active,Vallhala 1-29-75-9W6,GP,Valhalla,Canadian Natural Resources Limited,,5.5% - Encana Corporation; 0.5% - Doag Energy Ltd.; 32.8% - Trilogy Resources Ltd.; 0.3% - Kelt Exploration Ltd.; 0.6% - Longshore Resources Ltd.; 37.2% - Canadian Natural Resources Limited; 9.6% - Whitecap Resources Inc.; 0.7% - Surge Energy Inc.; 12.8% - Husky Oil Operations Limited,,,,55.52145,-119.34814,01-29-075-09W6M
ABGP0001384,Suspended,* Cdn Sup Killam,GP,Cdn Sup Killam,Exxonmobil Resources Ltd.,,100.0% - Exxonmobil Resources Ltd.,,,,52.7907,-111.77274,08-14-044-13W4M
ABGP0001385,Suspended,Viridian Campbell-Namao,GP,Viridian Campbell Namao,Agrium Inc.,,100.0% - Agrium Inc.,,,,53.65601,-113.56257,13-12-054-25W4M
ABGP0001386,Active,Amoco Willesden Green,GP,Crimson Lake,Obsidian Energy Ltd.,,100.0% - Obsidian Energy Ltd.,1980-01-01,,,52.6523,-115.07786,13-27-042-08W5M
ABGP0001387,Active,Seiu Lake 14-12-26-19W4,GP,Sieu Lake,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,51.21063,-112.53117,14-12-026-19W4M
ABGP0001389,Suspended,* Ranger Leahurst,GP,Ranger Leahurst,Canadian Natural Resources Limited,,100.0% - Ember Resources Inc.,,,,52.35227,-112.68275,06-16-039-19W4M
ABGP0001390,Abandoned,Esther 6-9-31-1W4,GP,Esther,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,51.63988,-110.0906,06-09-031-01W4M
ABGP0001391,Abandoned,Atco Midstream Pembina Cranberry,GP,Slave Point,Atco Energy Solutions Ltd.,,100.0% - Atco Energy Solutions Ltd.,,,,57.33902,-118.45755,04-20-096-03W6M
ABGP0001392,Active,Conoco Peco,GP,Peco,Cenovus Energy Inc.,,100.0% - Cenovus Energy Inc.,,,,53.20152,-116.21667,12-01-049-16W5M
ABGP0001393,Suspended,* Poco Redwater,GP,Poco Redwater,Conocophillips Canada Resources Corp.,,100.0% - Conocophillips Canada Resources Corp.,,,,53.7508,-112.72465,05-14-055-19W4M
ABGP0001394,Active,D Energy Carrot Creek 10-16-53-13W5,GP,Carrot Creek,Vermilion Energy Inc.,,100.0% - Vermilion Energy Inc.,,,,53.57939,-115.85348,10-16-053-13W5M
ABGP0001396,Suspended,Border Midstream Gladys,GP,Gladys,Lexin Resources Ltd.,,100.0% - Lexin Resources Ltd.,,,,50.69418,-113.66633,06-15-020-27W4M
ABGP0001397,Active,Calling Lake S 1-20-70-22W4,GP,Calling Lake South,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,1978-01-01,,,55.06939,-113.31382,01-20-070-22W4M
ABGP0001398,Suspended,Anadarko Beaverhill Lake,GP,Anadarko Beaverhill Lake,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,53.48511,-112.62836,04-17-052-18W4M
ABGP0001399,Abandoned,Imperial Wilson Creek,GP,Wilson Creek,I3 Energy Canada Ltd.,,100.0% - I3 Energy Canada Ltd.,,,,52.66337,-114.63473,10-34-042-05W5M
ABGP0001400,Suspended,* Clearport Gunn,GP,Clearport Gunn,Clearport Holdings Ltd,,100.0% - Clearport Holdings Ltd,,,,53.74278,-114.41355,14-08-055-03W5M
ABGP0001401,Active,Opal Redwater 1-25-57-23 Gp,GP,Opal,Baytex Energy Ltd.,,100.0% - Baytex Energy Ltd.,1981-01-01,,,53.95095,-113.27638,01-25-057-23W4M
ABGP0001402,Active,Keyera Pembina Gas Plant 11-22,GP,North Pembina,Keyera Energy Ltd.,,100.0% - Keyera Energy Ltd.,1981-01-01,,,53.24511,-115.67457,11-22-049-12W5M
ABGP0001403,Suspended,Tony Creek North 7-16-64-21W5,GP,Waskahigan,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,54.53626,-117.11086,07-16-064-21W5M
ABGP0001404,Suspended,Eaglesham South 2-24-77-25W5,GP,Eaglesham South,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,55.66695,-117.76159,02-14-077-25W5M
ABGP0001405,Suspended,* Talisman Sundance,GP,Old Man,Repsol Oil & Gas Canada Inc.,,100.0% - Repsol Oil & Gas Canada Inc.,,,,53.64835,-117.03236,07-09-054-21W5M
ABGP0001406,Abandoned,Alberta Selecta Corp. Sedgewick,GP,Bellshill Lake,Ovintiv Canada Ulc,,100.0% - Ovintiv Canada Ulc,,,,52.6288,-111.66922,07-21-042-12W4M
ABGP0001407,Suspended,Aav Joffre 13-12-038-27W4 Gp,GP,Joffre,Advantage Energy Ltd.,,54.7% - Advantage Energy Ltd.; 40.8% - Obsidian Energy Ltd.; 0.8% - Bonavista Energy Lp; 0.8% - Signalta Resources Limited; 2.4% - Devon Canada Corporation,1981-01-01,,,52.2575,-113.73949,13-12-038-27W4M
ABGP0001408,Suspended,Devon Leo,GP,Leo,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,52.11196,-112.3055,14-24-036-17W4M
ABGP0001409,Suspended,* Pancdn Bashaw,GP,Pancdn Bashaw,Ovintiv Canada Ulc,,100.0% - Ovintiv Canada Ulc,,,,52.64708,-112.89842,11-25-042-21W4M
ABGP0001410,Suspended,* Enron Blackfoot,GP,Enron Blackfoot,Lynx Energy Ulc,,100.0% - Lynx Energy Ulc,,,,50.8944,-113.03709,02-30-022-22W4M
ABGP0001411,Suspended,Paramount Saleski,GP,Saleski,Sequoia Resources Corp.,,100.0% - Sequoia Resources Corp.,1982-01-01,,,56.49893,-112.85353,08-36-086-19W4M
ABGP0001412,Active,Endiang 6-28-34-15W4,GP,Spiers,Canadian Natural Resources Limited,,86.5% - Canadian Natural Resources Limited,1981-01-01,,,51.94548,-112.07497,06-28-034-15W4M
ABGP0001413,Active,Success Berry Gas Plant,GP,Berry,Success Resources Ltd.,,100.0% - Success Resources Ltd.,1983-01-01,,,51.27252,-111.77171,02-04-027-13W4M
ABGP0001414,Active,Campus Parkland,GP,Parkland,Campus Energy Partners Operations Inc.,,100.0% - Campus Energy Partners Operations Inc.,1983-01-01,,,50.2426,-113.60711,07-11-015-27W4M
ABGP0001415,Abandoned,* Cimarron Manyberries,GP,Manyberries,Hunt Oil Company Of Canada; Inc.,,100.0% - Cenovus Energy Inc.,,,,49.47044,-110.80455,06-18-006-06W4M
ABGP0001416,Suspended,* Roan Med Hat,GP,Roan Med Hat,7246366 Canada Ltd.,,100.0% - Ovintiv Canada Ulc,,,,49.71864,-110.73571,07-10-009-06W4M
ABGP0001417,Active,Galloway 14-14-53-20W5,GP,Galloway,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,53.58303,-116.84201,14-14-053-20W5M
ABGP0001418,Active,Ante Creek 10-4-66-23W5,GP,Dunvegan,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,54.68518,-117.41393,10-04-066-23W5M
ABGP0001419,Active,Killam N 04-05-045-12W4 Gas Plant,GP,Killam North,Axiom Oil And Gas Inc.,,20.0% - Long Run Exploration Ltd.; 20.0% - Altagas Ltd.; 60.0% - Axiom Oil And Gas Inc.,1973-01-01,,,52.84523,-111.7181,04-05-045-12W4M
ABGP0001420,Suspended,* Stealth Big Coulee,GP,Stealth Big Coulee,Encana Corporation,,100.0% - Encana Corporation,,,,54.81483,-113.54907,10-23-067-24W4M
ABGP0001421,Abandoned,Bonavista Blood,GP,Magrath,Tamarack Acquisition Corp.,,100.0% - Tamarack Acquisition Corp.,,,,49.45587,-112.92824,07-08-006-22W4M
ABGP0001422,Suspended,* Chevron House,GP,House,Chevron Canada Limited,,100.0% - Canadian Natural Resources Limited,,,,56.08433,-112.51474,16-01-082-17W4M
ABGP0001423,Active,Star Swan Hills,GP,House Mountain,Acquisition Oil Corp.,,100.0% - Acquisition Oil Corp.,,,,55.0051,-115.45999,10-28-069-10W5M
ABGP0001424,Active,Boundary Lake Central 10-33 Plant,GP,Hill,Enercapita Energy Ltd.,,100.0% - Enercapita Energy Ltd.,1982-01-01,,,56.41539,-119.67162,10-33-085-11W6M
ABGP0001425,Active,Pengrowth Mkwan 102/09-21-038-23W4,GP,Ardley,Alphabow Energy Ltd.,,100.0% - Alphabow Energy Ltd.,,,,52.28312,-113.22236,09-21-038-23W4M
ABGP0001426,Active,Shiningbank Berrymoor Pembina,GP,Berrymoor,Arc Resources Ltd.,,98.4% - Arc Resources Ltd.; 0.9% - Freehold Resources Ltd.; 0.2% - Obsidian Energy Ltd.,,,,53.27418,-114.72386,11-31-049-05W5M
ABGP0001427,Suspended,Keyera Chinchaga North 05-32-98-7W6,GP,Chinchaga North,Keyera Energy Ltd.,,100.0% - Keyera Energy Ltd.,1983-01-01,,,57.54618,-119.10769,05-32-098-07W6M
ABGP0001428,Abandoned,Star Boundary Lake South,GP,Star Boundary Lake South,Enercapita Energy Ltd.,,100.0% - Enercapita Energy Ltd.,,,,56.26998,-119.80348,10-10-084-12W6M
ABGP0001429,Active,Tarragon Swalwell,GP,Swalwell,Ember Resources Inc.,,25.0% - Bumper Development Corporation Ltd.; 75.0% - Ember Resources Inc.,1980-01-01,,,51.53056,-113.27785,14-35-029-24W4M
ABGP0001430,Suspended,* Tarragon Twining,GP,Twining,Husky Oil Operations Limited,,100.0% - Tidewater Midstream And Infrastructure Ltd.,,,,52.80444,-112.19595,06-24-044-16W4M
ABGP0001431,Suspended,C Star Sullivan Lake,GP,C Star Sullivan Lake,Arc Resources Ltd.,,100.0% - Arc Resources Ltd.,,,,52.02839,-111.86504,01-25-035-14W4M
ABGP0001432,Suspended,* Cabre Strom,GP,Cabre Strom,Enermark Inc.,,100.0% - Tidewater Midstream And Infrastructure Ltd.,,,,52.80444,-112.19595,06-24-044-16W4M
ABGP0001433,Suspended,Donnelly 6-1-77-21W5,GP,Girouxville Kenzie,Long Run Exploration Ltd.,,100.0% - Long Run Exploration Ltd.,2006-01-01,,,55.64146,-117.1216,06-01-077-21W5M
ABGP0001434,Active,Pancdn Hussar,GP,Crowfoot,Lynx Energy Ulc,,100.0% - Lynx Energy Ulc,1983-01-01,,,51.02146,-112.94975,14-01-024-22W4M
ABGP0001435,Abandoned,* Pennzoil Roxana,GP,Pennzoil Roxana,625894 Alberta Inc.,,100.0% - Obsidian Energy Ltd.,,,,55.79054,-116.8565,10-27-078-19W5M
ABGP0001436,Abandoned,Conoco Joarvie,GP,Jarvie,Paramount Resources Ltd.,,84.0% - Paramount Resources Ltd.; 14.0% - Canadian Natural Resources Limited; 1.0% - Husky Oil Operations Limited,1981-01-01,,,54.33961,-114.11131,15-05-062-01W5M
ABGP0001437,Active,Cascade Caroline,GP,Sundre,Taqa North Ltd.,,100.0% - Taqa North Ltd.,1993-01-01,,,51.85515,-114.74864,03-26-033-06W5M
ABGP0001438,Suspended,Stanmore 11-16-30-10W4,GP,Scotfield,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,51.57081,-111.35569,11-16-030-10W4M
ABGP0001439,Suspended,Thunder Fenn Big Valley,GP,Fenn-Big Valley,Ember Resources Inc.,,100.0% - Ember Resources Inc.,1983-01-01,,,52.03199,-112.62715,08-27-035-19W4M
ABGP0001440,Suspended,Enermark Chigwell,GP,Chigwell Magee,Ember Resources Inc.,,100.0% - Ember Resources Inc.,1993-01-01,,,52.63215,-113.57056,11-20-042-25W4M
ABGP0001441,Suspended,Pancdn Alderson,GP,Alderson West,Torxen Energy Ltd.,,100.0% - Torxen Energy Ltd.,,,,50.31553,-111.96634,06-02-016-15W4M
ABGP0001442,Suspended,Burlington Forestburg S/D 88,GP,Forestburg,Conocophillips Canada Resources Corp.,,100.0% - Conocophillips Canada Resources Corp.,,,,52.55237,-112.20905,04-26-041-16W4M
ABGP0001443,Suspended,Conoco Westlock,GP,Clyde,Paramount Resources Ltd.,,100.0% - Paramount Resources Ltd.,1980-01-01,,,54.09185,-113.63487,15-11-059-25W4M
ABGP0001444,Suspended,Apache Monitor,GP,Monitor,Karve Energy Inc.,,100.0% - Karve Energy Inc.,2004-01-01,,,51.97743,-110.4901,10-03-035-04W4M
ABGP0001445,Active,Penn West Pembina,GP,Sun Creek,Tamarack Acquisition Corp.,,100.0% - Tamarack Acquisition Corp.,1980-01-01,,,52.89301,-114.86249,06-19-045-06W5M
ABGP0001446,Suspended,Husky Erskine 9-31,GP,Husky Erskine,Husky Oil Operations Limited,,100.0% - Husky Oil Operations Limited,,,,52.39945,-112.86307,09-31-039-20W4M
ABGP0001447,Suspended,Forest Deanne,GP,Forest Deanne,Forest Oil Corporation,,100.0% - Taqa North Ltd.,,,,52.30981,-115.44457,06-36-038-11W5M
ABGP0001448,Suspended,* Strike Crystal,GP,Strike Crystal,Husky Oil Operations Limited,,100.0% - Husky Oil Operations Limited,,,,52.92912,-114.43976,16-36-045-04W5M
ABGP0001449,Suspended,Apf Energy Joarcam,GP,Joarcam,Enerplus Corporation,,100.0% - Enerplus Corporation,,,,53.13242,-112.82753,13-11-048-20W4M
ABGP0001450,Suspended,Orion Baptiste,GP,Orion Baptiste,Arc Resources Ltd.,,100.0% - Canadian Natural Resources Limited,,,,54.79666,-113.35813,05-18-067-22W4M
