id,status,name,type,plant_name,current_operator,original_operator,co-owner,constructed_date,activated_date,field_name,latitude,longitude,location
ABGP0001001,Active,Maple Glen 15-36-036-16W4,GP,Maple Glen,Canadian Natural Resources Limited,,0.0% - Cansearch Resources Ltd.; 0.0% - Canadian Natural Resources Limited,,,,52.14108,-112.15671,15-36-036-16W4M
ABGP0001002,Suspended,Keyera Nevis Gas Plant 16-33-38-22W4,GP,Nevis,Keyera Energy Ltd.,,100.0% - Keyera Energy Ltd.,1956-01-01,,,52.31571,-113.07948,16-33-038-22W4M
ABGP0001003,Suspended,* Gulf Pincher Creek,GP,Pincher Creek,Gulf Canada Limited,,100.0% - Palmer Ranch (1984) Ltd.,,,,49.30742,-113.79413,01-23-004-29W4M
ABGP0001004,Active,Keyera Homeglen-Rimbey 2-05-44-01W5,GP,Rimbey,Keyera Energy Ltd.,,0.0% - Centipede Holdings Ltd.; 0.8% - Bellatrix Exploration Ltd.; 0.1% - Altagas Pipeline Partnership; 98.8% - Keyera Energy Ltd.; 0.1% - Mosaic Energy Ltd.; 0.0% - Canadian Natural Resources Limited; 0.0% - Bonavista Energy Corporation; 1.0% - Green Valley Energy Ltd.,1961-01-01,,,52.75808,-114.10751,02-05-044-01W5M
ABGP0001005,Suspended,* Gulf Gilby,GP,Gilby,Cenovus Energy Inc.,,100.0% - Cenovus Energy Inc.,,,,52.44144,-114.30466,06-13-040-03W5M
ABGP0001006,Abandoned,* Chevron Nevis,GP,Nevis,Chevron Canada Limited,,100.0% - Chevron Canada Limited,,,,52.37406,-113.0847,15-22-039-22W4M
ABGP0001007,Active,Mitsue 16-30-072-04W5,GP,Mitsue,Canadian Natural Resources Limited,,90.0% - Canadian Natural Resources Limited; 10.0% - Superman Resources Inc.,1974-01-01,,,55.27045,-114.59501,16-30-072-04W5M
ABGP0001008,Suspended,* Chevron Princess,GP,Princess,Chevron Canada Limited,,100.0% - Chevron Canada Limited,,,,50.68309,-111.54795,12-12-020-12W4M
ABGP0001009,Suspended,Sedalia 9-29-31-5 Gp,GP,Sedalia,Baytex Energy Ltd.,,100.0% - Baytex Energy Ltd.,1961-01-01,,,51.68719,-110.66947,09-29-031-05W4M
ABGP0001010,Suspended,* Norcen Campbell-Namao,GP,Campbell,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,53.68898,-113.56889,01-26-054-25W4M
ABGP0001011,Abandoned,* Shell Innisfail,GP,Innisfail,Shell Canada Limited,,100.0% - Enhance Energy Inc.,,,,51.97168,-114.05239,01-03-035-01W5M
ABGP0001012,Active,Pancdn Countess,GP,Makepeace,Torxen Energy Ltd.,,100.0% - Torxen Energy Ltd.,,,,50.91588,-112.44847,12-33-022-18W4M
ABGP0001013,Active,Keyera Gilby Plant 15-22-040-03W5,GP,Gilby,Keyera Energy Ltd.,,80.2% - Keyera Energy Ltd.; 1.2% - Harvest Operations Corp.; 5.1% - Pengrowth Energy Corporation; 5.1% - Nal Resources Limited; 5.7% - Omers Energy Inc.; 1.3% - Signalta Resources Limited,,,,52.46301,-114.34679,15-22-040-03W5M
ABGP0001014,Active,Atco Carbon,GP,Carbon,Atco Energy Solutions Ltd.,,100.0% - Atco Energy Solutions Ltd.,1967-01-01,,,51.47964,-113.05534,08-17-029-22W4M
ABGP0001015,Suspended,Wardlow 2-31-22-11W4,GP,Wardlow,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,1992-01-01,,,50.90893,-111.5137,02-31-022-11W4M
ABGP0001016,Suspended,Cometra Wood River,GP,Cometra Wood River,Vintage Petroleum Canada; Inc.,,100.0% - Vintage Petroleum Canada  Inc.,,,,52.69611,-113.29673,16-08-043-23W4M
ABGP0001017,Suspended,Cessford 04-15-027-15W4,GP,Cessford,Canadian Natural Resources Limited,,50.0% - Canadian Natural Resources Limited; 50.0% - Arc Resources Ltd.,1960-01-01,,,51.30157,-112.04131,04-15-027-15W4M
ABGP0001018,Active,Taurus Consort 7-34-34-6W4 Gp,GP,Provost,Tamarack Acquisition Corp.,,,1959-01-01,,,51.95995,-110.76973,07-34-034-06W4M
ABGP0001019,Suspended,* Amoco Buck Creek,GP,Buck Creek,Bp Canada Energy Group Ulc,,100.0% - Bp Canada Energy Group Ulc,,,,49.00158,-110.00785,01-01-001-01W4M
ABGP0001020,Suspended,Devon Carstairs,GP,Carstairs,Bonavista Energy Corporation,,20.0% - Bonavista Energy Corporation; 36.0% - Direct Energy Marketing Limited; 18.0% - Exxonmobil Canada Energy; 10.0% - Provident Energy Ltd.; 2.0% - Signalta Resources Limited; 8.0% - Bp Canada Energy Company,1960-01-01,,,51.53479,-114.20383,03-03-030-02W5M
ABGP0001021,Active,Garrington Olds,GP,Garrington,Whitecap Resources Inc.,,100.0% - Whitecap Resources Inc.,1964-01-01,,,51.74229,-114.13455,06-18-032-01W5M
ABGP0001022,Active,Cessford 02-08-024-12W4,GP,Cessford,Canadian Natural Resources Limited,,47.0% - Imperial Oil Limited; 52.0% - Canadian Natural Resources Limited,1958-01-01,,,51.02502,-111.64172,02-08-024-12W4M
ABGP0001023,Abandoned,Imperial Leduc-Woodbend,GP,Leduc Woodbend,Imperial Oil Resources Limited,,100.0% - Imperial Oil Resources Limited,,,,53.35414,-113.71731,02-34-050-26W4M
ABGP0001024,Active,Boundary Lake 01-14-085-13W6,GP,Boundary Lake South,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,56.36475,-119.92871,01-14-085-13W6M
ABGP0001025,Reclamation Certified,Devon Normandville,GP,Normandville,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,55.83788,-117.39082,13-09-079-22W5M
ABGP0001026,Abandoned,Cessford 7-17-26-14W4,GP,Cessford,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,51.21801,-111.92082,07-17-026-14W4M
ABGP0001027,Suspended,* Imperial Golden Spike,GP,Golden Spike,Imperial Oil Resources Limited,,100.0% - Imperial Oil Resources Limited,,,,53.42286,-113.8948,15-22-051-27W4M
ABGP0001028,Active,Accel Energy Redwater Gp,GP,Redwater,Accel Canada Holdings Limited,,100.0% - Arc Resources Ltd.,1956-01-01,,,53.95089,-113.07819,01-29-057-21W4M
ABGP0001029,Suspended,* Samson Ferrybank,GP,Ferrybank,Obsidian Energy Ltd.,,100.0% - Obsidian Energy Ltd.,,,,52.89245,-113.87048,05-21-045-27W4M
ABGP0001030,Suspended,* Talisman Turner Valley,GP,Turner Valley,Repsol Oil & Gas Canada Inc.,,100.0% - Repsol Oil & Gas Canada Inc.,,,,50.67209,-114.27017,14-06-020-02W5M
ABGP0001031,Suspended,Valhalla 8-20-76-9W6,GP,Valhalla,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,55.59771,-119.3482,08-20-076-09W6M
ABGP0001032,Abandoned,* Shell Worsley,GP,Worsley,Shell Canada Limited,,100.0% - Shell Canada Limited,,,,56.55739,-119.02205,07-22-087-07W6M
ABGP0001033,Suspended,Crestar Three Hills Ck,GP,Three Hills Creek,Pine Cliff Energy Ltd.,,100.0% - Pine Cliff Energy Ltd.,,,,52.01016,-113.59672,13-13-035-26W4M
ABGP0001034,Active,Semcams West Whitecourt (Windfall),GP,Windfall,Energy Transfer Canada Ulc,,72.8% - Energy Transfer Canada Ulc; 0.1% - Bp Canada Energy Company; 10.4% - Sw Resources Ulc; 16.7% - Sinopec Daylight Energy Ltd.,1959-01-01,,,54.18694,-116.20467,08-17-060-15W5M
ABGP0001035,Suspended,* Icg Acheson,GP,Icg Acheson,Cnooc Petroleum North America Ulc,,100.0% - Cnooc Petroleum North America Ulc,,,,53.54311,-113.73491,04-02-053-26W4M
ABGP0001036,Active,Apache Provost,GP,Consort,Karve Energy Inc.,,100.0% - Karve Energy Inc.,,,,52.10473,-110.69847,08-19-036-05W4M
ABGP0001037,Active,Shell Jumping Pound,GP,Jumping Pound,Pieridae Alberta Production Ltd.,,100.0% - Shell Canada Limited,1951-01-01,,,51.13772,-114.58008,13-13-025-05W5M
ABGP0001038,Active,Apf Energy Countess,GP,Countess,Journey Energy Inc.,,24.1% - Cenovus Fccl Ltd.; 22.7% - Enermark Inc.; 53.3% - Journey Energy Inc.,1960-01-01,,,50.73756,-112.085,08-36-020-16W4M
ABGP0001039,Suspended,Vista Midstream Enchant Ggs,GP,Enchant,Campus Energy Partners Operations Inc.,,100.0% - Campus Energy Partners Operations Inc.,1963-01-01,,,50.12981,-112.22533,11-35-013-17W4M
ABGP0001040,Reclamation Certified,* Can Oxy Okotoks,GP,Can Oxy Okotoks,Cnooc Petroleum North America Ulc,,100.0% - Cnooc Petroleum North America Ulc,,,,50.71951,-113.94883,04-27-020-29W4M
ABGP0001041,Abandoned,Cessford 3-6-24-10W4,GP,Cessford Plant,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,51.01046,-111.39158,03-06-024-10W4M
ABGP0001042,Active,Karr 10-10-065-02W6,GP,Karr Creek,Canadian Natural Resources Limited,,62.0% - Canadian Natural Resources Limited; 10.0% - Devon Canada; 11.5% - Progress Exploration Ltd.; 3.2% - Enerplus Energy Ltd.; 0.5% - Iteration Energy Ltd.; 12.8% - Signalta Resources Limited,1981-01-01,,,54.6124,-118.21115,10-10-065-02W6M
ABGP0001043,Active,Husky Hussar 13-36,GP,Hussar,Torxen Energy Ltd.,,25.0% - Husky Oil Operations Limited; 25.0% - Harvard International Resources Ltd.; 50.0% - Torxen Energy Ltd.,1959-01-01,,,51.0942,-112.81593,13-36-024-21W4M
ABGP0001044,Active,Husky Wayne-Rosedale 12-4,GP,Wayne,Torxen Energy Ltd.,,25.0% - Husky Oil Operations Limited; 25.0% - Harvard International Resources Ltd.; 50.0% - Torxen Energy Ltd.,1981-01-01,,,51.36697,-112.76773,12-04-028-20W4M
ABGP0001045,Suspended,Imperial Bonnie Glen,GP,Bonnie Glen Solutions,Imperial Oil Resources Limited,,100.0% - Imperial Oil Resources Limited,,,,53.04881,-113.9239,04-17-047-27W4M
ABGP0001046,Suspended,* Imperial Pembina,GP,Pembina,Whitecap Resources Inc.,,100.0% - Whitecap Resources Inc.,,,,53.25256,-115.39433,01-28-049-10W5M
ABGP0001047,Active,Keyera Minnehik-Buck Lake 10-05,GP,Minnehik,Keyera Energy Ltd.,,79.8% - Keyera Energy Ltd.; 10.0% - Canlin Resources Partnership; 8.1% - Enerplus Resources Corporation; 1.7% - Taqa North; 0.5% - Sabre Energy Ltd.,1961-01-01,,,52.94033,-114.83234,10-05-046-06W5M
ABGP0001048,Active,Altana Black Butte,GP,Black Butte,Pine Cliff Energy Ltd.,,100.0% - Pine Cliff Energy Ltd.,1962-01-01,,,49.03026,-111.05495,01-18-001-08W4M
ABGP0001049,Active,Pancdn Wayne-Rosedale,GP,Wayne Dalum,Torxen Energy Ltd.,,100.0% - Torxen Energy Ltd.,,,,51.30522,-112.65054,05-17-027-19W4M
ABGP0001050,Suspended,Wascana Crossfield,GP,Crossfield,Cnooc Petroleum North America Ulc,,6.3% - Bonavista Petroleum Ltd.; 0.6% - Coastal Resources Limited; 1.4% - Dewpoint Resources Ltd.; 0.0% - Encana Corporation; 2.1% - Enermark Inc.; 33.0% - Exxonmobil Canada Energy; 1.8% - Imperial Oil Limited; 46.7% - Cnooc Petroleum North America Ulc; 0.0% - Pegasus Oil & Gas Inc.; 8.1% - Enerplus Resources Corporation,1961-01-01,,,51.19259,-113.94389,10-02-026-29W4M
ABGP0001051,Active,Devon Savanna Creek,GP,Coleman,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,1961-01-01,,,49.62787,-114.56868,01-11-008-05W5M
ABGP0001052,Suspended,Husky Farrell Exp Chain 7-23,GP,Farrell Exp Chain,Husky Oil Operations Limited,,100.0% - Husky Oil Operations Limited,,,,51.84357,-112.16354,07-23-033-16W4M
ABGP0001053,Suspended,Merit Sibbald,GP,Merit Sibbald,Nuvista Energy Ltd.,,100.0% - Nuvista Energy Ltd.,,,,51.36338,-110.28327,05-06-028-02W4M
ABGP0001054,Active,D Energy Wildcat Hills 6-16-26-5W5,GP,Wildcat Hills,Canlin Resources Partnership,,,1962-01-01,,,51.21797,-114.64407,06-16-026-05W5M
ABGP0001055,Suspended,Tom Brown Edson,GP,Tom Brown Edson,Ovintiv Canada Ulc,,100.0% - Long Run Exploration Ltd.,,,,53.52123,-116.4921,10-30-052-17W5M
ABGP0001056,Active,Shell Waterton,GP,Waterton,Pieridae Alberta Production Ltd.,,100.0% - Shell Canada Limited,1962-01-01,,,49.30728,-113.99976,02-20-004-30W4M
ABGP0001057,Active,Penn West Pembina,GP,Lobstick Glauconite,Obsidian Energy Ltd.,,87.3% - Obsidian Energy Ltd.; 10.7% - Arc Resources Ltd.; 0.1% - Bonterra Energy Corp.; 0.3% - Canadian Natural Resources Limited; 0.5% - Laramide Oil & Gas Ltd.; 0.5% - Signalta Resources Limited; 0.5% - Owlco Resources Ltd,1980-01-01,,,53.31794,-114.97985,09-17-050-07W5M
ABGP0001058,Active,Trilogy Kaybob,GP,Kaybob,Paramount Resources Ltd.,,90.0% - Paramount Resources Ltd.,1962-01-01,,,54.5216,-116.80216,08-09-064-19W5M
ABGP0001059,Suspended,Drumheller  6-33-30-19W4,GP,Drumheller,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,51.61063,-112.6214,06-33-030-19W4M
ABGP0001060,Active,Solex Harmattan-Elkton,GP,Alta Gas Harmattan,Altagas Ltd.,,100.0% - Altagas Ltd.,1960-01-01,,,51.68774,-114.47718,09-27-031-04W5M
ABGP0001061,Suspended,* Gulf Gilby,GP,Gilby,Cenovus Energy Inc.,,100.0% - Cenovus Energy Inc.,,,,52.53958,-114.29278,01-24-041-03W5M
ABGP0001062,Active,Accel Energy Carson Creek Gp,GP,Carson Creek,Accel Canada Holdings Limited,,95.0% - Accel Canada Holdings Limited; 5.0% - Journey Energy Inc.,1960-01-01,,,54.28503,-115.69813,04-23-061-12W5M
ABGP0001063,Active,Apache Canada Provost,GP,Kessler,Battle River Energy Ltd.,,98.0% - Battle River Energy Ltd.,,,,52.33036,-111.12946,13-05-039-08W4M
ABGP0001064,Suspended,* Petro-Can Gilby,GP,Gilby,Canlin Resources Partnership,,100.0% - Canlin Resources Partnership,,,,52.47043,-114.34679,07-27-040-03W5M
ABGP0001065,Suspended,Vista Midstream Retlaw,GP,Retlaw,Campus Energy Partners Operations Inc.,,83.5% - Campus Energy Partners Operations Inc.; 16.5% - Enermark Inc.,1963-01-01,,,50.05708,-112.50397,12-02-013-19W4M
ABGP0001066,Suspended,* Poco Kirkwall,GP,Poco Kirkwall,Conocophillips Canada Resources Corp.,,100.0% - Conocophillips Canada Resources Corp.,,,,51.33068,-110.66429,01-29-027-05W4M
ABGP0001067,Suspended,Renaissance Sylvan Lake-21,GP,Sylvan Lake,Husky Oil Operations Limited,,100.0% - Husky Oil Operations Limited,,,,52.27729,-114.21904,01-21-038-02W5M
ABGP0001068,Active,Westlock 07-15-060-02W5,GP,Westlock West,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,54.18683,-114.21129,07-15-060-02W5M
ABGP0001069,Active,Cfr Jc 15-25-64-11W5 Gp,GP,Judy Creek Conservation Plant,Conifer Energy Inc.,,51.0% - Conifer Energy Inc.; 24.5% - Obsidian Energy Ltd.; 24.5% - Canadian Natural Resources Limited,1960-01-01,,,54.57231,-115.52295,15-25-064-11W5M
ABGP0001070,Active,Ocelot Sylvan Lake,GP,Sylvan Lake,Btg Energy Corporation,,40.0% - Btg Energy Corporation,1965-01-01,,,52.22988,-114.39736,14-32-037-03W5M
ABGP0001071,Suspended,Rigel Gilby,GP,Rigel Gilby,Talisman Energy Inc.,,100.0% - I3 Energy Canada Ltd.,,,,52.51772,-114.29871,10-12-041-03W5M
ABGP0001072,Active,Real Resources West Provost,GP,Provost West,Karve Energy Inc.,,100.0% - Karve Energy Inc.,1964-01-01,,,52.07935,-111.01382,10-12-036-08W4M
ABGP0001073,Suspended,Altaquest Gilby,GP,Gilby,Cequel Energy Inc.,,100.0% - Manitok Energy Inc.,,,,52.51768,-114.34659,10-10-041-03W5M
ABGP0001074,Suspended,Imperial Bonnie Glen,GP,Bonnie Glen Cycle,Imperial Oil Resources Limited,,100.0% - Imperial Oil Resources Limited,,,,53.04881,-113.91788,03-17-047-27W4M
ABGP0001075,Active,Vermilion Carrot Creek,GP,Granada,Vermilion Energy Inc.,,52.0% - Vermilion Energy Inc.; 48.0% - Obsidian Energy Ltd.,1972-01-01,,,53.48488,-115.60766,02-18-052-11W5M
ABGP0001076,Active,Pancdn Wayne-Rosedale,GP,Redlands High Pressure,Lynx Energy Ulc,,100.0% - Lynx Energy Ulc,,,,51.40332,-112.91469,01-20-028-21W4M
ABGP0001077,Suspended,* Amoco Gilby South,GP,Amoco Gilby South,Bp Canada Energy Group Ulc,,100.0% - Bp Canada Energy Group Ulc,,,,52.47053,-114.31681,08-26-040-03W5M
ABGP0001078,Suspended,Handhills 10-33-28-15W4,GP,Handhills Coyote,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,51.43971,-112.05319,10-33-028-15W4M
ABGP0001079,Active,Primewest Crossfield East,GP,Crossfield East,Taqa North Ltd.,,55.0% - Taqa North Ltd.,1967-01-01,,,51.39652,-114.02818,09-14-028-01W5M
ABGP0001080,Active,Calcrude Cherhill,GP,Cherhill,Journey Energy Inc.,,90.0% - Journey Energy Inc.; 10.0% - Ridgmar Canada Inc.,1972-01-01,,,53.84799,-114.61854,04-24-056-05W5M
ABGP0001081,Suspended,Devon Wimborne,GP,Wimborne,Vantage Point Resources Inc.,,99.8% - Vantage Point Resources Inc.,1964-01-01,,,51.89821,-113.5687,04-12-034-26W4M
ABGP0001082,Suspended,Imperial Willesden Green,GP,Willesden Green,Entrada Resources Inc.,,100.0% - Entrada Resources Inc.,1964-01-01,,,52.61221,-114.82036,01-17-042-06W5M
ABGP0001083,Suspended,Bonavista Harmattan-Elkton Plant,GP,Harmattan Elkton South Unit 1,Bonavista Energy Corporation,,100.0% - Bonavista Energy Corporation,,,,51.62229,-114.48303,02-03-031-04W5M
ABGP0001084,Active,Edson 04-11-053-18W5 Gp,GP,Edson,Repsol Oil & Gas Canada Inc.,,0.0% - Chair Resources Inc.; 0.0% - Conocophillips Canada Resources Corp.; 0.0% - Crocotta Energy Inc.; 0.0% - Conocophillips Canada (Brc) Ltd.; 0.0% - Daylight Energy Ltd.; 0.0% - Enerplus Oil & Gas Ltd.; 0.0% - Enermark Inc.; 59.0% - Repsol Oil & Gas Canada Inc.; 22.0% - Keyera Energy Ltd.,1965-01-01,,,53.55751,-116.55334,04-11-053-18W5M
ABGP0001085,Active,Penn West Tomahawk 04-02 Gp,GP,Berrymoor,Obsidian Energy Ltd.,,2.9% - Signalta Resources Limited; 6.2% - Canetic Resources Inc.; 90.9% - Obsidian Energy Ltd.,,,,53.28161,-114.77261,03-02-050-06W5M
ABGP0001086,Active,Tamarack Veteran 15-20-034-08W4 Gp,GP,Veteran,Tamarack Acquisition Corp.,,100.0% - Tamarack Acquisition Corp.,,,,51.93817,-111.10061,15-20-034-08W4M
ABGP0001087,Suspended,* Crestar Oyen,GP,Crestar Oyen,Conocophillips Canada Energy Partnership,,100.0% - Conocophillips Canada Energy Partnership,,,,51.44334,-110.58213,14-36-028-05W4M
ABGP0001088,Active,Bonterra 05-35 Sweet Gas Plant,GP,Keystone,Bonterra Energy Corp.,,100.0% - Bonterra Energy Corp.,1965-01-01,,,53.18327,-114.48599,05-35-048-04W5M
ABGP0001089,Active,Paddle River 13-06-057-8W5 Gas Plant,GP,Paddle River,Tidewater Midstream And Infrastructure Ltd.,,100.0% - Tidewater Midstream And Infrastructure Ltd.,1966-01-01,,,53.90244,-115.18864,13-06-057-08W5M
ABGP0001090,Suspended,* Mobil Harmattan-Elkton,GP,Harmattan-Elkton,Exxonmobil Canada Energy,,100.0% - Exxonmobil Canada Ltd.,,,,51.68773,-114.48301,10-27-031-04W5M
ABGP0001091,Active,Pancdn Wintering Hills,GP,Wintering Hills,Torxen Energy Ltd.,,100.0% - Torxen Energy Ltd.,,,,51.12702,-112.35696,01-18-025-17W4M
ABGP0001092,Suspended,* Steen Crossfield,GP,Steen Crossfield,Steen Resources Ltd.,,100.0% - Steen Resources Ltd.,,,,51.58207,-114.3797,08-20-030-03W5M
ABGP0001093,Active,Ferrier 09-22-39-8W5,GP,Ferrier 1,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,52.37213,-115.06014,09-22-039-08W5M
ABGP0001094,Suspended,* Amoco Lone Pine Creek,GP,Lone Pine Creek,Bp Canada Energy Group Ulc,,100.0% - Taqa North Ltd.,,,,51.58139,-113.84049,06-23-030-28W4M
ABGP0001095,Active,Cdn 88 Twining,GP,Three Hills Creek,Artis Exploration Ltd.,,100.0% - Artis Exploration Ltd.,,,,51.69442,-113.21466,04-33-031-23W4M
ABGP0001096,Active,Petro-Can Wilson Creek,GP,Wilson Creek,Tamarack Acquisition Corp.,,52.2% - Tamarack Acquisition Corp.; 47.8% - Taqa North Ltd.,1968-01-01,,,52.72934,-114.53641,01-29-043-04W5M
ABGP0001097,Active,Conoco Ghost Pine,GP,Ghost Pine,Pine Cliff Energy Ltd.,,100.0% - Pine Cliff Energy Ltd.,1967-01-01,,,51.63969,-112.86634,08-11-031-21W4M
ABGP0001098,Suspended,Crestar Gilby N,GP,Crestar Gilby N,Cenovus Energy Inc.,,100.0% - Cenovus Energy Inc.,,,,52.51771,-114.44843,11-12-041-04W5M
ABGP0001099,Suspended,* Altana Caroline,GP,Altana Caroline,Altana Exploration Company,,100.0% - Altana Exploration Company,,,,51.96412,-114.73085,12-36-034-06W5M
ABGP0001100,Suspended,Vulcan 8-24-15-22W4,GP,Vulcan,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,50.27185,-112.8941,08-24-015-22W4M
ABGP0001101,Abandoned,Amoco Bigstone,GP,Bigstone,Bp Canada Energy Group Ulc,,100.0% - Paramount Resources Ltd.,,,,54.2595,-117.21683,06-10-061-22W5M
ABGP0001102,Suspended,* Amoco Crossfield,GP,Crossfield,Bp Canada Energy Group Ulc,,100.0% - Taqa North Ltd.,,,,51.39652,-114.02818,09-14-028-01W5M
ABGP0001103,Active,Encal Sylvan Lk,GP,Sylvan Lake,Harvest Operations Corp.,,100.0% - Harvest Operations Corp.,1980-01-01,,,52.25535,-114.2963,10-12-038-03W5M
ABGP0001104,Suspended,Amoco South Caroline,GP,Caroline South,Bp Canada Energy Group Ulc,,100.0% - Bonavista Energy Corporation,,,,51.92784,-114.53595,03-20-034-04W5M
ABGP0001105,Active,Husky Rainbow 10-10,GP,Rainbow,Husky Oil Operations Limited,,100.0% - Husky Oil Operations Limited,1967-01-01,,,58.45072,-119.23832,10-10-109-08W6M
ABGP0001106,Active,Husky Elnora 5-19,GP,Mikwan,2234873 Alberta Ltd.,,25.0% - Encana Corporation; 75.0% - 2234873 Alberta Ltd.,1978-01-01,,,52.01729,-113.14451,05-19-035-22W4M
ABGP0001107,Active,Semcams Kaybob Amalgamated,GP,Kaybob South 1 Cycling,Energy Transfer Canada Ulc,,56.6% - Energy Transfer Canada Ulc; 22.8% - Husky Oil Operations Limited; 1.5% - Talisman Energy Inc.; 2.0% - Devon Canada Corporation; 1.6% - Taqa North Ltd.; 0.6% - Conocophillips Canada (Brc) Ltd.; 0.1% - Paramount Resources (Acl) Ltd.; 5.5% - Cequence Energy Ltd.; 4.0% - Xto Energy Canada; 5.2% - Long Run Exploration Ltd.,1967-01-01,,,54.34316,-116.85462,01-12-062-20W5M
ABGP0001108,Active,Keyera Brazeau East 6-12-046-14W5,GP,Brazeau River,Keyera Energy Ltd.,,100.0% - Keyera Energy Ltd.,1968-01-01,,,52.95069,-115.90241,06-12-046-14W5M
ABGP0001109,Abandoned,Vintage West Drumheller,GP,Drumheller West,Obsidian Energy Ltd.,,100.0% - Sanling Energy Ltd.,,,,51.54144,-112.83806,12-01-030-21W4M
ABGP0001110,Active,Ferrier 01-20-039-07W5,GP,Ferrier 2,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,52.3649,-114.96431,01-20-039-07W5M
ABGP0001111,Suspended,Northrock Judy Creek,GP,Judy Creek,Point Loma Resources Ltd.,,100.0% - Point Loma Resources Ltd.,,,,54.55408,-115.66133,12-19-064-11W5M
ABGP0001112,Suspended,Sturgeon Lake S 2-2-69-22W5,GP,Sturgeon Lake South,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,1969-01-01,,,54.93963,-117.23958,02-02-069-22W5M
ABGP0001113,Active,Keyera Simonette Gas Plant 09-06,GP,Simonette,Keyera Energy Ltd.,,100.0% - Keyera Energy Ltd.,1969-01-01,,,54.42332,-117.76062,09-06-063-25W5M
ABGP0001114,Active,Campus Bantry,GP,Bantry,Campus Energy Partners Operations Inc.,,100.0% - Campus Energy Partners Operations Inc.,,,,50.47198,-111.60535,04-33-017-12W4M
ABGP0001115,Active,Petro-Can Whitecourt,GP,Whitecourt,Taqa North Ltd.,,45.8% - Taqa North Ltd.; 45.3% - Chinook Energy Inc.; 4.2% - Harvest Operations Corp.; 4.7% - Obsidian Energy Ltd.,1968-01-01,,,54.13233,-115.54818,12-26-059-11W5M
ABGP0001116,Active,Apache Provost,GP,Brownfield,Karve Energy Inc.,,96.1% - Karve Energy Inc.,1969-01-01,,,52.3196,-111.47757,02-02-039-11W4M
ABGP0001117,Active,Devon Marten Hills,GP,Marten Hills Plant 1,Sequoia Resources Corp.,,100.0% - Sequoia Resources Corp.,1969-01-01,,,55.42993,-113.61225,14-22-074-24W4M
ABGP0001118,Active,Amoco East Garrington,GP,Garrington East,Bonavista Energy Corporation,,100.0% - Bonavista Energy Corporation,1975-01-01,,,51.92067,-114.39439,11-17-034-03W5M
ABGP0001119,Active,Willow 02-05-028-17W4,GP,Drumheller East,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,1974-01-01,,,51.35983,-112.35782,02-05-028-17W4M
ABGP0001120,Suspended,* Amoco Kaybob S #2,GP,Kaybob South 1 Cycling,Bp Canada Energy Group Ulc,,100.0% - Energy Transfer Canada Ulc,,,,54.34316,-116.85462,01-12-062-20W5M
ABGP0001121,Active,Keyera Nordegg River 6-10-044-12W5,GP,Nordegg River,Keyera Energy Ltd.,,89.3% - Keyera Energy Ltd.,1969-01-01,,,52.77611,-115.66063,06-10-044-12W5M
ABGP0001122,Active,Petro-Can Ferrier,GP,Ferrier,Canlin Resources Partnership,,,1970-01-01,,,52.49599,-114.98817,01-06-041-07W5M
ABGP0001123,Active,Chevron Mitsue,GP,Mitsue,Cardinal Energy Ltd.,,13.0% - Canadian Natural Resources Limited; 85.0% - Cardinal Energy Ltd.,1969-01-01,,,55.26683,-114.60134,10-30-072-04W5M
ABGP0001124,Abandoned,Bittern Lk 5-31-45-20W4,GP,Bittern Lake,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,,,,52.92156,-112.90355,05-31-045-20W4M
ABGP0001125,Active,Waskahigan 15-7-064-23W5,GP,Waskahigan,Canadian Natural Resources Limited,,94.2% - Canadian Natural Resources Limited,,,,54.5287,-117.46433,15-07-064-23W5M
ABGP0001126,Abandoned,* Jordan Provost,GP,Jordan Provost,Enerplus Corporation,,100.0% - Taqa North Ltd.,,,,52.30141,-112.07934,16-28-038-15W4M
ABGP0001127,Active,Greencourt 09-26-059-09W5,GP,Greencourt,Canadian Natural Resources Limited,,100.0% - Canadian Natural Resources Limited,1969-01-01,,,54.13232,-115.22978,09-26-059-09W5M
