id,licensed_capacity_of_raw_gas_mcf/d,licensed_capacity_of_sales_gas_mcf/d,licensed_capacity_of_ethane_c2_bbl/d,licensed_capacity_of_ethane_plus_c2+_bbl/d,licensed_capacity_of_propane_c3_bbl/d,licensed_capacity_of_butane_c4_bbl/d,licensed_capacity_of_pentane_plus_c5+_bbl/d,licensed_capacity_of_ngl_bbl/d,licensed_capacity_of_lpg_bbl/d,licensed_capacity_of_sulphur_ton/d,design_capacity_of_raw_gas_mcf/d,design_capacity_of_sales_gas_mcf/d,design_capacity_of_oil_bbl/d,design_capacity_of_ethane_c2_bbl/d,design_capacity_of_propane_c3_bbl/d,design_capacity_of_butane_c4_bbl/d,design_capacity_of_pentane_plus_c5+_bbl/d,design_capacity_of_ngl_bbl/d,design_capacity_of_sulphur_ton/d
ABGP0001997,56616.47,49864.3,,,,,309.61,,,,6180.07,7062.93,0.0,0.0,0.0,0.0,943.93,0.0,0.0
ABGP0001998,3884.61,3884.61,,,,,1.26,,,,11883.38,11883.38,12.59,,,,,,
ABGP0001999,,,,,,,,,,,20199.99,20199.99,15102.89,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0075252,11018.17,10982.86,,,,,,,25.17,,1765.73,1659.79,0.0,0.0,0.0,0.0,0.0,62.93,0.0
ABGP0075650,249533.41,228499.99,9226.61,,,,,,4127.49,,205884.48,205884.48,0.0,7268.26,0.0,0.0,0.0,2108.11,0.0
ABGP0075866,10001.11,9556.15,0.0,0.0,0.0,0.0,0.0,,249.83,0.0,10001.11,9556.15,100.06,0.0,0.0,0.0,0.0,249.83,0.0
ABGP0075995,24013.97,23060.47,0.0,0.0,0.0,0.0,0.0,,943.93,,24720.26,24720.26,3146.43,0.0,0.0,0.0,0.0,371.28,0.0
ABGP0076045,,,,,,,,,,,,,,,,,,,
ABGP0076120,15001.67,14939.87,0.0,0.0,0.0,0.0,0.0,,22.65,,7062.93,6533.21,0.0,0.0,0.0,0.0,18.88,0.0,0.0
ABGP0076575,5120.63,,,,,,,,,,4590.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0076666,1765.73,,,,,,,,,,3531.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0077070,16986.35,16915.72,,,,,94.39,,,,19988.1,19988.1,0.0,0.0,0.0,0.0,251.71,0.0,0.0
ABGP0077266,32429.45,32312.92,0.0,0.0,0.0,0.0,28.95,,0.0,0.0,13207.68,13207.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0077288,6003.49,,,,,,,,,,24720.26,24190.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0077308,8482.58,8404.89,0.0,0.0,0.0,0.0,89.99,,0.0,0.0,7062.93,7062.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0077324,7327.79,6197.72,,,,,,,352.4,,7062.93,7062.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0077819,8019.96,7906.95,0.0,0.0,0.0,0.0,0.0,,141.59,0.0,812.24,565.03,0.0,0.0,0.0,0.0,94.39,0.0,0.0
ABGP0078091,38846.13,38175.15,,,,,,,,,38846.13,350674.6,0.0,0.0,0.0,0.0,0.0,314.64,0.0
ABGP0078222,20623.76,20553.13,0.0,0.0,0.0,0.0,0.0,,207.04,0.0,10594.4,9888.11,,,,,,125.86,
ABGP0079061,40046.83,39029.76,0.0,0.0,0.0,0.0,824.37,,949.59,,42377.59,38846.13,0.0,0.0,0.0,0.0,2831.79,,0.0
ABGP0079080,1977.62,1776.33,0.0,0.0,0.0,0.0,0.0,,0.0,,1942.31,1942.31,629.29,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0079260,37963.26,36656.62,,,,,,,157.95,,37963.26,22601.38,0.0,0.0,157.95,0.0,0.0,377.57,0.0
ABGP0079548,14923.98,11441.95,,,,,,,,,,,,,,,,,
ABGP0080025,20023.41,19493.69,0.0,0.0,0.0,0.0,0.0,,755.14,,19776.21,19776.21,0.0,0.0,0.0,0.0,0.0,440.5,0.0
ABGP0080187,39905.57,38139.84,0.0,0.0,0.0,0.0,2831.79,,1258.57,0.0,1412.59,1236.01,0.0,0.0,0.0,0.0,0.0,62.93,0.0
ABGP0080688,250027.81,246990.75,0.0,0.0,0.0,0.0,969.1,,1466.24,,199997.53,198373.05,2202.5,0.0,0.0,0.0,0.0,1352.97,0.0
ABGP0080799,6999.37,,,,,,,,,,6356.64,6356.64,,,,,,,
ABGP0080972,25073.41,22636.7,0.0,0.0,0.0,0.0,0.0,,925.05,,10461.26,9534.96,12585.74,0.0,0.0,0.0,0.0,314.64,0.0
ABGP0081174,7839.86,7627.97,0.0,0.0,0.0,0.0,44.68,,0.0,0.0,2295.45,60034.93,0.0,0.0,0.0,0.0,0.0,10.07,0.0
ABGP0081379,134983.23,123113.98,0.0,0.0,0.0,0.0,2258.51,,882.26,636.69,134972.64,123318.8,0.0,0.0,0.0,0.0,2258.51,882.26,636.69
ABGP0081382,134983.23,123113.98,0.0,0.0,0.0,0.0,2258.51,,882.26,636.69,134972.64,123318.8,0.0,0.0,0.0,0.0,2258.51,882.26,634.93
ABGP0081833,14959.29,14210.62,,,,,397.08,,,,12501.39,12254.19,0.0,0.0,0.0,0.0,0.0,614.81,0.0
ABGP0081848,15008.73,14549.64,,,,,,,120.19,,15008.73,14549.64,0.0,0.0,0.0,0.0,0.0,50.34,0.0
ABGP0081971,1504.4,1483.22,0.0,0.0,0.0,0.0,0.0,,8.81,0.0,1878.74,1493.81,,,,,,3.15,
ABGP0082137,7062.93,,,,,,,,,,,,,,,,,,
ABGP0082273,2500.28,2479.09,0.0,0.0,0.0,0.0,25.17,,0.0,0.0,,,,,,,,,
ABGP0082296,5498.49,5487.9,,,,,3.15,,,,,,,,,,,,
ABGP0082304,17657.33,17374.81,0.0,0.0,0.0,0.0,0.0,,192.56,0.0,14125.86,14125.86,2517.15,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0082962,9948.14,9711.53,0.0,0.0,0.0,0.0,8.18,,0.0,0.0,,,,,,,,,
ABGP0083567,20482.5,14479.01,0.0,0.0,0.0,0.0,0.0,,2076.65,,17000.13,14999.9,503.43,0.0,0.0,0.0,0.0,314.64,0.0
ABGP0083667,23943.34,22777.96,0.0,0.0,0.0,0.0,251.71,,0.0,0.0,21895.09,5297.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0083746,10001.11,10001.11,0.0,0.0,0.0,0.0,0.0,,11.96,,5014.68,4979.37,0.0,0.0,0.0,0.0,0.0,14.47,0.0
ABGP0083873,22001.03,21997.5,0.0,0.0,0.0,0.0,0.0,,25.17,0.0,,,,,,,,,
ABGP0084058,19952.78,19458.38,0.0,0.0,0.0,0.0,264.3,,572.65,0.0,13913.98,12819.22,0.0,0.0,0.0,0.0,308.35,0.0,0.0
ABGP0084179,3001.75,2789.86,0.0,0.0,0.0,0.0,23.28,,30.21,,1412.59,1236.01,0.0,0.0,0.0,0.0,0.0,62.93,0.0
ABGP0084226,20002.22,19295.93,0.0,0.0,0.0,0.0,0.0,,300.17,0.0,10594.4,9888.11,0.0,0.0,0.0,0.0,0.0,220.25,0.0
ABGP0084455,29840.89,28022.18,0.0,341.7,0.0,0.0,0.0,,,0.0,21895.09,21188.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0084636,2701.57,2701.57,,,,,,,440.5,,2648.6,2118.88,0.0,0.0,0.0,0.0,94.39,0.0,0.0
ABGP0084773,100011.12,99304.83,0.0,0.0,0.0,0.0,1181.8,,0.0,,98881.05,98881.05,0.0,0.0,0.0,0.0,1573.22,629.29,0.0
ABGP0084966,24999.25,23791.49,0.0,0.0,0.0,0.0,548.11,,604.12,,24999.96,22500.03,0.0,0.0,0.0,0.0,0.0,188.79,0.0
ABGP0084973,250.73,201.29,0.0,0.0,0.0,0.0,0.0,,37.76,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0085141,13984.61,13490.2,0.0,0.0,0.0,0.0,0.0,,50.34,,14000.14,14000.14,0.0,0.0,0.0,0.0,0.0,18.88,0.0
ABGP0085152,24439.16,23068.24,0.0,0.0,0.0,0.0,0.0,,470.71,,12006.99,11300.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0085275,11999.92,11021.71,0.0,0.0,0.0,0.0,0.0,,174.31,,11865.73,10594.4,0.0,0.0,0.0,0.0,0.0,188.79,0.0
ABGP0086281,5000.56,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0086283,7981.11,7239.51,,,,,,,17.62,,7000.07,1589.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0086359,9994.05,9895.17,0.0,0.0,0.0,0.0,38.39,,0.0,0.0,9888.11,9888.11,0.0,0.0,0.0,0.0,0.0,157.32,0.0
ABGP0086379,18010.48,17727.96,0.0,0.0,0.0,0.0,253.6,,0.0,,14125.86,13419.57,0.0,0.0,0.0,0.0,0.0,251.71,0.0
ABGP0086427,0.0,0.0,,,1459.95,1793.47,1403.31,,,,,,,,,,,,
ABGP0086640,725716.31,723244.29,,,,,1824.93,,,,753178.05,724999.78,0.0,0.0,0.0,0.0,0.0,12585.74,0.0
ABGP0086745,17657.33,16597.89,,,,,,,37.76,,19776.21,19776.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0086768,22954.53,21895.09,,,,,,,,,35314.66,35314.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0086769,21982.67,,,,,,,,,,17657.33,17657.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0086771,706.29,,,,,,,,,,7062.93,7062.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0086803,9994.05,9958.73,0.0,0.0,0.0,0.0,0.0,,2.52,0.0,2825.17,2825.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0086883,60034.93,60034.93,0.0,0.0,0.0,0.0,0.0,,125.86,,99999.82,,,,,,,,
ABGP0087651,40082.14,,,,,,,,,,30017.46,28251.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0087677,30285.85,28283.51,0.0,0.0,0.0,0.0,611.04,,1079.86,,30000.16,,,,,,,,
ABGP0087898,32489.49,32136.34,0.0,0.0,0.0,0.0,0.0,,151.66,,34961.52,34255.22,188.79,0.0,0.0,0.0,0.0,157.32,0.0
ABGP0088035,8828.67,,,,,,,,,,,,,,,,,,
ABGP0088160,19998.69,19048.73,0.0,0.0,0.0,0.0,0.0,,173.68,,19988.1,19048.73,0.0,0.0,0.0,0.0,0.0,125.86,0.0
ABGP0088446,90052.39,86520.92,0.0,0.0,0.0,0.0,169.91,,0.0,,24123.09,22611.63,,,,,,,
ABGP0088508,15008.73,14899.26,0.0,0.0,0.0,0.0,0.0,,102.57,,3651.89,3441.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0088516,9252.44,9075.87,0.0,0.0,0.0,0.0,0.0,,161.73,,8828.67,6180.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0088615,20129.36,19940.07,0.0,0.0,0.0,0.0,0.0,,59.78,,14832.16,14832.16,0.0,0.0,0.0,0.0,0.0,5.03,0.0
ABGP0089018,69993.66,69428.63,0.0,0.0,0.0,0.0,2705.93,,836.95,,57033.18,55090.87,0.0,0.0,377.57,251.71,629.29,1258.57,0.0
ABGP0089265,9995.82,9930.48,0.0,0.0,0.0,0.0,0.0,,158.58,,9994.05,9994.05,,,,,,,
ABGP0089314,8828.67,8122.37,0.0,0.0,0.0,0.0,0.0,,943.93,,7062.93,5297.2,6292.87,0.0,0.0,0.0,0.0,314.64,0.0
ABGP0089350,10001.11,9799.82,0.0,0.0,0.0,0.0,134.67,,0.0,,6356.64,6003.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0089584,60034.93,56997.87,0.0,0.0,0.0,0.0,0.0,,163.61,,59999.61,15891.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0089756,27545.44,25603.13,0.0,0.0,0.0,0.0,0.0,,88.1,,29982.15,28251.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0089914,18010.48,17339.5,0.0,0.0,0.0,0.0,0.0,,18.88,,15008.73,14655.58,,,,,,,
ABGP0089955,30017.46,29311.17,0.0,0.0,0.0,0.0,0.0,,94.39,,17657.33,16809.78,0.0,0.0,0.0,0.0,0.0,3.15,0.0
ABGP0090067,1977.62,1829.3,0.0,0.0,0.0,0.0,0.0,,93.13,,1977.62,1829.3,9439.31,,,,,93.13,
ABGP0090090,1500.87,353.15,0.0,0.0,0.0,0.0,0.0,,62.93,,988.81,988.81,3146.43,0.0,0.0,0.0,0.0,138.44,0.0
ABGP0090092,13500.8,13500.8,,,,,,,75.51,,12006.99,10947.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0090355,6533.21,4050.59,,,,,0.63,,,,2966.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0090715,11958.6,11152.37,0.0,0.0,0.0,0.0,9961.61,,822.48,,9888.11,5297.2,7551.44,0.0,0.0,0.0,0.0,314.64,0.0
ABGP0090799,23999.84,23899.9,0.0,0.0,0.0,0.0,1080.49,,377.57,,21188.8,19776.21,1006.86,0.0,0.0,0.0,0.0,377.57,0.0
ABGP0090807,20002.22,20002.22,0.0,0.0,0.0,0.0,0.0,,5.66,,24720.26,24720.26,0.0,0.0,0.0,0.0,0.0,31.46,0.0
ABGP0090927,9948.14,9609.12,0.0,0.0,0.0,0.0,0.0,,13.84,0.0,9948.14,9609.12,0.0,0.0,0.0,0.0,0.0,13.84,0.0
ABGP0091427,119999.22,119338.84,0.0,0.0,0.0,0.0,0.0,,5093.45,,119963.91,94374.9,0.0,0.0,0.0,0.0,4536.53,5093.45,0.0
ABGP0091983,11999.92,10001.11,0.0,0.0,0.0,0.0,0.0,,356.18,,9888.11,9888.11,0.0,0.0,0.0,0.0,0.0,125.86,0.0
ABGP0092557,6003.49,5897.55,0.0,0.0,0.0,0.0,0.0,,34.61,,5297.2,5297.2,943.93,,,,,94.39,
ABGP0092867,4944.05,4873.42,0.0,0.0,0.0,0.0,0.0,,15.73,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.37,0.0
ABGP0093212,77692.26,67097.86,0.0,11012.52,0.0,0.0,0.0,,0.0,,,,,,,,,,
ABGP0093223,14999.9,14853.35,0.0,0.0,0.0,0.0,0.0,,73.63,,19917.47,19423.06,0.0,0.0,0.0,0.0,0.0,251.71,0.0
ABGP0093277,24720.26,24084.6,0.0,0.0,0.0,0.0,188.79,,597.82,,21188.8,20835.65,0.0,0.0,0.0,0.0,0.0,314.64,0.0
ABGP0093647,19959.85,19493.69,0.0,0.0,0.0,0.0,659.49,,367.5,,14125.86,12360.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0094071,98881.05,98881.05,0.0,0.0,0.0,0.0,0.0,,698.51,,99940.49,99940.49,0.0,0.0,0.0,0.0,0.0,805.49,0.0
ABGP0094290,11936.36,11053.49,0.0,0.0,0.0,0.0,33.98,,0.0,,,,,,,,,,
ABGP0094322,10001.11,9605.59,0.0,0.0,0.0,0.0,62.93,,0.0,,4979.37,4767.48,0.0,0.0,0.0,0.0,0.0,62.93,0.0
ABGP0094379,64004.29,63820.66,0.0,0.0,0.0,0.0,1601.54,,0.0,,56503.46,56503.46,0.0,0.0,0.0,0.0,943.93,0.0,0.0
ABGP0094382,70629.32,67804.15,0.0,0.0,0.0,0.0,1113.84,,3555.47,,54984.93,54984.93,881.0,0.0,0.0,0.0,0.0,5034.3,0.0
ABGP0094954,300174.63,255745.25,0.0,20815.56,0.0,0.0,6804.48,,0.0,,99999.82,99999.82,0.0,0.0,0.0,0.0,943.93,0.0,0.0
ABGP0094957,20129.36,18999.29,0.0,0.0,0.0,0.0,396.45,,0.0,,20000.11,20000.11,0.0,0.0,0.0,0.0,314.64,0.0,0.0
ABGP0095425,5826.92,5650.35,0.0,0.0,0.0,0.0,0.0,,297.02,,5826.92,5650.35,0.0,0.0,0.0,0.0,0.0,297.02,0.0
ABGP0095721,18010.48,17918.66,0.0,0.0,0.0,0.0,6.29,,0.0,,15891.6,15891.6,0.0,0.0,0.0,0.0,2.52,0.0,0.0
ABGP0095741,33019.21,30229.35,0.0,0.0,767.73,556.92,1555.6,,1529.17,,30017.46,27545.44,,,,,,1258.57,
ABGP0095750,1575.03,515.59,0.0,0.0,0.0,0.0,0.0,,136.56,,2330.77,1765.73,2517.15,0.0,0.0,0.0,0.0,12.59,0.0
ABGP0096078,17904.53,,,,,,,,,,,,,,,,,,
ABGP0096335,70594.01,68298.56,0.0,0.0,0.0,0.0,528.6,,0.0,,44143.33,44143.33,314.64,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0096366,15891.6,,,,,,,,,,,,,,,,,,
ABGP0096897,10000.05,,,,,,,,,,4944.05,4944.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0096963,12360.13,12148.24,0.0,0.0,0.0,0.0,0.0,,6.29,,12360.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0097389,25002.78,8819.13,0.0,0.0,0.0,0.0,0.0,,205.78,,19776.21,9888.11,100.69,0.0,0.0,0.0,100.69,0.0,0.0
ABGP0097445,37504.17,36585.99,0.0,0.0,0.0,0.0,302.06,,0.0,,24720.26,24720.26,314.64,0.0,0.0,0.0,0.0,0.0,0.0
ABGP0097476,4000.44,4000.44,0.0,0.0,0.0,0.0,62.93,,0.0,,4237.76,,,,,,,,
ABGP0097699,60034.93,59717.09,0.0,0.0,0.0,0.0,417.85,,138.44,,52971.99,51206.26,0.0,0.0,0.0,0.0,0.0,755.14,0.0
ABGP0098003,4975.84,,,,,,,,,,353.15,321.36,,,,,,118.31,
ABGP0098419,2012.94,1978.33,0.0,0.0,0.0,0.0,4.41,,0.0,,,,,,,,,,
ABGP0098480,10064.68,10054.79,0.0,0.0,37.76,0.0,0.0,,0.0,,9888.11,9888.11,314.64,,,,,,
ABGP0098678,2348.43,2217.76,,,,,,,,,2542.66,2542.66,,,,,,,1.09
ABGP0098890,17904.53,,,,,,,,,,,,,,,,,,
ABGP0099099,4999.85,4928.16,0.0,0.0,0.0,0.0,0.0,,57.89,,,2472.03,,,,,,,
ABGP0099238,1977.62,812.24,3531.56,0.0,0.0,0.0,0.0,,3.15,,1059.44,1059.44,,,,,,37.76,
ABGP0099610,353.15,3354.89,0.0,0.0,0.0,0.0,0.0,,0.63,0.0,5756.29,5756.29,,,,,,,
ABGP0099613,353.15,3354.89,0.0,0.0,0.0,0.0,0.0,,0.63,0.0,3178.32,2472.03,,,,,,,
ABGP0101007,8464.92,,,,,,,,,,7451.39,7451.39,,,,,,31.46,
ABGP0102810,13066.43,13045.24,0.0,0.0,0.0,0.0,11.96,,0.0,,12360.13,12360.13,,,,,,44.05,
ABGP0103480,3001.75,2500.28,,0.0,,,0.0,,566.36,,3001.75,2500.28,9401.55,,,,,566.36,0.64
ABGP0104350,15997.54,15365.41,0.0,0.0,0.0,0.0,0.0,,251.71,,14125.86,14125.86,18.88,,,,,188.79,
ABGP0104557,743.73,393.41,,,,,,,,,20000.11,7999.83,,,,,,,
ABGP0105487,3708.04,3708.04,0.0,0.0,0.0,0.0,0.0,,1.26,,,,,,,,,,
ABGP0105488,2472.03,2472.03,0.0,0.0,0.0,0.0,0.0,,6.29,,,,,,,,,,
ABGP0105489,9994.05,9464.33,,,,,40.9,,,,,,,,,,,,
ABGP0106663,339638.77,326194.47,,,,,9847.08,,3146.43,,,,,,,,,,
ABGP0106720,490789.05,396371.77,24681.89,0.0,15580.52,8663.39,11018.82,,12005.54,53.57,,,,,,,,10005.66,
ABGP0106875,19988.1,19959.85,0.0,0.0,0.0,0.0,0.0,,33.35,,9888.11,9888.11,,,,,,2.52,
ABGP0107835,400001.06,373805.35,,,,,3507.65,,3252.16,,139997.92,133857.4,,,,,,,
ABGP0110241,4999.85,4998.44,0.0,0.0,0.0,0.0,0.63,,0.0,,2436.71,2189.51,,,,,,,
ABGP0110251,123.6,70.63,0.0,0.0,0.0,0.0,0.0,,12.59,,494.41,,629.29,,,,,,
ABGP0110804,5473.77,5297.2,0.0,0.0,0.0,0.0,0.0,,0.0,,5968.18,,5330.06,,,,,,
ABGP0110886,5999.96,5861.88,0.0,0.0,0.0,0.0,0.0,,0.0,,,2295.45,,,,,,,
ABGP0111570,49999.91,47851.37,0.0,0.0,0.0,0.0,396.45,,0.0,,47674.79,25426.56,,,,,,377.57,
ABGP0112787,5968.18,5791.6,0.0,0.0,0.0,0.0,0.0,,44.05,,5297.2,5120.63,,,,,,,
ABGP0113730,7062.93,6628.56,,,,,39.65,,,,,,,,,,,,
ABGP0113988,21895.09,20588.45,0.0,0.0,0.0,0.0,0.0,,320.94,,,,,,,,,,
ABGP0113989,21895.09,20588.45,0.0,0.0,0.0,0.0,0.0,,320.94,,,,,,,,,,
ABGP0114466,9997.58,9972.86,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5932.86,5932.86,,,,,31.46,99.43,
ABGP0115041,4520.28,,,,,,,,,,,,,,,,,,
ABGP0115356,135007.95,135007.95,0.0,0.0,0.0,0.0,2962.68,,56.01,,120069.85,116538.39,,,,,,,
ABGP0115599,882.87,731.01,,,,,,,,,,4944.05,1573.22,,,,,,
ABGP0115771,60034.93,59116.74,0.0,0.0,0.0,0.0,0.0,,1409.6,,52971.99,52971.99,,,,,,534.89,
ABGP0116752,18363.62,17767.51,0.0,0.0,0.0,0.0,0.0,,973.51,,17975.16,,,,,,,,
ABGP0117576,24967.47,24363.59,0.0,0.0,0.0,0.0,88.73,,0.0,,24967.47,24967.47,,,,,,,
ABGP0117818,59999.61,24780.3,0.0,0.0,0.0,0.0,0.0,,185.64,,,,,,,,,,
ABGP0118855,275004.46,226834.2,0.0,0.0,0.0,0.0,19745.14,,22264.17,,249957.18,235372.23,,,,,19111.45,18501.04,
ABGP0119271,49999.91,46604.76,0.0,0.0,0.0,0.0,1853.88,,401.49,,108769.16,105237.69,3146.43,,401.49,,,629.29,
ABGP0119546,47992.63,47992.63,0.0,0.0,0.0,0.0,0.0,,0.0,,882.87,882.87,,,,,,,
ABGP0119547,14125.86,13031.11,,,,,,,,,,,,,,,,,
ABGP0119690,14125.86,13031.11,,,,,,,,,24720.26,24720.26,,,,,,,
ABGP0119722,4001.15,,,,,,,,,,,,,,,,,,
ABGP0119754,700183.81,698029.62,0.0,0.0,0.0,0.0,0.0,,1824.93,,547377.27,547377.27,,,,,,,
ABGP0119968,1059.44,985.28,,,,,,,,,565.03,512.06,3775.72,,,,,,
ABGP0119984,15891.6,15520.79,,,,,,,,,16000.01,,,,,,,,
ABGP0120344,40142.18,28714.35,,,,,1122.65,,1281.86,,29982.15,22954.53,4090.37,,,,,1132.72,
ABGP0120365,58209.16,55761.85,0.0,0.0,0.0,0.0,0.0,,862.75,,19952.78,18363.62,,,,,5.66,524.2,
ABGP0121326,119963.91,115383.6,0.0,0.0,0.0,0.0,642.5,,1310.8,,120069.85,120069.85,,,,,755.14,943.93,
ABGP0121540,39976.2,36268.16,0.0,0.0,0.0,0.0,251.71,,397.71,,,,,,,,,,
ABGP0122937,0.0,0.0,0.0,73.63,0.0,0.0,681.52,,0.0,0.0,,,,,,,503.43,,
ABGP0123090,150634.34,134564.76,,9960.35,,,8312.25,,,,150634.34,134564.76,,9960.35,,,2589.52,,10.21
ABGP0126279,437901.81,376489.62,0.0,34092.88,0.0,0.0,0.0,,0.0,,222482.37,222482.37,,15732.17,,,,,
ABGP0126524,15008.73,4756.89,0.0,0.0,0.0,0.0,295.14,,0.0,0.0,15008.73,4756.89,0.0,0.0,0.0,0.0,295.14,0.0,27.56
ABGP0127090,5120.63,4908.74,0.0,0.0,0.0,0.0,0.0,,31.46,,5932.86,5050.0,,,,,,75.51,
ABGP0128196,6391.95,,,,,,,,,,5297.2,4237.76,,,,,,,
ABGP0128197,1094.75,1077.45,0.0,0.0,0.0,0.0,1.89,,0.0,,5297.2,4414.33,,,,,,157.32,
ABGP0128198,5297.2,,,,,,,,,,,,,,,,,,
ABGP0129178,150793.61,150295.32,0.0,0.0,0.0,0.0,633.06,,387.01,,31783.2,30017.46,,,,,,251.71,
ABGP0129179,95985.25,91535.61,0.0,0.0,0.0,0.0,334.78,,489.59,,,,,,,,,,
ABGP0129279,65014.29,65014.29,0.0,0.0,0.0,0.0,0.0,,755.14,,67097.86,67097.86,,,,,,251.71,
ABGP0130963,164990.1,160010.74,,,,,18507.33,,5153.86,,,,,,,,,,
ABGP0130964,164990.1,160010.74,,,,,18507.33,,5153.86,,,,,,,,,,
ABGP0131384,14832.16,14825.1,0.0,0.0,0.0,0.0,7.55,,3.78,0.0,,,,,,,,,
ABGP0131712,499984.99,499773.1,0.0,0.0,0.0,0.0,629.29,,0.0,,,,,,,,,,
ABGP0132407,40011.51,38139.84,0.0,0.0,0.0,0.0,4346.49,,751.37,,,,,,,,,,
ABGP0133259,110005.17,96620.92,0.0,0.0,0.0,0.0,13328.3,,4478.01,,,,,,,,,,
ABGP0134386,44920.25,43260.46,,,,,283.18,,0.0,,44920.25,43260.46,,,,,225.28,,37.92
ABGP0134471,4000.44,4000.44,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,
ABGP0134628,219586.57,218633.08,0.0,3775.72,0.0,0.0,6292.87,,0.0,,99940.49,99940.49,,,,,3001.7,1573.22,
ABGP0134673,39976.9,38471.79,,,,,,,0.0,,,,,,,,,,
ABGP0134834,16774.46,15891.6,0.0,0.0,0.0,0.0,125.86,,0.0,,,,,,,,,,
ABGP0135009,39976.2,37327.6,,,,,121.45,,629.29,,33548.93,31783.2,188.79,,,,,943.93,
ABGP0135330,59896.49,55167.51,,,,,763.95,,1884.09,,29982.15,26486.0,,,377.57,,,377.57,49.6
ABGP0135716,49999.91,47679.74,0.0,0.0,0.0,0.0,2271.73,,1271.16,,56503.46,49793.67,,,,,7551.44,471.97,
ABGP0135948,30017.46,29664.32,0.0,0.0,0.0,0.0,0.0,,629.29,,,,,,,,,,
ABGP0136119,11300.69,10594.4,,,,,346.11,,,,,,,,,,,,
ABGP0137047,257699.92,228800.17,0.0,15971.3,0.0,0.0,5665.47,,0.0,,110005.17,106014.62,,1406.46,2558.05,1011.26,500.28,,
ABGP0137118,0.35,0.35,38399.09,,48883.01,23170.35,15008.49,,,,,,,,,,,,
ABGP0137513,19776.21,13243.0,0.0,0.0,0.0,0.0,0.0,,1824.93,,7592.65,7416.08,,,,,106.98,,
ABGP0137899,437901.81,376489.62,0.0,34092.88,0.0,0.0,0.0,,0.0,,222482.37,222482.37,,15732.17,,,,,
ABGP0137978,82000.65,81400.3,0.0,0.0,0.0,0.0,0.0,,682.15,,82000.65,81400.3,,,682.15,,314.64,,
ABGP0138158,6003.49,5473.77,,,,,,,,,8828.67,8828.67,7551.44,,,,,,
ABGP0138191,23729.33,23660.82,0.0,0.0,0.0,0.0,258.01,,0.0,,19211.18,,,,,,,,
ABGP0138443,54384.58,49828.99,0.0,0.0,0.0,0.0,2322.07,,2447.93,,,,,,,,,,
ABGP0138789,9001.71,8577.93,0.0,0.0,0.0,0.0,0.0,,275.63,,,,,,,,,,
ABGP0138811,230957.89,220010.35,0.0,0.0,0.0,0.0,0.0,,4449.06,,198962.81,198962.81,,,,,,7551.44,
ABGP0138891,100293.64,99763.92,0.0,0.0,0.0,0.0,471.97,,704.8,,64978.98,98881.05,,,,,,188.79,
ABGP0139140,59999.61,58159.72,0.0,0.0,0.0,0.0,680.89,,3136.37,,,,,,,,,,
