id,raw_gas_mcf/d,sales_gas_mcf/d,ethane__c2_bbl/d,propane__c3_bbl/d,butane__c4_bbl/d,pentane_plus__c5+_bbl/d,natural_gas_liquids_bbl/d,sulphur_ton/d,sub_type,location,injection_mcf/d,shrinkage_mcf/d,fuel_mcf/d,flared_mcf/d,other_mcf/d
ABGP0001324,1084.73,956.8,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,06-25-054-21W5M,0.0,0.0,64.36,5.47,58.1
ABGP0001325,,,,,,,,,Gas Plant Sweet,04-25-051-15W4M,,,,,
ABGP0001326,2800.68,2623.54,0.0,0.0,0.0,0.0,46.73,0.0,Gas Plant Sweet,11-22-060-19W5M,0.0,60.72,148.32,2.85,0.0
ABGP0001327,1451.67,1322.3,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,05-22-041-25W4M,0.0,0.0,99.71,20.95,0.0
ABGP0001328,2387.73,2068.53,0.0,0.0,0.0,21.72,69.2,0.0,Gas Plant Sweet,10-16-055-13W5M,0.0,171.56,142.28,0.23,0.0
ABGP0001329,14369.31,13630.55,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,10-07-028-23W4M,0.0,0.0,123.26,0.0,615.5
ABGP0001330,1747.28,1747.28,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,05-28-067-22W4M,0.0,0.0,113.01,0.0,0.0
ABGP0001331,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,13-12-026-02W4M,0.0,0.0,0.0,0.0,0.0
ABGP0001332,856.25,821.07,0.0,0.0,0.0,1.21,0.0,0.0,Gas Plant Sweet,08-21-029-09W4M,0.0,1.39,105.82,1.77,0.0
ABGP0001333,1478.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,16-12-038-25W4M,0.0,0.0,24.38,0.0,1454.17
ABGP0001334,2629.53,2187.74,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,02-03-035-05W4M,0.0,18.25,176.46,0.0,0.0
ABGP0001335,1405.41,1405.41,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,09-34-060-18W5M,0.0,0.0,0.0,0.0,0.0
ABGP0001336,379.92,330.14,0.0,0.0,0.0,4.04,5.24,0.0,Gas Plant Sweet,10-04-032-23W4M,0.0,11.96,10.37,0.0,27.45
ABGP0001337,0.0,0.0,0.0,0.0,0.0,2.48,0.0,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,10-36-059-13W5M,0.0,0.0,0.0,0.0,0.0
ABGP0001338,772.21,621.54,0.0,0.0,0.0,0.0,25.0,0.0,Gas Plant Sweet,10-17-075-10W6M,0.0,32.14,67.57,25.43,0.0
ABGP0001339,280.63,226.48,0.0,0.0,0.0,0.0,10.53,0.0,Gas Plant Sweet,06-19-027-12W4M,0.0,14.01,54.15,0.0,0.0
ABGP0001340,8344.63,7383.38,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,01-13-054-19W5M,0.0,64.02,470.37,2.96,0.0
ABGP0001341,,,,,,,,,Gas Plant Sweet,01-04-062-21W5M,,,,,
ABGP0001343,2729.14,2701.23,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,04-19-072-11W6M,0.0,27.68,17.89,12.64,0.0
ABGP0001344,5143.07,5288.66,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,01-24-028-24W4M,0.0,4.21,74.62,0.0,0.0
ABGP0001345,0.0,0.0,0.0,0.0,0.0,5.06,0.0,0.0,Gas Plant Sweet,01-19-035-21W4M,0.0,0.0,0.0,0.0,0.0
ABGP0001346,384.59,384.59,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,10-18-065-23W5M,0.0,0.0,0.0,0.0,0.0
ABGP0001347,,,,,,,,,Gas Plant Acid Gas Injection,11-14-039-07W4M,,,,,
ABGP0001348,1646.8,1595.08,0.0,0.0,0.0,0.0,44.13,0.0,Gas Plant Sweet,16-22-035-21W4M,0.0,54.45,192.86,0.0,0.0
ABGP0001350,125819.76,111272.74,0.0,0.0,0.0,0.0,4606.16,0.0,Gas Plant Sweet,01-08-070-11W6M,0.0,10477.97,4443.5,597.96,0.0
ABGP0001351,362540.44,327974.11,0.0,0.0,0.0,0.0,21202.49,0.0,Gas Plant Sweet,04-08-069-08W6M,0.0,32429.91,5632.46,253.01,0.0
ABGP0001352,696.5,556.6,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,02-07-067-26W4M,0.0,0.0,134.2,0.0,0.0
ABGP0001353,5462.49,4489.06,0.0,0.0,0.0,40.4,195.79,0.0,Gas Plant Sweet,14-20-038-07W5M,0.0,272.95,383.33,6.84,0.0
ABGP0001354,12.99,10.25,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,10-02-079-08W6M,0.0,0.0,0.8,0.0,0.0
ABGP0001355,1134.31,989.87,0.0,0.0,0.0,3.5,0.0,0.0,Gas Plant Sweet,05-13-077-26W5M,0.0,4.0,97.23,4.0,0.0
ABGP0001356,372.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Injection,10-21-040-09W4M,0.0,11.28,24.26,1.82,335.26
ABGP0001357,7758.98,7017.97,0.0,0.0,0.0,0.0,458.06,0.0,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,10-07-051-09W5M,0.0,711.94,86.64,76.04,0.0
ABGP0001358,17682.29,17078.41,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,16-07-024-16W4M,0.0,0.0,0.0,0.0,0.0
ABGP0001359,377.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,09-16-051-11W5M,0.0,16.29,34.63,32.01,294.36
ABGP0001360,69769.58,59446.08,0.0,0.0,0.0,0.0,0.0,154.04,Gas Plant Sulphur Recovery,15-02-049-20W5M,0.11,6528.09,4555.14,150.83,51.95
ABGP0001361,128.61,114.03,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,11-36-063-19W5M,0.0,0.0,15.38,0.0,0.0
ABGP0001362,3.53,3.53,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,07-26-022-16W4M,0.0,0.0,0.0,0.0,0.0
ABGP0001363,83.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,03-32-045-21W4M,0.0,12.08,97.51,115.17,0.0
ABGP0001364,220.32,183.18,0.0,0.0,0.0,0.0,4.95,0.0,Gas Plant Sweet,07-18-078-02W6M,0.0,6.04,28.94,0.0,0.0
ABGP0001365,68.39,68.39,0.0,0.0,0.0,0.27,0.0,0.0,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,13-14-042-16W4M,0.0,0.35,0.0,0.0,0.0
ABGP0001366,296.19,245.38,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,13-09-033-08W4M,0.0,0.0,28.48,0.0,22.33
ABGP0001367,,,,,,,,,Gas Plant Sweet,09-02-026-07W5M,,,,,
ABGP0001368,14.95,0.0,0.0,0.0,0.0,3.84,11.47,0.0,Gas Plant Sweet,05-04-049-01W5M,0.0,15.3,0.0,0.0,0.0
ABGP0001369,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,Gas Plant Sweet,07-14-050-22W4M,0.0,4.78,0.0,0.0,0.0
ABGP0001370,12563.48,12041.96,0.0,0.0,0.0,130.51,434.84,0.0,Gas Plant Sweet,16-35-048-12W5M,0.0,667.33,434.48,3.87,0.0
ABGP0001371,,,,,,,,,Gas Plant Sweet,10-11-066-22W5M,,,,,
ABGP0001372,54031.21,7717.96,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,04-31-048-12W5M,45089.65,1167.55,372.4,0.0,0.0
ABGP0001373,23.9,23.9,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,07-14-047-26W4M,0.0,0.0,0.0,0.0,0.0
ABGP0001374,14128.26,11344.09,0.0,0.0,0.0,0.0,871.46,0.22,Gas Plant Sulphur Recovery,01-11-035-06W5M,0.0,1304.36,748.33,42.04,0.0
ABGP0001375,,,,,,,,,Gas Plant Sweet,04-06-047-12W5M,,,,,
ABGP0001376,6452.22,5718.92,0.0,0.0,0.0,46.02,101.64,0.0,Gas Plant Sweet,10-25-045-09W5M,0.0,186.14,163.24,0.23,383.68
ABGP0001377,4494.19,4487.81,0.0,0.0,0.0,24.36,79.35,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,10-14-039-03W5M,4197.09,107.99,155.73,5.81,0.0
ABGP0001378,,,,,,,,,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,07-20-040-10W4M,,,,,
ABGP0001379,18207.21,17416.51,0.0,0.0,0.0,189.07,513.46,0.0,Gas Plant Sweet,01-34-040-09W5M,0.0,685.1,487.57,1.94,0.0
ABGP0001380,9416.83,8397.94,0.0,0.0,0.0,0.69,201.35,0.0,Gas Plant Sweet,01-24-096-05W6M,0.0,627.46,712.44,2.39,0.0
ABGP0001381,4093.99,3561.08,0.0,0.0,0.0,30.61,83.17,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,10-04-051-04W5M,0.0,108.34,131.8,200.04,0.0
ABGP0001382,0.0,0.0,0.0,0.0,0.0,0.0,14.03,0.0,Gas Plant Sweet,09-08-051-09W5M,0.0,0.0,0.0,0.0,0.0
ABGP0001383,26091.61,25946.94,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,01-29-075-09W6M,0.0,216.9,292.2,2.16,0.0
ABGP0001384,,,,,,,,,Gas Plant Sweet,08-14-044-13W4M,,,,,
ABGP0001385,1922.65,1581.86,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,13-12-054-25W4M,0.0,98.17,254.03,0.0,0.0
ABGP0001386,35077.48,32756.74,0.0,0.0,0.0,280.44,1418.86,0.0,Gas Plant Sweet,13-27-042-08W5M,0.0,1973.75,484.84,28.37,0.0
ABGP0001387,8582.94,7690.74,10.7,328.89,395.7,0.0,0.0,0.0,Gas Plant Sweet,14-12-026-19W4M,0.0,601.26,275.57,30.76,0.0
ABGP0001389,827.5,2948.09,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,06-16-039-19W4M,0.0,0.0,0.34,0.0,0.0
ABGP0001390,438.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,06-09-031-01W4M,0.0,0.0,0.0,0.0,438.47
ABGP0001391,257.91,218.13,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,04-20-096-03W6M,0.0,0.0,23.31,0.0,0.0
ABGP0001392,44622.47,43328.7,0.0,0.0,0.0,163.74,801.14,0.0,Gas Plant Sweet,12-01-049-16W5M,0.0,1600.44,628.6,74.62,0.0
ABGP0001393,407.14,409.42,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,05-14-055-19W4M,0.0,0.57,50.58,0.0,0.0
ABGP0001394,14506.47,12716.01,0.0,0.0,0.0,104.24,545.1,0.0,Gas Plant Sweet,10-16-053-13W5M,0.0,1075.96,630.31,61.97,0.0
ABGP0001396,1919.18,1697.95,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,06-15-020-27W4M,0.0,0.0,216.1,5.13,0.0
ABGP0001397,8158.94,7612.02,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,01-20-070-22W4M,8.32,70.29,408.28,5.47,0.0
ABGP0001398,414.32,393.13,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,04-17-052-18W4M,0.0,0.0,39.19,0.0,0.0
ABGP0001399,1665.37,1516.71,0.0,0.0,0.0,0.0,50.16,0.0,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,10-34-042-05W5M,0.0,71.2,2.51,2.05,0.0
ABGP0001400,,,,,,,,,Gas Plant Sweet,14-08-055-03W5M,,,,,
ABGP0001401,201.86,146.16,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,01-25-057-23W4M,0.0,0.91,40.33,0.11,0.0
ABGP0001402,17038.3,15204.33,0.0,0.0,0.0,128.94,695.0,0.0,Gas Plant Sulphur Recovery,11-22-049-12W5M,0.0,966.03,784.78,35.2,0.0
ABGP0001403,4986.31,4983.61,0.0,0.0,0.0,2.35,0.0,0.0,Gas Plant Sweet,07-16-064-21W5M,0.0,2.71,0.0,0.0,0.0
ABGP0001404,163.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,02-14-077-25W5M,0.0,0.0,163.74,0.0,0.0
ABGP0001405,1617.98,1686.45,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,07-09-054-21W5M,0.0,2.73,10.82,0.0,0.0
ABGP0001406,1.03,1.03,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,07-21-042-12W4M,0.0,0.0,0.0,0.0,0.0
ABGP0001407,554.09,497.23,0.0,0.0,0.0,5.45,11.6,0.0,Gas Plant Sweet,13-12-038-27W4M,0.0,15.3,28.84,0.0,0.0
ABGP0001408,2195.75,2149.72,0.0,0.0,0.0,0.0,20.03,0.0,Gas Plant Sweet,14-24-036-17W4M,0.0,39.67,93.47,0.0,0.0
ABGP0001409,,,,,,,,,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,11-25-042-21W4M,,,,,
ABGP0001410,26.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,02-30-022-22W4M,0.0,0.82,0.0,0.0,25.66
ABGP0001411,1682.04,1298.99,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Injection,08-36-086-19W4M,0.0,41.2,214.83,1.53,0.0
ABGP0001412,328.88,258.94,0.0,0.0,0.0,4.91,0.81,0.0,Gas Plant Sweet,06-28-034-15W4M,0.0,1.59,54.23,0.0,0.0
ABGP0001413,1012.51,850.74,0.0,0.0,0.0,8.12,9.2,0.0,Gas Plant Sweet,02-04-027-13W4M,0.0,11.05,108.11,0.0,0.0
ABGP0001414,8037.96,7824.36,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,07-11-015-27W4M,0.0,50.58,136.7,0.0,0.0
ABGP0001415,,,,,,,,,Gas Plant Sulphur Recovery,06-18-006-06W4M,,,,,
ABGP0001416,,,,,,,,,Gas Plant Sweet,07-10-009-06W4M,,,,,
ABGP0001417,68939.35,68500.31,0.0,0.0,0.0,0.0,383.93,0.0,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,14-14-053-20W5M,0.0,725.32,1635.64,4.44,0.0
ABGP0001418,1613.2,1347.08,0.0,0.0,0.0,0.0,26.37,0.0,Gas Plant Sweet,10-04-066-23W5M,0.0,33.26,110.96,1.25,0.0
ABGP0001419,2670.7,2486.95,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,04-05-045-12W4M,0.0,9.11,134.2,0.0,0.0
ABGP0001420,,,,,,,,,Gas Plant Acid Gas Injection,10-23-067-24W4M,,,,,
ABGP0001421,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,Gas Plant Sweet,07-08-006-22W4M,0.0,1.71,0.0,0.0,0.0
ABGP0001422,,,,,,,,,Gas Plant Sweet,16-01-082-17W4M,,,,,
ABGP0001423,128.31,0.0,0.0,0.0,0.0,0.9,2.14,0.0,Gas Plant Sweet,10-28-069-10W5M,0.0,3.18,2.47,122.66,0.0
ABGP0001424,0.88,0.88,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,10-33-085-11W6M,0.0,0.0,0.0,0.0,0.0
ABGP0001425,96.49,63.22,0.0,0.0,0.0,1.68,3.13,0.0,Gas Plant Sweet,09-21-038-23W4M,0.0,4.21,24.61,0.0,0.0
ABGP0001426,6063.76,5592.93,0.0,0.0,0.0,0.0,218.81,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,11-31-049-05W5M,0.0,336.4,346.08,3.3,0.0
ABGP0001427,107.12,75.1,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,05-32-098-07W6M,0.0,6.95,21.9,0.12,0.0
ABGP0001428,235.01,209.84,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,10-10-084-12W6M,0.0,0.0,41.92,0.0,0.0
ABGP0001429,6514.42,5992.67,0.0,0.0,0.0,8.02,11.53,0.0,Gas Plant Sweet,14-35-029-24W4M,0.0,18.8,427.19,21.76,0.0
ABGP0001430,989.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,06-24-044-16W4M,0.0,0.0,0.0,0.0,989.72
ABGP0001431,132.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,01-25-035-14W4M,0.0,0.0,0.0,0.0,132.78
ABGP0001432,,,,,,,,,Gas Plant Sweet,06-24-044-16W4M,,,,,
ABGP0001433,29880.19,27142.62,0.0,0.0,0.0,0.0,346.35,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,06-01-077-21W5M,100.7,753.23,1484.13,0.0,0.0
ABGP0001434,11409.03,10578.91,0.0,0.0,0.0,32.01,49.69,0.0,Gas Plant Sweet,14-01-024-22W4M,0.0,63.34,482.44,15.27,0.0
ABGP0001435,,,,,,,,,Gas Plant Acid Gas Injection,10-27-078-19W5M,,,,,
ABGP0001436,567.54,424.23,0.0,0.0,0.0,0.2,0.0,0.0,Gas Plant Sweet,15-05-062-01W5M,0.0,0.23,113.23,0.0,0.0
ABGP0001437,28613.65,27634.29,0.0,0.0,0.0,5.01,419.02,0.0,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,03-26-033-06W5M,0.0,1329.43,128.5,16.86,275.0
ABGP0001438,198.56,145.13,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,11-16-030-10W4M,0.0,0.0,33.83,1.94,0.0
ABGP0001439,5993.6,5574.3,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,08-27-035-19W4M,0.0,0.0,358.68,2.83,0.0
ABGP0001440,0.0,0.0,0.0,0.0,0.0,2.64,0.06,0.0,Gas Plant Sweet,11-20-042-25W4M,0.0,0.0,0.0,0.0,0.0
ABGP0001441,2967.84,2674.85,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Injection,06-02-016-15W4M,0.0,59.8,230.49,2.71,0.0
ABGP0001442,,,,,,,,,Gas Plant Acid Gas Injection,04-26-041-16W4M,,,,,
ABGP0001443,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,10-11-059-25W4M,0.0,0.0,0.0,0.0,0.0
ABGP0001444,4619.39,4331.17,0.0,0.0,0.0,6.27,0.0,0.0,Gas Plant Acid Gas Injection,10-03-035-04W4M,0.0,7.29,247.77,123.03,0.0
ABGP0001445,7826.18,7370.4,0.0,0.0,0.0,22.29,191.34,0.0,Gas Plant Sweet,06-19-045-06W5M,0.0,338.57,460.23,13.1,0.0
ABGP0001446,,,,,,,,,Gas Plant Sweet,09-31-039-20W4M,,,,,
ABGP0001447,0.0,0.0,0.0,0.0,0.0,4.99,0.0,0.0,Gas Plant Sweet,06-36-038-11W5M,0.0,0.0,0.0,0.0,0.0
ABGP0001448,551.82,379.92,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,16-36-045-04W5M,0.0,41.92,70.29,21.07,38.62
ABGP0001449,323.19,304.16,0.0,0.0,0.0,0.0,0.61,0.0,Gas Plant Sweet,13-11-048-20W4M,0.0,0.68,42.49,0.0,0.0
ABGP0001450,1436.37,1118.53,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Injection,05-18-067-22W4M,0.0,0.0,0.0,117.01,200.82
ABGP0001451,1110.71,783.38,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Injection,14-21-089-21W4M,0.0,0.0,292.87,0.0,0.0
ABGP0001452,901.44,750.84,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,15-16-056-20W4M,0.0,0.0,80.2,0.0,0.0
ABGP0001453,410.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Injection,06-36-033-02W4M,0.0,0.0,19.48,0.0,390.74
ABGP0001454,1482.08,1461.23,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,14-36-053-26W4M,0.0,0.0,36.23,3.3,0.0
ABGP0001455,3736.97,3184.81,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,02-03-035-19W4M,0.0,219.86,181.47,0.0,150.83
ABGP0001456,0.0,0.0,0.0,0.0,0.0,0.57,2.33,0.0,Gas Plant Sweet,10-34-040-04W5M,0.0,3.42,0.0,0.0,0.0
ABGP0001457,19.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,16-35-016-16W4M,0.0,0.0,18.83,0.0,0.0
ABGP0001458,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sulphur Recovery,10-10-047-14W5M,0.0,0.0,5.35,0.0,0.0
ABGP0001459,,,,,,,,,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,06-30-012-25W4M,,,,,
ABGP0001460,,,,,,,,,Gas Plant Acid Gas Injection,04-01-022-21W4M,,,,,
ABGP0001461,83.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,12-31-094-18W4M,0.0,0.0,83.24,0.0,0.0
ABGP0001462,3836.08,3480.32,0.0,0.0,0.0,0.0,157.71,0.0,Gas Plant Sweet,06-10-061-22W5M,0.0,184.89,140.35,45.57,0.0
ABGP0001463,284.23,78.72,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,07-20-078-12W6M,0.0,0.0,26.2,163.47,0.0
ABGP0001464,843.08,763.62,0.0,0.0,0.0,7.68,24.37,0.0,Gas Plant Sweet,13-05-032-17W4M,0.0,32.84,69.57,0.0,0.0
ABGP0001465,,,,,,,,,Gas Plant Acid Gas Injection,10-16-049-23W4M,,,,,
ABGP0001466,0.0,0.0,0.0,0.0,0.0,0.0,17.47,0.0,Gas Plant Sweet,08-36-033-21W4M,0.0,0.0,0.0,0.0,0.0
ABGP0001467,10.82,10.82,0.0,0.0,0.0,2.33,5.81,0.0,Gas Plant Sweet,08-29-040-06W5M,0.0,7.63,0.0,0.0,0.0
ABGP0001468,337.38,206.46,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,09-28-053-18W4M,0.0,0.13,158.29,0.0,0.0
ABGP0001469,483.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,16-24-018-14W4M,0.0,41.92,99.56,65.62,276.82
ABGP0001470,,,,,,,,,Gas Plant Sweet,01-03-055-22W4M,,,,,
ABGP0001471,,,,,,,,,Gas Plant Sweet,04-03-019-09W4M,,,,,
ABGP0001472,9.23,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,02-11-080-08W5M,0.0,0.0,0.0,0.0,9.0
ABGP0001473,1507.14,1505.89,0.0,0.0,0.0,0.0,19.61,0.0,Gas Plant Sweet,15-07-036-15W4M,0.0,24.61,86.24,0.0,0.0
ABGP0001474,743.96,614.36,0.0,0.0,0.0,0.0,14.79,0.0,Gas Plant Sweet,08-12-034-21W4M,0.0,18.13,74.63,0.0,36.84
ABGP0001475,3694.83,3017.69,0.0,0.0,0.0,8.53,2.33,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,10-34-019-09W4M,0.0,3.08,209.61,152.76,0.0
ABGP0001476,1003.05,0.0,0.0,0.0,0.0,0.0,54.12,0.0,Gas Plant Sweet,02-36-040-07W5M,0.0,72.75,28.13,0.71,0.0
ABGP0001477,21562.34,17091.73,0.0,0.0,0.0,35.87,889.97,0.0,Gas Plant Sweet,15-31-039-05W5M,0.0,3624.77,732.72,6.38,0.0
ABGP0001478,26559.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,03-17-047-27W4M,0.0,0.0,1303.68,17.66,25235.4
ABGP0001479,14429.34,13384.14,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Injection,03-18-067-10W5M,0.0,0.0,676.1,18.0,0.0
ABGP0001480,2061.12,1914.28,0.0,0.0,0.0,7.25,8.34,0.0,Gas Plant Sweet,01-18-017-18W4M,0.0,10.02,136.02,0.0,0.0
ABGP0001481,,,,,,,,,Gas Plant Acid Gas Injection,11-19-055-20W5M,,,,,
ABGP0001482,95151.26,82051.8,0.0,0.0,36.09,0.0,6136.46,0.0,Gas Plant Sulphur Recovery,04-31-048-12W5M,10554.76,9295.62,3589.91,28.14,0.0
ABGP0001483,122.31,113.48,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,16-32-030-17W4M,0.0,0.0,12.24,0.0,0.0
ABGP0001484,422.86,352.92,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,01-18-068-23W4M,0.0,3.19,68.35,0.11,0.0
ABGP0001485,564.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Injection,11-15-055-25W4M,0.0,4.56,2.28,0.0,557.63
ABGP0001486,119.39,100.59,0.0,0.0,0.0,0.0,3.49,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,13-29-080-23W5M,2.51,4.67,7.63,0.0,0.0
ABGP0001487,153.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,09-31-056-06W5M,0.0,0.0,15.83,0.0,137.27
ABGP0001488,12388.95,9543.73,242.4,508.48,332.83,244.63,0.0,7.89,Gas Plant Sulphur Recovery,10-12-019-02W5M,0.0,2215.25,473.44,84.07,72.45
ABGP0001489,,,,,,,,,Gas Plant Sweet,06-06-094-01W6M,,,,,
ABGP0001490,,,,,,,,,Gas Plant Sweet,15-23-018-14W4M,,,,,
ABGP0001491,,,,,,,,,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,10-35-042-02W4M,,,,,
ABGP0001492,789.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,16-20-031-24W4M,0.0,0.0,35.67,0.0,754.32
ABGP0001493,,,,,,,,,Gas Plant Sweet,06-29-076-04W6M,,,,,
ABGP0001494,969.2,776.44,0.0,0.0,0.0,0.0,11.8,0.0,Gas Plant Sweet,11-03-049-21W4M,0.0,14.86,57.11,0.12,0.0
ABGP0001495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,06-36-050-07W5M,0.0,0.11,0.0,0.0,0.0
ABGP0001496,,,,,,,,,Gas Plant Sweet,01-30-035-13W4M,,,,,
ABGP0001497,7733.23,7126.73,0.0,0.0,0.0,4.34,34.59,0.0,Gas Plant Sweet,10-33-052-21W5M,0.0,138.3,216.79,2.05,0.0
ABGP0001498,997.64,879.81,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Injection,10-28-028-03W4M,0.0,0.0,9.89,0.0,107.95
ABGP0001499,5087.59,4690.24,0.0,0.0,0.0,41.98,149.55,0.0,Gas Plant Sweet,06-31-020-24W4M,0.0,203.46,192.75,4.1,0.0
