id,raw_gas_mcf/d,sales_gas_mcf/d,ethane__c2_bbl/d,propane__c3_bbl/d,butane__c4_bbl/d,pentane_plus__c5+_bbl/d,natural_gas_liquids_bbl/d,sulphur_ton/d,sub_type,location,injection_mcf/d,shrinkage_mcf/d,fuel_mcf/d,flared_mcf/d,other_mcf/d
ABGP0001150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,16-31-014-18W4M,0.0,2.94,0.0,0.0,0.0
ABGP0001151,4212.33,3819.99,0.0,0.0,0.0,1.76,0.0,0.0,Gas Plant Sweet,02-01-027-21W4M,0.0,2.0,145.5,0.0,0.0
ABGP0001152,707.82,661.56,0.0,0.0,0.0,3.48,0.0,0.0,Gas Plant Sweet,09-06-063-25W5M,0.0,4.0,0.0,0.0,0.0
ABGP0001153,5675.98,5072.89,0.0,0.0,0.0,70.68,218.0,0.0,Gas Plant Sweet,02-01-044-28W4M,0.0,295.16,409.19,7.06,0.0
ABGP0001154,,,,,,,,,Gas Plant Sweet,10-03-038-02W5M,,,,,
ABGP0001155,7.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sulphur Recovery,10-10-110-06W6M,0.0,0.0,7.53,0.0,0.0
ABGP0001156,8534.87,7598.23,0.0,0.0,0.0,61.47,151.74,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,05-05-040-03W5M,136.47,460.34,400.42,20.05,0.0
ABGP0001157,237.06,199.02,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,11-30-075-04W6M,0.0,0.0,29.73,0.0,8.32
ABGP0001158,5295.15,4739.68,0.0,0.0,0.0,53.23,186.84,0.0,Gas Plant Sweet,09-25-048-07W5M,0.0,274.66,210.52,57.98,0.0
ABGP0001159,10001.23,9203.11,0.0,0.0,0.0,91.98,297.55,0.0,Gas Plant Sweet,10-15-047-07W5M,0.0,407.03,568.68,1.82,0.0
ABGP0001160,,,,,,,,,Gas Plant Sweet,15-05-049-08W5M,,,,,
ABGP0001161,7657.36,6622.41,0.0,0.0,0.0,72.31,288.58,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,09-16-049-08W5M,0.0,405.66,454.31,19.59,0.0
ABGP0001162,,,,,,,,,Gas Plant Sweet,07-02-048-08W5M,,,,,
ABGP0001163,3291.21,3102.98,0.0,0.0,0.0,8.41,0.0,0.0,Gas Plant Sweet,11-24-079-11W6M,0.0,9.77,215.65,0.0,0.0
ABGP0001164,9866.92,8802.81,0.0,0.0,0.0,87.19,302.04,0.0,Gas Plant Sweet,04-34-047-09W5M,0.0,415.35,472.08,4.9,0.0
ABGP0001165,4320.81,3580.91,0.0,0.0,0.0,34.79,145.41,0.0,Gas Plant Sweet,05-05-049-09W5M,0.0,214.62,292.54,43.52,0.0
ABGP0001166,37.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,04-20-096-03W6M,0.0,0.0,37.93,0.0,0.0
ABGP0001167,9922.39,9142.97,0.0,0.0,0.0,110.94,390.2,0.0,Gas Plant Sweet,06-17-034-24W4M,0.0,551.14,407.37,7.06,0.0
ABGP0001168,3580.34,3226.05,0.0,0.0,0.0,17.03,37.72,0.0,Gas Plant Sweet,07-09-030-11W4M,0.0,48.76,183.29,0.0,0.0
ABGP0001169,24649.41,23385.37,0.0,0.0,0.0,0.0,438.49,0.0,Gas Plant Sweet,15-03-081-04W6M,0.0,562.87,774.19,71.77,0.0
ABGP0001170,2766.51,719.51,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sulphur Recovery,15-17-039-26W4M,0.0,688.86,792.76,17.09,548.29
ABGP0001171,0.0,0.0,0.0,0.0,0.0,5.52,0.0,0.0,Gas Plant Sweet,04-08-031-18W4M,0.0,0.0,0.0,0.0,0.0
ABGP0001172,3100.06,2659.08,0.0,0.0,0.0,31.97,101.36,0.0,Gas Plant Sweet,10-08-037-23W4M,0.0,135.9,277.39,7.97,0.0
ABGP0001173,20.36,0.0,0.0,0.0,0.0,3.82,0.0,0.0,Gas Plant Sweet,11-30-035-08W5M,0.0,0.0,0.0,20.36,0.0
ABGP0001174,5795.93,5386.4,0.0,0.0,0.0,11.39,20.36,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,10-20-018-15W4M,0.0,25.86,112.67,68.01,0.0
ABGP0001175,19.82,1.71,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,04-06-047-15W4M,0.0,0.91,16.29,0.0,0.0
ABGP0001176,261.56,223.62,0.0,0.0,0.0,0.0,4.12,0.0,Gas Plant Sweet,10-24-026-23W4M,0.0,5.35,37.93,0.0,0.0
ABGP0001177,13458.19,13622.46,0.0,0.0,0.0,28.97,38.47,0.0,Gas Plant Sweet,10-05-022-18W4M,0.0,47.96,17.89,6.61,0.0
ABGP0001178,2499.82,2122.87,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,05-01-029-12W4M,0.0,21.42,265.66,0.0,0.0
ABGP0001179,2324.46,2221.8,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,13-14-044-17W4M,0.0,0.0,0.0,0.0,0.0
ABGP0001180,199.93,199.93,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,16-26-029-04W4M,0.0,0.0,0.68,0.0,0.0
ABGP0001181,457.32,259.45,0.0,0.0,0.0,3.71,8.35,0.0,Gas Plant Sweet,10-30-036-27W4M,0.0,13.89,120.78,0.0,0.0
ABGP0001182,1469.09,1228.61,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,08-25-031-14W4M,0.0,2.62,175.09,0.0,0.0
ABGP0001183,248.03,235.31,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,06-10-023-14W4M,0.0,0.0,0.0,0.0,12.71
ABGP0001184,12673.75,10660.36,51.48,1274.31,1750.41,0.0,0.0,0.0,Gas Plant Sweet,09-10-074-11W6M,0.0,871.47,1035.18,24.72,0.0
ABGP0001185,6033.57,5555.0,0.0,0.0,0.0,91.15,361.13,0.0,Gas Plant Sweet,12-10-031-24W4M,0.0,496.23,391.54,0.8,0.0
ABGP0001186,721.79,557.63,0.0,0.0,0.0,0.0,41.01,0.0,Gas Plant Sweet,16-19-038-01W5M,0.0,55.25,74.62,0.0,0.0
ABGP0001187,588.58,560.44,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,04-03-028-03W4M,0.0,0.0,20.01,0.0,8.12
ABGP0001188,,,,,,,,,Gas Plant Sweet,13-26-061-08W5M,,,,,
ABGP0001189,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,Gas Plant Sweet,13-25-037-03W5M,0.0,0.0,0.0,0.0,0.0
ABGP0001190,193.32,74.96,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,04-36-047-04W5M,0.0,9.23,0.0,45.11,64.02
ABGP0001191,6001.67,5352.79,0.0,0.0,0.0,33.23,94.56,0.0,Gas Plant Acid Gas Injection,12-19-012-18W4M,0.0,155.61,657.31,0.0,0.0
ABGP0001192,1253.1,442.69,0.0,0.0,0.0,35.44,212.25,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,01-08-070-10W5M,153.33,301.31,310.77,122.46,0.0
ABGP0001193,442.12,334.81,0.0,0.0,0.0,2.68,0.0,0.0,Gas Plant Sweet,15-11-043-09W4M,0.0,3.08,88.29,0.0,0.0
ABGP0001194,126.56,107.88,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,02-16-042-12W4M,0.0,0.0,23.92,0.46,0.0
ABGP0001195,15.38,14.35,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,07-05-026-12W4M,0.0,0.0,3.53,0.0,0.0
ABGP0001196,152.31,152.31,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,11-20-056-23W4M,0.0,0.0,0.0,0.0,0.0
ABGP0001197,494.29,399.41,0.0,0.0,0.0,0.0,19.19,0.0,Gas Plant Sweet,04-16-033-07W4M,0.0,25.78,83.46,0.0,0.0
ABGP0001198,1749.56,1084.05,0.0,0.0,0.0,1.93,0.0,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,06-30-015-21W4M,0.0,256.54,168.26,0.0,240.71
ABGP0001199,,,,,,,,,Gas Plant Sweet,01-01-060-11W5M,,,,,
ABGP0001200,,,,,,,,,Gas Plant Acid Gas Injection,16-19-077-10W6M,,,,,
ABGP0001201,8319.11,7937.71,0.0,0.0,0.0,0.0,223.15,0.0,Gas Plant Sweet,07-34-054-14W5M,0.0,760.52,444.05,0.46,0.0
ABGP0001202,0.0,0.0,0.0,0.0,0.0,3.41,0.0,0.0,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,15-13-086-13W6M,0.0,0.0,0.0,0.0,0.0
ABGP0001203,0.0,0.0,0.0,0.0,0.0,4.57,0.0,0.0,Gas Plant Sweet,11-20-035-17W4M,0.0,0.0,0.0,0.0,0.0
ABGP0001204,781.4,635.43,0.0,0.0,0.0,0.0,6.08,0.0,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,01-17-042-13W4M,0.0,32.14,95.82,0.0,18.01
ABGP0001205,,,,,,,,,Gas Plant Sweet,11-20-039-23W4M,,,,,
ABGP0001206,0.0,0.0,0.0,0.0,0.0,135.32,268.56,82.31,Gas Plant Sulphur Recovery,16-33-054-15W5M,0.0,0.0,0.0,0.0,0.0
ABGP0001207,13.67,11.28,0.0,0.0,0.0,0.0,0.14,0.0,Gas Plant Sweet,06-21-040-02W5M,0.0,0.23,0.0,0.0,2.16
ABGP0001209,,,,,,,,,Gas Plant Sweet,07-13-030-02W5M,,,,,
ABGP0001210,40.67,29.62,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,16-05-035-26W4M,0.0,0.0,3.19,0.0,0.0
ABGP0001211,238.09,178.85,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,12-23-043-11W4M,0.0,0.0,30.19,0.0,0.0
ABGP0001212,,,,,,,,,Gas Plant Sweet,11-09-044-24W4M,,,,,
ABGP0001213,2284.06,2087.32,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,05-15-033-13W4M,0.0,1.03,219.18,0.0,0.0
ABGP0001214,407.83,406.46,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,15-22-048-02W5M,0.0,0.0,1.37,0.0,0.0
ABGP0001215,3353.18,2909.24,0.0,0.0,0.0,5.52,32.93,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,16-21-022-25W4M,0.0,45.34,219.29,2.85,0.0
ABGP0001216,425.83,435.17,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,09-16-057-03W5M,0.0,0.0,15.27,0.0,0.0
ABGP0001217,525.16,419.22,0.0,0.0,0.0,0.02,25.03,0.0,Gas Plant Sweet,11-10-056-11W5M,0.0,32.81,71.54,0.0,0.0
ABGP0001218,499.82,404.47,0.0,0.0,0.0,0.0,6.13,0.0,Gas Plant Sweet,11-29-030-09W4M,0.0,7.65,81.34,0.0,0.0
ABGP0001219,1444.96,967.86,0.0,0.0,0.0,8.31,1.41,0.0,Gas Plant Sulphur Recovery,13-12-116-06W6M,169.86,11.65,98.76,0.0,28.49
ABGP0001220,15669.69,14614.46,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,12-07-041-22W4M,0.0,0.0,1008.29,0.0,0.0
ABGP0001221,2.85,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Gas Plant Sweet,06-19-039-19W4M,0.0,0.0,0.0,0.0,0.0
ABGP0001222,2230.59,2177.74,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,07-16-062-08W6M,0.0,16.83,5.65,47.67,0.0
ABGP0001223,18.0,17.32,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,06-34-051-23W4M,0.0,1.94,0.0,0.0,0.0
ABGP0001224,167.12,112.44,0.0,0.0,0.0,3.61,1.62,0.0,Gas Plant Sweet,06-16-038-04W5M,0.0,5.24,49.9,0.0,0.0
ABGP0001225,1159.12,897.33,0.0,0.0,0.0,0.0,109.74,0.0,Gas Plant Sweet,08-24-063-10W5M,0.0,156.64,146.5,0.0,45.57
ABGP0001226,1020.25,853.25,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,11-35-034-27W4M,0.0,9.0,71.65,0.34,0.0
ABGP0001227,3376.99,3053.35,0.0,0.0,0.0,1.01,90.15,0.0,Gas Plant Sweet,10-08-041-01W5M,0.0,124.51,191.38,0.0,0.0
ABGP0001228,0.0,0.0,0.0,0.0,0.0,1.58,0.02,0.0,Gas Plant Sweet,16-21-033-01W5M,0.0,0.0,0.0,0.0,0.0
ABGP0001229,3049.77,2802.69,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,14-29-074-25W4M,0.0,0.0,216.24,0.0,0.0
ABGP0001230,1548.19,1400.23,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,08-10-042-22W4M,0.0,0.0,94.17,6.12,0.0
ABGP0001231,5756.63,5079.84,0.0,0.0,0.0,57.75,212.37,0.0,Gas Plant Sweet,13-05-034-03W5M,0.0,290.49,229.32,0.0,0.0
ABGP0001232,1262.26,1138.78,0.0,0.0,0.0,2.94,0.0,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,13-17-040-09W4M,0.0,3.41,115.01,0.0,0.0
ABGP0001233,4832.53,4305.54,0.0,0.0,0.0,55.84,163.31,0.0,Gas Plant Sweet,06-31-032-24W4M,0.0,218.72,139.09,0.8,0.0
ABGP0001234,0.0,0.0,0.0,0.0,0.0,24.74,42.68,0.0,Gas Plant Sweet,01-13-030-05W4M,0.0,0.0,0.0,0.0,0.0
ABGP0001235,,,,,,,,,Gas Plant Sweet,14-35-029-24W4M,,,,,
ABGP0001236,,,,,,,,,Gas Plant Sweet,06-03-029-23W4M,,,,,
ABGP0001237,24.97,24.97,0.0,0.0,0.0,0.09,0.0,0.0,Gas Plant Sweet,04-31-030-02W4M,0.0,0.13,0.0,0.0,0.0
ABGP0001238,6644.74,5912.93,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Injection,04-35-094-02W6M,0.0,126.56,409.31,41.92,154.02
ABGP0001239,665.28,552.73,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,05-26-030-04W4M,0.0,0.8,81.34,0.0,0.0
ABGP0001240,1037.54,1032.25,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,08-12-044-21W4M,0.0,0.0,53.09,0.0,0.0
ABGP0001241,,,,,,,,,Gas Plant Sweet,07-28-040-26W4M,,,,,
ABGP0001242,1401.42,1154.33,0.0,0.0,0.0,0.0,31.5,0.0,Gas Plant Sweet,10-29-053-10W5M,0.0,51.15,183.86,0.0,0.0
ABGP0001243,8.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Injection,02-35-094-02W6M,0.0,0.0,8.66,0.0,0.0
ABGP0001244,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,11-16-044-18W4M,0.0,0.0,0.0,0.0,0.0
ABGP0001245,2987.96,2789.63,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,11-16-031-23W4M,0.0,0.0,198.33,0.0,0.0
ABGP0001246,80.88,80.88,0.0,0.0,0.0,2.25,0.0,0.0,Gas Plant Sweet,06-36-040-03W5M,0.0,2.62,0.0,0.0,0.0
ABGP0001247,792.99,643.07,0.0,0.0,0.0,0.0,23.89,0.0,Gas Plant Sweet,16-15-053-18W5M,0.0,32.12,123.26,0.0,0.0
ABGP0001248,181.87,133.69,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,10-19-054-26W4M,0.0,0.0,26.36,0.0,0.0
ABGP0001249,14181.23,12047.43,0.0,0.0,0.0,157.75,584.71,0.0,Gas Plant Sweet,07-07-051-11W5M,0.0,929.23,652.87,17.43,0.0
ABGP0001250,941.76,843.68,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,02-20-034-03W5M,0.0,90.22,29.73,0.0,0.0
ABGP0001251,311.68,242.76,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,11-20-074-23W4M,0.0,0.0,32.92,0.0,0.0
ABGP0001252,227.96,219.93,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,16-31-037-02W4M,0.0,0.0,0.0,0.0,0.0
ABGP0001253,213.3,169.63,0.0,0.0,0.0,0.36,0.0,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,05-27-040-10W4M,0.0,0.47,30.14,0.0,13.07
ABGP0001254,20934.19,20012.59,0.0,0.0,0.0,6.54,186.92,0.0,Gas Plant Sweet,05-31-033-07W5M,0.0,721.67,92.73,42.95,0.0
ABGP0001256,13571.31,13380.38,0.0,0.0,0.0,112.4,307.94,0.0,Gas Plant Sweet,10-28-015-15W4M,0.0,409.42,144.9,0.0,0.0
ABGP0001257,,,,,,,,,Gas Plant Sweet,10-35-015-16W4M,,,,,
ABGP0001259,,,,,,,,,Gas Plant Sweet,06-07-033-08W4M,,,,,
ABGP0001260,464.39,383.05,0.0,0.0,0.0,1.36,0.0,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,13-24-060-26W4M,0.0,1.53,76.4,3.18,0.0
ABGP0001261,335.94,326.6,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,05-24-047-05W4M,0.0,0.0,0.57,0.0,0.0
ABGP0001262,,,,,,,,,Gas Plant Sweet,06-25-023-16W4M,,,,,
ABGP0001263,4302.15,0.0,0.0,0.0,0.0,9.67,0.0,0.0,Gas Plant Sweet,03-31-044-27W4M,0.0,138.08,191.05,0.0,3973.02
ABGP0001264,,,,,,,,,Gas Plant Sweet,10-06-042-22W4M,,,,,
ABGP0001265,1298.55,1249.46,0.0,0.0,0.0,0.0,27.38,0.0,Gas Plant Sweet,11-27-048-16W5M,0.0,32.47,31.67,3.65,0.0
ABGP0001266,821.12,840.6,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,04-13-065-24W5M,0.0,0.0,0.0,0.0,0.0
ABGP0001267,6774.83,5879.09,0.0,0.0,0.0,58.97,210.26,0.0,Gas Plant Sweet,14-18-054-12W5M,0.0,287.99,466.84,14.13,0.0
ABGP0001268,29039.7,27974.34,0.0,0.0,0.0,161.87,482.97,0.0,Gas Plant Sulphur Recovery,16-11-054-15W5M,0.0,938.91,277.05,0.0,0.0
ABGP0001269,0.0,0.0,0.0,0.0,0.0,0.0,3.31,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,11-27-046-21W4M,0.0,0.0,0.0,0.0,0.0
ABGP0001270,753.91,711.19,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,11-16-082-07W6M,0.0,0.0,45.8,5.92,0.0
ABGP0001271,1019.42,987.4,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,13-05-039-08W4M,0.0,0.0,1.18,3.3,27.55
ABGP0001272,589.64,411.81,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,06-01-031-14W4M,0.0,0.0,149.46,0.0,0.0
ABGP0001273,1831.65,1614.94,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,11-24-041-21W4M,0.0,0.0,216.6,0.0,0.0
ABGP0001274,845.62,837.98,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,04-30-027-11W4M,0.0,0.0,0.0,0.0,7.63
ABGP0001275,353.39,303.1,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Injection,10-27-042-13W4M,0.0,0.0,23.02,0.0,27.28
ABGP0001276,1291.15,1057.16,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,15-29-070-24W4M,0.0,4.9,211.09,0.11,0.0
ABGP0001277,242.65,91.02,0.0,0.0,0.0,2.07,11.25,0.0,Gas Plant Sweet,02-34-038-16W4M,0.0,15.61,100.25,0.0,0.0
ABGP0001278,174.64,171.9,0.0,0.0,0.0,4.22,1.81,0.0,Gas Plant Sweet,14-36-038-27W4M,0.0,3.42,1.82,0.0,0.0
ABGP0001279,2782.8,2782.8,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,10-22-061-20W5M,0.0,0.0,0.0,0.0,0.0
ABGP0001280,131.35,57.07,0.0,0.0,0.0,2.52,0.0,0.0,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,03-28-041-12W4M,0.0,0.0,95.81,15.38,0.0
ABGP0001281,677.02,618.8,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,04-05-044-09W4M,0.0,4.21,84.19,0.0,0.0
ABGP0001282,480.75,450.14,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,14-11-039-16W4M,0.0,0.0,49.79,0.0,0.0
ABGP0001283,307.24,226.58,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,05-20-049-25W4M,0.0,17.66,19.59,0.0,43.4
ABGP0001284,,,,,,,,,Gas Plant Sweet,02-02-037-13W4M,,,,,
ABGP0001285,7129.8,6539.93,0.0,0.0,0.0,26.61,64.59,0.0,Gas Plant Sweet,05-03-038-13W4M,0.0,99.45,212.8,1.71,0.0
ABGP0001286,,,,,,,,,Gas Plant Sweet,07-31-093-01W6M,,,,,
ABGP0001287,302.11,170.19,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Injection,10-19-066-24W4M,0.0,0.0,55.71,3.3,72.91
ABGP0001288,279.1,226.84,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,07-08-080-12W6M,0.0,0.94,0.94,0.0,50.38
ABGP0001289,8.89,8.89,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,06-24-039-09W5M,0.0,0.0,0.0,0.0,0.0
ABGP0001290,100.46,77.33,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,07-13-094-03W6M,0.0,0.0,16.32,0.0,0.0
ABGP0001291,935.01,932.78,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,11-17-029-04W4M,0.0,0.0,47.2,0.0,0.0
ABGP0001292,322938.69,317654.48,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,16-36-067-09W6M,0.0,2033.78,500.33,27.0,0.0
ABGP0001293,1473.08,1313.93,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,13-36-066-27W4M,0.0,0.0,155.84,16.86,0.0
ABGP0001294,89.31,99.11,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,06-20-040-16W4M,0.0,13.44,14.35,0.0,0.0
ABGP0001295,290.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,15-18-040-18W4M,0.0,0.0,273.4,0.0,0.0
ABGP0001296,20907.53,19737.14,0.0,0.0,0.0,76.79,404.25,16.47,Gas Plant Sulphur Recovery,07-02-074-04W6M,0.0,1046.23,293.68,143.88,82.36
ABGP0001297,747.53,599.78,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,01-22-041-08W4M,0.0,3.19,88.63,0.0,55.93
ABGP0001298,2342.84,2032.07,0.0,0.0,0.0,22.84,34.94,0.0,Gas Plant Sweet,03-30-037-02W4M,0.0,43.74,220.66,5.35,0.0
ABGP0001299,1392.54,1138.04,0.0,0.0,0.0,23.77,106.27,0.0,Gas Plant Sweet,04-02-033-25W4M,0.0,148.44,15.49,1.59,0.0
ABGP0001300,35.43,35.43,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,10-26-026-11W4M,0.0,0.0,3.65,0.0,0.0
ABGP0001303,3470.8,4141.53,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,10-29-106-05W6M,0.0,3.03,33.17,0.13,0.0
ABGP0001304,1902.96,1839.52,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,11-33-104-05W6M,0.0,1.39,106.7,0.13,0.0
ABGP0001305,435.97,312.71,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Injection,08-18-068-23W4M,0.0,20.39,75.76,9.11,0.0
ABGP0001306,235.67,212.48,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,05-14-067-02W5M,0.0,0.0,23.07,0.12,0.0
ABGP0001307,2143.98,0.0,0.0,0.0,0.0,0.0,53.44,0.0,Gas Plant Sweet,14-11-045-27W4M,0.0,72.65,128.77,0.0,0.0
ABGP0001308,1388.66,1041.21,0.0,0.0,0.0,20.4,0.0,0.0,Gas Plant Sweet,07-09-030-12W4M,0.0,23.58,37.14,35.2,0.0
ABGP0001309,1412.94,1228.13,0.0,0.0,0.0,0.19,0.0,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,16-20-080-24W5M,0.0,20.6,174.34,1.41,0.0
ABGP0001310,,,,,,,,,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,11-11-026-15W4M,,,,,
ABGP0001311,289.12,210.98,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,09-32-025-15W4M,0.0,4.21,16.97,0.0,0.0
ABGP0001312,260.3,225.79,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,15-07-108-06W6M,0.0,0.0,34.18,0.0,0.0
ABGP0001313,,,,,,,,,Gas Plant Sweet,15-08-070-23W5M,,,,,
ABGP0001314,551.93,465.13,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,02-36-031-14W4M,0.0,2.85,38.39,0.0,45.57
ABGP0001315,4053.67,3713.96,0.0,0.0,0.0,16.34,35.46,0.0,Gas Plant Sweet,09-16-037-22W4M,0.0,47.85,277.73,1.59,0.0
ABGP0001316,520.3,404.82,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,09-07-082-05W6M,0.0,4.36,85.11,0.0,0.0
ABGP0001317,275.68,275.34,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,06-24-040-24W4M,0.0,0.0,0.0,0.0,0.0
ABGP0001318,,,,,,,,,Gas Plant Sweet,04-03-038-13W4M,,,,,
ABGP0001319,117.91,89.43,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Injection,01-32-061-22W4M,0.0,0.0,20.62,0.0,0.0
ABGP0001320,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,Gas Plant Sweet,06-33-023-18W4M,0.0,0.0,0.0,0.0,0.0
ABGP0001321,94.89,71.88,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,03-23-046-02W5M,0.0,0.57,14.35,0.0,8.09
ABGP0001322,1.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Sweet,09-01-083-10W6M,0.0,0.0,0.0,0.0,0.0
ABGP0001323,6733.59,6634.94,0.0,0.0,0.0,0.0,0.0,0.0,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,14-34-065-24W4M,0.0,0.0,393.59,0.0,0.0
