id,status,name,type,plant_name,current_operator,co-owner,constructed_date,latitude,longitude,sub_type,location
ABGP0001291,Suspended,Canterra Oyen,GP,Canterra Oyen,Canterra Energy Ltd.,100.0% - Canterra Energy Ltd.,,51.48344,-110.53544,Gas Plant Sweet,11-17-029-04W4M
ABGP0001292,Active,Wapiti 16-36-067-09W6,GP,South Wapiti,Canadian Natural Resources Limited,0.2% - Chair Resources Inc.; 0.3% - Superman Resources Inc.; 1.4% - Husky Oil Operations Limited; 3.7% - Nuvista Energy           ; 4.8% - Omers Energy Inc.; 0.0% - Dorchester Energy Inc.; 24.8% - Conocophillips Canada (Brc) Partnership ; 1.4% - Reserve Royalty; 0.4% - Shanghai Energy Corporation; 62.9% - Canadian Natural Resources Limited,1982-01-01,54.8486,-119.22407,Gas Plant Sweet,16-36-067-09W6M
ABGP0001293,Active,Big Bend 13-36-66-27W4,GP,Big Bend,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1978-01-01,54.76128,-113.95711,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,13-36-066-27W4M
ABGP0001294,Suspended,New Jordan Red Willow,GP,New Jordan Red Willow,Primewest Energy Inc.,100.0% - Primewest Energy Inc.,,52.45411,-112.27518,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,06-20-040-16W4M
ABGP0001295,Active,Apache Leahurst,GP,Leahurst,Avila Energy Corporation,100.0% - Avila Energy Corporation,,52.44814,-112.58295,Gas Plant Sweet,15-18-040-18W4M
ABGP0001296,Active,Teepee Creek 07-02-074-04W6,GP,Teepee Creek,Canadian Natural Resources Limited,94.5% - Canadian Natural Resources Limited,1977-01-01,55.3788,-118.499,Gas Plant Sulphur Recovery,07-02-074-04W6M
ABGP0001297,Abandoned,Penn West Amisk,GP,Amisk,Cleo Energy Corp.,100.0% - Cleo Energy Corp.,,52.53667,-111.0618,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,01-22-041-08W4M
ABGP0001298,Active,Apache Provost,GP,Provost East,Karve Energy Inc.,100.0% - Karve Energy Inc.,1977-01-01,52.20195,-110.28303,Gas Plant Sweet,03-30-037-02W4M
ABGP0001299,Active,Baytex Twining,GP,Twining North,Barnwell Of Canada; Limited,100.0% - Barnwell Of Canada  Limited,1977-01-01,51.7967,-113.45,Gas Plant Sweet,04-02-033-25W4M
ABGP0001300,Abandoned,Gulf Sunnynook,GP,Sunnynook,Gulf Canada Limited,100.0% - Alphabow Energy Ltd.,,51.25063,-111.43227,Gas Plant Sweet,10-26-026-11W4M
ABGP0001303,Suspended,Solex Haro,GP,Solex Haro,625894 Alberta Inc.,100.0% - Tallahassee Exploration Inc.,,58.2332,-118.78269,Gas Plant Sweet,10-29-106-05W6M
ABGP0001304,Suspended,Solex Haro,GP,Solex Haro,625894 Alberta Inc.,100.0% - Obsidian Energy Ltd.,,58.07427,-118.76321,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,11-33-104-05W6M
ABGP0001305,Abandoned,Genesis Baptiste,GP,Island Lake,Sinopec Canada Energy Ltd.,100.0% - Sinopec Canada Energy Ltd.,1977-01-01,54.88502,-113.49292,Gas Plant Acid Gas Injection,08-18-068-23W4M
ABGP0001306,Abandoned,Big Bend 5-14-67-2W5,GP,Tieland,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,54.79919,-114.20423,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,05-14-067-02W5M
ABGP0001307,Suspended,Altagas Ferrybank,GP,Ferrybank,Altagas Ltd.,100.0% - Altagas Ltd.,,52.87111,-113.81692,Gas Plant Sweet,14-11-045-27W4M
ABGP0001308,Suspended,Gulf Wildunn,GP,Richdale,Canadian Natural Resources Limited,96.0% - Canadian Natural Resources Limited,,51.55289,-111.63206,Gas Plant Sweet,07-09-030-12W4M
ABGP0001309,Abandoned,Devon Tangent,GP,Tangent,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,55.95463,-117.71178,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,16-20-080-24W5M
ABGP0001310,Abandoned,Marathon Cessford,GP,Marathon Cessford,Cenovus Energy Inc.,100.0% - Canadian Natural Resources Limited,,51.20792,-111.9985,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,11-11-026-15W4M
ABGP0001311,Suspended,Connorsville 9-32-25-15W4,GP,Connorsville,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1977-01-01,51.17682,-112.05303,Gas Plant Sweet,09-32-025-15W4M
ABGP0001312,Active,Samson Rainbow,GP,Basset Lake,Tallahassee Exploration Inc.,100.0% - Tallahassee Exploration Inc.,1979-01-01,58.36624,-118.98897,Gas Plant Sweet,15-07-108-06W6M
ABGP0001313,Suspended,Pennzoil Sturgeon Lake,GP,Pennzoil Sturgeon Lake,Conocophillips Canada,100.0% - Serinus Energy Plc,,55.05217,-117.46791,Gas Plant Sweet,15-08-070-23W5M
ABGP0001314,Abandoned,Celsius Hanna,GP,Celsius Hanna,Enerplus Corporation,100.0% - Canadian Natural Resources Limited,,51.69416,-111.85641,Gas Plant Sweet,02-36-031-14W4M
ABGP0001315,Active,Vermillion Mikwan,GP,Mikwan,Vermilion Energy Inc.,65.7% - Vermilion Energy Inc.; 13.2% - Canetic Abc Acquisitionco Ltd.; 11.3% - Penn West Ptf Energy Ltd.; 5.1% - Regent Resources Ltd.,,52.18013,-113.07915,Gas Plant Sweet,09-16-037-22W4M
ABGP0001316,Active,Talisman George,GP,George,Veren Inc.,100.0% - Veren Inc.,1978-01-01,56.09531,-118.7586,Gas Plant Sweet,09-07-082-05W6M
ABGP0001317,Abandoned,Opal Clive,GP,Clive Refrigeration,Ember Resources Inc.,100.0% - Ember Resources Inc.,1988-01-01,52.45301,-113.33266,Gas Plant Sweet,06-24-040-24W4M
ABGP0001318,Suspended,Imperial Provost,GP,Provost,Imperial Oil Resources Limited,100.0% - Imperial Oil Resources Limited,,52.23283,-111.78948,Gas Plant Sweet,04-03-038-13W4M
ABGP0001319,Suspended,D Energy Abee 1-32-61-22W4,GP,Abee,Canlin Energy Corporation,,1976-01-01,54.31552,-113.25178,Gas Plant Acid Gas Injection,01-32-061-22W4M
ABGP0001320,Suspended,Ranger Hussar,GP,Crawling Valley,Torxen Energy Ltd.,78.0% - Torxen Energy Ltd.; 22.0% - Canadian Natural Resources Limited,,51.00123,-112.46188,Gas Plant Sweet,06-33-023-18W4M
ABGP0001321,Abandoned,Imperial Pembina (Knobhill),GP,Pembina,Imperial Oil Resources Limited,100.0% - Imperial Oil Resources Limited,,52.9773,-114.188,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,03-23-046-02W5M
ABGP0001322,Suspended,Josephine 9-1-83-10W6,GP,Josephine,Canadian Natural Resources Limited,62.0% - Canadian Natural Resources Limited; 38.4% - Spyglass Resources Corp.,1973-01-01,56.16794,-119.42941,Gas Plant Sweet,09-01-083-10W6M
ABGP0001323,Abandoned,Husky Steele 14-34,GP,Steele Lake,Cenovus Energy Inc.,100.0% - Sequoia Resources Corp.,,54.6733,-113.54871,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,14-34-065-24W4M
ABGP0001324,Suspended,Talisman Sundance,GP,Sundance,Repsol Oil & Gas Canada Inc.,100.0% - Peyto Exploration & Development Corp.,,53.6914,-116.965,Gas Plant Sweet,06-25-054-21W5M
ABGP0001325,Suspended,Archer Inland,GP,Archer Inland,1333002 Alberta Ltd.,100.0% - 1333002 Alberta Ltd.,,53.42554,-112.08987,Gas Plant Sweet,04-25-051-15W4M
ABGP0001326,Active,Pgi West Fox Creek 11-22,GP,Fox Creek West,Pembina Gas Infrastructure Inc.,75.6% - Pgi Processing Ulc; 13.9% - Taqa North Ltd.; 10.4% - Talisman Energy Inc.; 0.1% - Paramount Resources (Acl) Ltd.,1979-01-01,54.20623,-116.76554,Gas Plant Sweet,11-22-060-19W5M
ABGP0001327,Suspended,Glencoe Chigwell,GP,Chigwell,Glencoe Resources Ltd.,100.0% - Glencoe Resources Ltd.,1986-01-01,52.53983,-113.52769,Gas Plant Sweet,05-22-041-25W4M
ABGP0001328,Suspended,Crestar Niton West,GP,Niton West,Cenovus Energy Inc.,100.0% - Cenovus Energy Inc.,,53.75502,-115.86663,Gas Plant Sweet,10-16-055-13W5M
ABGP0001329,Suspended,Pancdn Entice,GP,Entice Phase 1,Ovintiv Canada Ulc,100.0% - Ember Resources Inc.,,51.38033,-113.22711,Gas Plant Sweet,10-07-028-23W4M
ABGP0001330,Abandoned,Baptiste Lake 5-28-67-22W4,GP,Baptiste,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,54.82632,-113.3072,Gas Plant Sweet,05-28-067-22W4M
ABGP0001331,Abandoned,Altagas Acadia,GP,Acadia Valley,Altagas Ltd.,100.0% - Altagas Ltd.,1979-01-01,51.21171,-110.16601,Gas Plant Sweet,13-12-026-02W4M
ABGP0001332,Suspended,Gulf Dobson,GP,Dobson,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,51.49519,-111.20217,Gas Plant Sweet,08-21-029-09W4M
ABGP0001333,Suspended,Penn West Joffre,GP,Joffre,Desoto Resources Limited,100.0% - Desoto Resources Limited,,52.25814,-113.43599,Gas Plant Sweet,16-12-038-25W4M
ABGP0001334,Suspended,Penn West Provost,GP,Monitor,Karve Energy Inc.,100.0% - Karve Energy Inc.,1970-01-01,51.96982,-110.63032,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,02-03-035-05W4M
ABGP0001335,Active,Devon Clover 9-34 Plant #1,GP,Devon Clover Plant 1,Paramount Resources Ltd.,22.2% - Outlier Resources Ltd.; 45.3% - Canadian Natural Resources Limited; 12.2% - Adeco Exploration Company Ltd.; 9.9% - Sinopec Daylight Energy Ltd.; 10.4% - Paramount Resources Ltd.,,54.23439,-116.60667,Gas Plant Sweet,09-34-060-18W5M
ABGP0001336,Suspended,Tarragon Ghost Pine,GP,Ghost Pine,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,51.71591,-113.20221,Gas Plant Sweet,10-04-032-23W4M
ABGP0001337,Suspended,Crestar Goodwin,GP,Crestar Goodwin,Cenovus Energy Inc.,100.0% - Cenovus Energy Inc.,,54.14799,-115.80926,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,10-36-059-13W5M
ABGP0001338,Suspended,Enermark Valhalla,GP,Valhalla,Enerplus Corporation,29.0% - Advantage Energy Ltd.,1983-01-01,55.50066,-119.50795,Gas Plant Sweet,10-17-075-10W6M
ABGP0001339,Abandoned,Gulf Berry,GP,Berry,Fairwest Energy Corporation,100.0% - Fairwest Energy Corporation,1975-01-01,51.31944,-111.68395,Gas Plant Sweet,06-19-027-12W4M
ABGP0001340,Active,Stellarton Edson,GP,Edson,Long Run Exploration Ltd.,100.0% - Long Run Exploration Ltd.,1981-01-01,53.65844,-116.65995,Gas Plant Sweet,01-13-054-19W5M
ABGP0001341,Abandoned,Amoco Kaybob South,GP,Kaybob South,Bp Canada Energy Group Ulc,100.0% - Paramount Resources Ltd.,,54.32822,-117.08102,Gas Plant Sweet,01-04-062-21W5M
ABGP0001343,Active,Goodfare 04-19-072-11W6 Gas Plant,GP,Goodfare,Tidewater Midstream And Infrastructure Ltd.,76.1% - Cenovus Energy Inc.; 4.8% - Shield Energy Ltd.; 19.1% - Tidewater Midstream And Infrastructure Ltd.,1979-01-01,55.24434,-119.6904,Gas Plant Sweet,04-19-072-11W6M
ABGP0001344,Active,Ember Entice 01-24-028-24W4,GP,Entice Phase 2,Ember Resources Inc.,100.0% - Ember Resources Inc.,,51.40214,-113.24124,Gas Plant Sweet,01-24-028-24W4M
ABGP0001345,Abandoned,Rich 1-19-35-21W4,GP,Rich,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,52.01267,-112.98431,Gas Plant Sweet,01-19-035-21W4M
ABGP0001346,Suspended,Ante Creek 10-18-65-23W5,GP,Ante Creek,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,54.62675,-117.46343,Gas Plant Sweet,10-18-065-23W5M
ABGP0001347,Abandoned,Chauvco Provost,GP,Chauvco Provost,Taqa North Ltd.,100.0% - Pioneer Natural Resources Canada Inc.,,52.3565,-110.909,Gas Plant Acid Gas Injection,11-14-039-07W4M
ABGP0001348,Suspended,Cdn Conquest Rich,GP,Cdn Conquest Rich,Primewest Energy Inc.,100.0% - Bornite Energy Ltd.,,52.02542,-112.9126,Gas Plant Sweet,16-22-035-21W4M
ABGP0001350,Active,Elmworth  4-8-70-11W6,GP,Elmworth Shallow Cut,Cenovus Energy Inc.,100.0% - Cenovus Energy Inc.,1979-01-01,55.04254,-119.63299,Gas Plant Sweet,01-08-070-11W6M
ABGP0001351,Active,Elmworth 4-8-69-8W6,GP,Wapiti,Canadian Natural Resources Limited,25.5% - Conocophillips Canada Limited; 0.7% - Husky Oil Operations Limited; 2.2% - Nuvista Energy           ; 2.2% - Omers Energy Inc.; 0.2% - Superman Resources Inc.; 1.2% - Progress Exploration Ltd.; 0.9% - Distinction Energy Corp.; 0.5% - Chair Resources Inc.; 63.4% - Canadian Natural Resources Limited; 0.1% - Dorchester Energy Inc.; 3.1% - Reserve Royalty,1985-01-01,54.95425,-119.1925,Gas Plant Sweet,04-08-069-08W6M
ABGP0001352,Suspended,Big Bend 2-7-67-26W4,GP,Big Bend,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,54.77924,-113.95791,Gas Plant Sweet,02-07-067-26W4M
ABGP0001353,Active,Imperial Ferrier,GP,Everdell,Whitecap Resources Inc.,100.0% - Whitecap Resources Inc.,,52.28811,-114.9687,Gas Plant Sweet,14-20-038-07W5M
ABGP0001354,Suspended,Mirage 10-2-79-8W6,GP,Mirage,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,55.82092,-119.13036,Gas Plant Sweet,10-02-079-08W6M
ABGP0001355,Suspended,Devon Eaglesham,GP,Eaglesham West,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,55.66981,-117.9039,Gas Plant Sweet,05-13-077-26W5M
ABGP0001356,Suspended,Apache Provost,GP,Provost,Karve Energy Inc.,100.0% - Karve Energy Inc.,,52.45632,-111.2365,Gas Plant Acid Gas Injection,10-21-040-09W4M
ABGP0001357,Suspended,Keyera Bigoray Plant 10-07-051-09W5,GP,Bigoray,Keyera Energy Ltd.,100.0% - Keyera Energy Ltd.,,53.39148,-115.31156,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,10-07-051-09W5M
ABGP0001358,Suspended,Tarragon Wintering Hills,GP,Wintering Hills,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,51.03548,-112.21742,Gas Plant Sweet,16-07-024-16W4M
ABGP0001359,Suspended,Cyn-Pem 9-16-51-11W5,GP,Cyn-Pem,Canadian Natural Resources Limited,100.0% - Vermilion Energy Inc.,,53.40576,-115.55144,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,09-16-051-11W5M
ABGP0001360,Active,Petro-Can Hanlan,GP,Hanlan Robb,Canlin Energy Corporation,,1983-01-01,53.20569,-116.81223,Gas Plant Sulphur Recovery,15-02-049-20W5M
ABGP0001361,Suspended,Enermark Kaybob,GP,Kaybob,Journey Energy Inc.,85.0% - Journey Energy Inc.,1990-01-01,54.4961,-116.739,Gas Plant Sweet,11-36-063-19W5M
ABGP0001362,Suspended,Pancdn Verger,GP,Pancdn Verger,Cenovus Energy Inc.,100.0% - Cenovus Energy Inc.,,50.89694,-112.11208,Gas Plant Sweet,07-26-022-16W4M
ABGP0001363,Abandoned,Duhamel 3-32-45-21W5,GP,Duhamel,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,52.91694,-113.01659,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,03-32-045-21W4M
ABGP0001364,Suspended,Talisman Shane,GP,Shane,Hanna Oil & Gas Company - Canada Ulc ,83.3% - Hanna Oil & Gas Company - Canada Ulc ; 2.6% - Signalta Resources Limited; 14.1% - Manitok Energy Inc.,,55.75868,-118.29697,Gas Plant Sweet,07-18-078-02W6M
ABGP0001365,Suspended,Signalta Forestburg,GP,Forestburg,Signalta Resources Limited,100.0% - Signalta Resources Limited,1984-01-01,52.62121,-112.20758,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,13-14-042-16W4M
ABGP0001366,Suspended,Crestar Provost,GP,Crestar Provost,Conocophillips Canada,100.0% - Conocophillips Canada Energy Partnership,,51.82173,-111.08877,Gas Plant Sweet,13-09-033-08W4M
ABGP0001367,Suspended,Pancdn Morley,GP,Pancdn Morley,Ovintiv Canada Ulc,100.0% - Ovintiv Canada Ulc,,51.19249,-114.86494,Gas Plant Sweet,09-02-026-07W5M
ABGP0001368,Active,Argonauts Thorsby,GP,Thorsby,Petrus Resources Corp.,100.0% - Petrus Resources Corp.,1982-01-01,53.19743,-114.09785,Gas Plant Sweet,05-04-049-01W5M
ABGP0001369,Abandoned,Joarcam 7-14-50-22W4,GP,Joarcam,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,53.3145,-113.10831,Gas Plant Sweet,07-14-050-22W4M
ABGP0001370,Suspended,Keyera Braz North Plt 16-35-48-12W5,GP,North Brazeau,Keyera Energy Ltd.,100.0% - Keyera Energy Ltd.,,53.18929,-115.63654,Gas Plant Sweet,16-35-048-12W5M
ABGP0001371,Suspended,Norcen Giroux Lake,GP,Norcen Giroux Lake,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,54.70096,-117.21072,Gas Plant Sweet,10-11-066-22W5M
ABGP0001372,Suspended,Petro-Can Brazeau River,GP,Brazeau River,Tidewater Midstream And Infrastructure Ltd.,100.0% - Tidewater Midstream And Infrastructure Ltd.,,53.17976,-115.75496,Gas Plant Sweet,04-31-048-12W5M
ABGP0001373,Abandoned,Ascot Watelet,GP,Ascot Watelet,Obsidian Energy Ltd.,,,53.05241,-113.69136,Gas Plant Sweet,07-14-047-26W4M
ABGP0001374,Suspended,Amoco Caroline N,GP,Caroline North,Tourmaline Oil Corp.,100.0% - Tourmaline Oil Corp.,,51.98548,-114.74239,Gas Plant Sulphur Recovery,01-11-035-06W5M
ABGP0001375,Suspended,Amoco Brazeau River,GP,Brazeau River,Bp Canada Energy Group Ulc,100.0% - Bp Canada Energy Group Ulc,,53.02119,-115.75186,Gas Plant Sweet,04-06-047-12W5M
ABGP0001376,Suspended,Altagas Alder Flats,GP,Pembina,Tidewater Midstream And Infrastructure Ltd.,100.0% - Tidewater Midstream And Infrastructure Ltd.,,52.91083,-115.17236,Gas Plant Sweet,10-25-045-09W5M
ABGP0001377,Active,Gulf Med River,GP,Medicine River,Btg Energy Corporation,100.0% - Btg Energy Corporation,1979-01-01,52.3577,-114.322,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,10-14-039-03W5M
ABGP0001378,Suspended,Imperial Provost,GP,Provost,Imperial Oil Resources Limited,100.0% - Imperial Oil Resources Limited,,52.45311,-111.404,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,07-20-040-10W4M
ABGP0001379,Active,Ferrier 1-34-40-9W5,GP,Ferrier,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1980-01-01,52.48008,-115.20593,Gas Plant Sweet,01-34-040-09W5M
ABGP0001380,Active,Chinchaga 1-24-96-5W6,GP,Cranberry,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,57.33863,-118.65604,Gas Plant Sweet,01-24-096-05W6M
ABGP0001381,Active,Highvale Gas Plant 10-04,GP,Highvale,New Star Energy Ltd.,100.0% - New Star Energy Ltd.,1980-01-01,53.37552,-114.52742,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,10-04-051-04W5M
ABGP0001382,Abandoned,Compton Bigoray Gas Plant,GP,Compton Bigoray,Lexin Resources Ltd.,100.0% - Tallgrass Energy Corp.,,53.3912,-115.2802,Gas Plant Sweet,09-08-051-09W5M
ABGP0001383,Active,Vallhala 1-29-75-9W6,GP,Valhalla,Canadian Natural Resources Limited,5.5% - Encana Corporation; 0.5% - Doag Energy Ltd.; 32.8% - Trilogy Resources Ltd.; 0.3% - Kelt Exploration Ltd.; 0.6% - Longshore Resources Ltd.; 37.2% - Canadian Natural Resources Limited; 9.6% - Whitecap Resources Inc.; 0.7% - Surge Energy Inc.; 12.8% - Husky Oil Operations Limited,,55.51999,-119.35006,Gas Plant Sweet,01-29-075-09W6M
ABGP0001384,Suspended,Cdn Sup Killam,GP,Cdn Sup Killam,Exxonmobil Resources Ltd.,100.0% - Exxonmobil Resources Ltd.,,52.78953,-111.77132,Gas Plant Sweet,08-14-044-13W4M
ABGP0001385,Suspended,Viridian Campbell-Namao,GP,Viridian Campbell Namao,Nutrien (Canada) Holdings Ulc,100.0% - Nutrien (Canada) Holdings Ulc,,53.65704,-113.56426,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,13-12-054-25W4M
ABGP0001386,Active,Amoco Willesden Green,GP,Crimson Lake,Obsidian Energy Ltd.,100.0% - Obsidian Energy Ltd.,1980-01-01,52.6518,-115.07732,Gas Plant Sweet,13-27-042-08W5M
ABGP0001387,Active,Seiu Lake 14-12-26-19W4,GP,Sieu Lake,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,51.2122,-112.53381,Gas Plant Sweet,14-12-026-19W4M
ABGP0001389,Suspended,Ranger Leahurst,GP,Ranger Leahurst,Canadian Natural Resources Limited,100.0% - Ember Resources Inc.,,52.35114,-112.68509,Gas Plant Sweet,06-16-039-19W4M
ABGP0001390,Abandoned,Esther 6-9-31-1W4,GP,Esther,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,51.64007,-110.09032,Gas Plant Sweet,06-09-031-01W4M
ABGP0001391,Abandoned,Atco Midstream Pembina Cranberry,GP,Slave Point,Atco Next Energy Ltd.,100.0% - Atco Next Energy Ltd.,,57.33824,-118.46007,Gas Plant Sweet,04-20-096-03W6M
ABGP0001392,Active,Conoco Peco,GP,Peco,Cenovus Energy Inc.,100.0% - Cenovus Energy Inc.,,53.20153,-116.21707,Gas Plant Sweet,12-01-049-16W5M
ABGP0001393,Suspended,Poco Redwater,GP,Poco Redwater,Conocophillips Canada,100.0% - Conocophillips Canada Resources Corp.,,53.7508,-112.72481,Gas Plant Sweet,05-14-055-19W4M
ABGP0001394,Active,D Energy Carrot Creek 10-16-53-13W5,GP,Carrot Creek,Vermilion Energy Inc.,100.0% - Vermilion Energy Inc.,,53.57845,-115.85491,Gas Plant Sweet,10-16-053-13W5M
ABGP0001396,Suspended,Border Midstream Gladys,GP,Gladys,Lexin Resources Ltd.,100.0% - Lexin Resources Ltd.,,50.69523,-113.66841,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,06-15-020-27W4M
ABGP0001397,Active,Calling Lake S 1-20-70-22W4,GP,Calling Lake South,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1978-01-01,55.07008,-113.31177,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,01-20-070-22W4M
ABGP0001398,Suspended,Anadarko Beaverhill Lake,GP,Anadarko Beaverhill Lake,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,53.48674,-112.62559,Gas Plant Sweet,04-17-052-18W4M
ABGP0001399,Abandoned,Imperial Wilson Creek,GP,Wilson Creek,I3 Energy Canada Ltd.,100.0% - I3 Energy Canada Ltd.,,52.66224,-114.63436,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,10-34-042-05W5M
ABGP0001400,Suspended,Clearport Gunn,GP,Clearport Gunn,Clearport Holdings Ltd,100.0% - Clearport Holdings Ltd,,53.74214,-114.4145,Gas Plant Sweet,14-08-055-03W5M
ABGP0001401,Active,Opal 01-25-057-23W4 Gp,GP,Opal,Baytex Energy Ltd.,100.0% - Baytex Energy Ltd.,1981-01-01,53.95216,-113.27403,Gas Plant Sweet,01-25-057-23W4M
ABGP0001402,Active,Keyera Pembina Gas Plant 11-22,GP,North Pembina,Westbrick Energy Ltd.,100.0% - Westbrick Energy Ltd.,1981-01-01,53.24499,-115.67401,Gas Plant Sulphur Recovery,11-22-049-12W5M
ABGP0001403,Suspended,Tony Creek North 7-16-64-21W5,GP,Waskahigan,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,54.53607,-117.11348,Gas Plant Sweet,07-16-064-21W5M
ABGP0001404,Suspended,Eaglesham South 2-24-77-25W5,GP,Eaglesham South,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,55.66716,-117.76161,Gas Plant Sweet,02-14-077-25W5M
ABGP0001405,Suspended,Talisman Sundance,GP,Old Man,Repsol Oil & Gas Canada Inc.,100.0% - Peyto Exploration & Development Corp.,,53.6472,-117.032,Gas Plant Sweet,07-09-054-21W5M
ABGP0001406,Abandoned,Alberta Selecta Corp. Sedgewick,GP,Bellshill Lake,Ovintiv Canada Ulc,100.0% - Ovintiv Canada Ulc,,52.6284,-111.667,Gas Plant Sweet,07-21-042-12W4M
ABGP0001407,Abandoned,Aav Joffre 13-12-038-27W4 Gp,GP,Joffre,Advantage Energy Ltd.,54.7% - Advantage Energy Ltd.; 40.8% - Obsidian Energy Ltd.; 0.8% - Bonavista Energy Lp; 0.8% - Signalta Resources Limited; 2.4% - Devon Canada Corporation,1981-01-01,52.25842,-113.7398,Gas Plant Sweet,13-12-038-27W4M
ABGP0001408,Suspended,Devon Leo,GP,Leo,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,52.11233,-112.30773,Gas Plant Sweet,14-24-036-17W4M
ABGP0001409,Suspended,Pancdn Bashaw,GP,Pancdn Bashaw,Ovintiv Canada Ulc,100.0% - Ovintiv Canada Ulc,,52.6484,-112.89941,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,11-25-042-21W4M
ABGP0001410,Suspended,Enron Blackfoot,GP,Enron Blackfoot,Lynx Energy Ulc,100.0% - Lynx Energy Ulc,,50.89293,-113.0394,Gas Plant Sweet,02-30-022-22W4M
ABGP0001411,Suspended,Paramount Saleski,GP,Saleski,Sequoia Resources Corp.,100.0% - Sequoia Resources Corp.,1982-01-01,56.49778,-112.85222,Gas Plant Acid Gas Injection,08-36-086-19W4M
ABGP0001412,Suspended,Endiang 6-28-34-15W4,GP,Spiers,Canadian Natural Resources Limited,86.5% - Canadian Natural Resources Limited,1981-01-01,51.94395,-112.07707,Gas Plant Sweet,06-28-034-15W4M
ABGP0001413,Active,Success Berry Gas Plant,GP,Berry,Success Resources Ltd.,100.0% - Success Resources Ltd.,1983-01-01,51.2734,-111.77179,Gas Plant Sweet,02-04-027-13W4M
ABGP0001414,Active,Campus Parkland,GP,Parkland,Pivotal Energy Partners Inc.,100.0% - Pivotal Energy Partners Inc.,1983-01-01,50.24306,-113.60874,Gas Plant Sweet,07-11-015-27W4M
ABGP0001415,Abandoned,Cimarron Manyberries,GP,Manyberries,Hunt Oil Company Of Canada; Inc.,100.0% - Cenovus Energy Inc.,,49.46905,-110.80226,Gas Plant Sulphur Recovery,06-18-006-06W4M
ABGP0001416,Suspended,Roan Med Hat,GP,Roan Med Hat,7246366 Canada Ltd.,100.0% - Ovintiv Canada Ulc,,49.71789,-110.73596,Gas Plant Sweet,07-10-009-06W4M
ABGP0001417,Active,Galloway 14-14-53-20W5,GP,Galloway,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,53.58375,-116.84201,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,14-14-053-20W5M
ABGP0001418,Active,Ante Creek 10-4-66-23W5,GP,Dunvegan,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,54.68476,-117.41344,Gas Plant Sweet,10-04-066-23W5M
