id,status,name,type,plant_name,current_operator,co-owner,constructed_date,latitude,longitude,sub_type,location
ABGP0001001,Active,Maple Glen 15-36-036-16W4,GP,Maple Glen,Canadian Natural Resources Limited,0.0% - Cansearch Resources Ltd.; 0.0% - Canadian Natural Resources Limited,,52.14129,-112.15592,Gas Plant Sweet,15-36-036-16W4M
ABGP0001002,Suspended,Keyera Nevis Gas Plant 16-33-38-22W4,GP,Nevis,Keyera Energy Ltd.,100.0% - Keyera Energy Ltd.,1956-01-01,52.31647,-113.07704,Gas Plant Sulphur Recovery,16-33-038-22W4M
ABGP0001003,Suspended,Gulf Pincher Creek,GP,Pincher Creek,Gulf Canada Limited,100.0% - Palmer Ranch (1984) Ltd.,,49.30742,-113.79413,Gas Plant Sulphur Recovery,01-23-004-29W4M
ABGP0001004,Active,Keyera Homeglen-Rimbey 2-05-44-01W5,GP,Rimbey,Keyera Energy Ltd.,0.0% - Centipede Holdings Ltd.; 0.8% - Bellatrix Exploration Ltd.; 0.1% - Altagas Pipeline Partnership; 98.8% - Keyera Energy Ltd.; 0.1% - Mosaic Energy Ltd.; 0.0% - Canadian Natural Resources Limited; 0.0% - Bonavista Energy Corporation; 1.0% - Green Valley Energy Ltd.,1961-01-01,52.75748,-114.10701,Gas Plant Sulphur Recovery,02-05-044-01W5M
ABGP0001005,Suspended,Gulf Gilby,GP,Gilby,I3 Energy Canada Ltd.,100.0% - I3 Energy Canada Ltd.,,52.44119,-114.30526,Gas Plant Sweet,06-13-040-03W5M
ABGP0001006,Abandoned,Chevron Nevis,GP,Nevis,Chevron Canada Limited,100.0% - Chevron Canada Limited,,52.37406,-113.0847,Gas Plant Sulphur Recovery,15-22-039-22W4M
ABGP0001007,Active,Mitsue 16-30-072-04W5,GP,Mitsue,Canadian Natural Resources Limited,90.0% - Canadian Natural Resources Limited; 10.0% - Superman Resources Inc.,1974-01-01,55.26891,-114.59255,Gas Plant Sweet,16-30-072-04W5M
ABGP0001008,Suspended,Chevron Princess,GP,Princess,Chevron Canada Limited,100.0% - Chevron Canada Limited,,50.68416,-111.54854,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,12-12-020-12W4M
ABGP0001009,Suspended,Sedalia 9-29-31-5 Gp,GP,Sedalia,Baytex Energy Ltd.,100.0% - Baytex Energy Ltd.,1961-01-01,51.68595,-110.66725,Gas Plant Sweet,09-29-031-05W4M
ABGP0001010,Suspended,Norcen Campbell-Namao,GP,Campbell,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,53.68884,-113.56821,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,01-26-054-25W4M
ABGP0001011,Abandoned,Shell Innisfail,GP,Innisfail,Shell Canada Limited,100.0% - Enhance Energy Inc.,,51.97099,-114.05192,Gas Plant Sweet,01-03-035-01W5M
ABGP0001012,Active,Pancdn Countess,GP,Makepeace,Torxen Energy Ltd.,100.0% - Torxen Energy Ltd.,,50.91585,-112.44874,Gas Plant Sweet,12-33-022-18W4M
ABGP0001013,Active,Keyera Gilby Plant 15-22-040-03W5,GP,Gilby,Keyera Energy Ltd.,80.2% - Keyera Energy Ltd.; 1.2% - Harvest Operations Corp.; 5.1% - Pengrowth Energy Corporation; 5.1% - Nal Resources Limited; 5.7% - Omers Energy Inc.; 1.3% - Signalta Resources Limited,,52.46344,-114.34751,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,15-22-040-03W5M
ABGP0001014,Active,Atco Carbon,GP,Carbon,Atco Next Energy Ltd.,100.0% - Atco Next Energy Ltd.,1967-01-01,51.47884,-113.05644,Gas Plant Sweet,08-17-029-22W4M
ABGP0001015,Suspended,Wardlow 2-31-22-11W4,GP,Wardlow,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1992-01-01,50.90862,-111.51286,Gas Plant Sweet,02-31-022-11W4M
ABGP0001016,Suspended,Cometra Wood River,GP,Cometra Wood River,Vintage Petroleum Canada; Inc.,100.0% - Vintage Petroleum Canada  Inc.,,52.69725,-113.29863,Gas Plant Sweet,16-08-043-23W4M
ABGP0001017,Suspended,Cessford 04-15-027-15W4,GP,Cessford,Canadian Natural Resources Limited,50.0% - Canadian Natural Resources Limited; 50.0% - Arc Resources Ltd.,1960-01-01,51.30065,-112.04278,Gas Plant Sweet,04-15-027-15W4M
ABGP0001018,Suspended,Taurus Consort 7-34-34-6W4 Gp,GP,Provost,Tamarack Valley Energy Ltd.,,1959-01-01,51.9599,-110.77,Gas Plant Sweet,07-34-034-06W4M
ABGP0001019,Suspended,Amoco Buck Creek,GP,Buck Creek,Bp Canada Energy Group Ulc,100.0% - Bp Canada Energy Group Ulc,,49.00159,-110.00785,Gas Plant Sweet,01-01-001-01W4M
ABGP0001020,Suspended,Devon Carstairs,GP,Carstairs,Hwn Energy Ltd.,20.0% - Bonavista Energy Corporation; 36.0% - Direct Energy Marketing Limited; 18.0% - Exxonmobil Canada Energy; 10.0% - Provident Energy Ltd.; 2.0% - Signalta Resources Limited; 8.0% - Bp Canada Energy Company,1960-01-01,51.53563,-114.20286,Gas Plant Sulphur Recovery,03-03-030-02W5M
ABGP0001021,Active,Garrington Olds,GP,Garrington,Whitecap Resources Inc.,100.0% - Whitecap Resources Inc.,1964-01-01,51.74161,-114.13404,Gas Plant Sulphur Recovery,06-18-032-01W5M
ABGP0001022,Active,Cessford 02-08-024-12W4,GP,Cessford,Canadian Natural Resources Limited,47.0% - Imperial Oil Limited; 52.0% - Canadian Natural Resources Limited,1958-01-01,51.02509,-111.64273,Gas Plant Sweet,02-08-024-12W4M
ABGP0001023,Abandoned,Imperial Leduc-Woodbend,GP,Leduc Woodbend,Imperial Oil Resources Limited,100.0% - Imperial Oil Resources Limited,,53.3541,-113.717,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,02-34-050-26W4M
ABGP0001024,Active,Boundary Lake 01-14-085-13W6,GP,Boundary Lake South,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,56.36453,-119.92875,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,01-14-085-13W6M
ABGP0001025,Reclamation Certified,Devon Normandville,GP,Normandville,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,55.83774,-117.39191,Gas Plant Sweet,13-09-079-22W5M
ABGP0001026,Abandoned,Cessford 7-17-26-14W4,GP,Cessford,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,51.21699,-111.92061,Gas Plant Sweet,07-17-026-14W4M
ABGP0001027,Suspended,Imperial Golden Spike,GP,Golden Spike,Imperial Oil Resources Limited,100.0% - Imperial Oil Resources Limited,,53.4229,-113.892,Gas Plant Sweet,15-22-051-27W4M
ABGP0001028,Active,Redwater Gp 1-29-57-21W4,GP,Redwater,Conifer Energy Inc.,100.0% - Conifer Energy Inc.,1956-01-01,53.95228,-113.07831,Gas Plant Sulphur Recovery,01-29-057-21W4M
ABGP0001029,Suspended,Samson Ferrybank,GP,Ferrybank,Obsidian Energy Ltd.,100.0% - Obsidian Energy Ltd.,,52.89101,-113.87045,Gas Plant Sweet,05-21-045-27W4M
ABGP0001030,Suspended,Talisman Turner Valley,GP,Turner Valley,Repsol Oil & Gas Canada Inc.,100.0% - Repsol Oil & Gas Canada Inc.,,50.67202,-114.27018,Gas Plant Sulphur Recovery,14-06-020-02W5M
ABGP0001031,Suspended,Valhalla 8-20-76-9W6,GP,Valhalla,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,55.5968,-119.3462,Gas Plant Sweet,08-20-076-09W6M
ABGP0001032,Abandoned,Shell Worsley,GP,Worsley,Shell Canada Limited,100.0% - Shell Canada Limited,,56.55819,-119.02349,Gas Plant Sweet,07-22-087-07W6M
ABGP0001033,Suspended,Crestar Three Hills Ck,GP,Three Hills Creek,Pine Cliff Energy Ltd.,100.0% - Pine Cliff Energy Ltd.,,52.0115,-113.59875,Gas Plant Sweet,13-13-035-26W4M
ABGP0001034,Active,Pgi West Whitecourt (Windfall),GP,Windfall,Pembina Gas Infrastructure Inc.,72.8% - Pgi Processing Ulc; 0.1% - Bp Canada Energy Company; 10.4% - Sw Resources Ulc; 16.7% - Sinopec Canada Energy Ltd.,1959-01-01,54.18629,-116.20559,Gas Plant Sulphur Recovery,08-17-060-15W5M
ABGP0001035,Suspended,Icg Acheson,GP,Icg Acheson,Cnooc Petroleum North America Ulc,100.0% - Cnooc Petroleum North America Ulc,,53.54448,-113.73657,Gas Plant Sweet,04-02-053-26W4M
ABGP0001036,Active,Apache Provost,GP,Consort,Karve Energy Inc.,100.0% - Karve Energy Inc.,,52.10591,-110.69831,Gas Plant Sweet,08-19-036-05W4M
ABGP0001037,Active,Shell Jumping Pound,GP,Jumping Pound,Pieridae Alberta Production Ltd.,100.0% - Shell Canada Limited,1951-01-01,51.13853,-114.58041,Gas Plant Sulphur Recovery,13-13-025-05W5M
ABGP0001038,Active,Apf Energy Countess,GP,Countess,Journey Energy Inc.,24.1% - Cenovus Fccl Ltd.; 22.7% - Enermark Inc.; 53.3% - Journey Energy Inc.,1960-01-01,50.73849,-112.08307,Gas Plant Sweet,08-36-020-16W4M
ABGP0001039,Abandoned,Vista Midstream Enchant Ggs,GP,Enchant,Campus Energy Partners Operations Inc.,100.0% - Barrel Oil Corp.,1963-01-01,50.12987,-112.22436,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,11-35-013-17W4M
ABGP0001040,Reclamation Certified,Can Oxy Okotoks,GP,Can Oxy Okotoks,Cnooc Petroleum North America Ulc,100.0% - Cnooc Petroleum North America Ulc,,50.71942,-113.94897,Gas Plant Sulphur Recovery,04-27-020-29W4M
ABGP0001041,Abandoned,Cessford 3-6-24-10W4,GP,Cessford Plant,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,51.00933,-111.3899,Gas Plant Sweet,03-06-024-10W4M
ABGP0001042,Active,Karr 10-10-065-02W6,GP,Karr Creek,Canadian Natural Resources Limited,62.0% - Canadian Natural Resources Limited; 10.0% - Devon Canada; 11.5% - Progress Exploration Ltd.; 3.2% - Enerplus Energy Ltd.; 0.5% - Iteration Energy Ltd.; 12.8% - Signalta Resources Limited,1981-01-01,54.61299,-118.21362,Gas Plant Sweet,10-10-065-02W6M
ABGP0001043,Active,Husky Hussar 13-36,GP,Hussar,Torxen Energy Ltd.,25.0% - Husky Oil Operations Limited; 25.0% - Harvard International Resources Ltd.; 50.0% - Torxen Energy Ltd.,1959-01-01,51.0935,-112.817,Gas Plant Sweet,13-36-024-21W4M
ABGP0001044,Active,Husky Wayne-Rosedale 12-4,GP,Wayne,Torxen Energy Ltd.,25.0% - Husky Oil Operations Limited; 25.0% - Harvard International Resources Ltd.; 50.0% - Torxen Energy Ltd.,1981-01-01,51.36653,-112.76914,Gas Plant Sweet,12-04-028-20W4M
ABGP0001045,Suspended,Imperial Bonnie Glen,GP,Bonnie Glen Solutions,Imperial Oil Resources Limited,100.0% - Imperial Oil Resources Limited,,53.0488,-113.924,Gas Plant Sulphur Recovery,04-17-047-27W4M
ABGP0001046,Suspended,Imperial Pembina,GP,Pembina,Whitecap Resources Inc.,100.0% - Whitecap Resources Inc.,,53.25122,-115.39564,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,01-28-049-10W5M
ABGP0001047,Suspended,Keyera Minnehik-Buck Lake 10-05,GP,Minnehik,Keyera Energy Ltd.,79.8% - Keyera Energy Ltd.; 10.0% - Canlin Resources Partnership; 8.1% - Enerplus Resources Corporation; 1.7% - Taqa North               ; 0.5% - Sabre Energy Ltd.,1961-01-01,52.94033,-114.83234,Gas Plant Sulphur Recovery,10-05-046-06W5M
ABGP0001048,Active,Altana Black Butte,GP,Black Butte,Pine Cliff Energy Ltd.,100.0% - Pine Cliff Energy Ltd.,1962-01-01,49.0312,-111.056,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,01-18-001-08W4M
ABGP0001049,Active,Pancdn Wayne-Rosedale,GP,Wayne Dalum,Torxen Energy Ltd.,100.0% - Torxen Energy Ltd.,,51.3035,-112.65,Gas Plant Sweet,05-17-027-19W4M
ABGP0001050,Suspended,Wascana Crossfield,GP,Crossfield,Cnooc Petroleum North America Ulc,6.3% - Bonavista Petroleum Ltd.; 0.6% - Coastal Resources Limited; 1.4% - Dewpoint Resources Ltd.; 0.0% - Encana Corporation; 2.1% - Enermark Inc.; 33.0% - Exxonmobil Canada Energy; 1.8% - Imperial Oil Limited; 46.7% - Cnooc Petroleum North America Ulc; 0.0% - Pegasus Oil & Gas Inc.; 8.1% - Enerplus Resources Corporation,1961-01-01,51.19259,-113.94389,Gas Plant Sulphur Recovery,10-02-026-29W4M
ABGP0001051,Suspended,Devon Savanna Creek,GP,Coleman,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1961-01-01,49.62787,-114.56868,Gas Plant Sulphur Recovery,01-11-008-05W5M
ABGP0001052,Suspended,Husky Farrell Exp Chain 7-23,GP,Farrell Exp Chain,Cenovus Energy Inc.,100.0% - Cenovus Energy Inc.,,51.84199,-112.16433,Gas Plant Sweet,07-23-033-16W4M
ABGP0001053,Suspended,Merit Sibbald,GP,Merit Sibbald,Nuvista Energy Ltd.,100.0% - Nuvista Energy Ltd.,,51.36425,-110.28552,Gas Plant Sweet,05-06-028-02W4M
ABGP0001054,Active,D Energy Wildcat Hills 6-16-26-5W5,GP,Wildcat Hills,Canlin Energy Corporation,,1962-01-01,51.21951,-114.64666,Gas Plant Sulphur Recovery,06-16-026-05W5M
ABGP0001055,Suspended,Tom Brown Edson,GP,Tom Brown Edson,Ovintiv Canada Ulc,100.0% - Long Run Exploration Ltd.,,53.52105,-116.49212,Gas Plant Sweet,10-30-052-17W5M
ABGP0001056,Active,Shell Waterton,GP,Waterton,Pieridae Alberta Production Ltd.,100.0% - Shell Canada Limited,1962-01-01,49.30744,-113.99953,Gas Plant Sulphur Recovery,02-20-004-30W4M
ABGP0001057,Active,Penn West Pembina,GP,Lobstick Glauconite,Obsidian Energy Ltd.,87.3% - Obsidian Energy Ltd.; 10.7% - Arc Resources Ltd.; 0.1% - Bonterra Energy Corp.; 0.3% - Canadian Natural Resources Limited; 0.5% - Laramide Oil & Gas Ltd.; 0.5% - Signalta Resources Limited; 0.5% - Owlco Resources Ltd,1980-01-01,53.31794,-114.97986,Gas Plant Sweet,09-17-050-07W5M
ABGP0001058,Active,Trilogy Kaybob,GP,Kaybob,Paramount Resources Ltd.,90.0% - Paramount Resources Ltd.,1962-01-01,54.521,-116.804,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,08-09-064-19W5M
ABGP0001059,Suspended,Drumheller  6-33-30-19W4,GP,Drumheller,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,51.60948,-112.62331,Gas Plant Sweet,06-33-030-19W4M
ABGP0001060,Active,Solex Harmattan-Elkton,GP,Alta Gas Harmattan,Altagas Ltd.,100.0% - Altagas Ltd.,1960-01-01,51.68925,-114.47925,Gas Plant Sulphur Recovery,09-27-031-04W5M
ABGP0001061,Suspended,Gulf Gilby,GP,Gilby,I3 Energy Canada Ltd.,100.0% - I3 Energy Canada Ltd.,,52.53839,-114.29121,Gas Plant Sweet,01-24-041-03W5M
ABGP0001062,Active,Carson Creek Gp 4-23-61-12W5,GP,Carson Creek,Conifer Energy Inc.,95.0% - Conifer Energy Inc.; 5.0% - Journey Energy Inc.,1960-01-01,54.28503,-115.69849,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,04-23-061-12W5M
ABGP0001063,Active,Apache Canada Provost,GP,Kessler,Battle River Energy Ltd.,98.0% - Battle River Energy Ltd.,,52.3314,-111.1269,Gas Plant Sweet,13-05-039-08W4M
ABGP0001064,Suspended,Petro-Can Gilby,GP,Gilby,Canlin Energy Corporation,100.0% - Canlin Resources Partnership,,52.47037,-114.34653,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,07-27-040-03W5M
ABGP0001065,Abandoned,Barrel Retlaw 12-02-013-19W4,GP,Retlaw,Barrel Oil Corp.,83.5% - Campus Energy Partners Operations Inc.; 16.5% - Enermark Inc.,1963-01-01,50.05764,-112.50506,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,12-02-013-19W4M
ABGP0001066,Suspended,Poco Kirkwall,GP,Poco Kirkwall,Conocophillips Canada,100.0% - Conocophillips Canada Resources Corp.,,51.33059,-110.66429,Gas Plant Sweet,01-29-027-05W4M
ABGP0001067,Suspended,Renaissance Sylvan Lake-21,GP,Sylvan Lake,Cenovus Energy Inc.,100.0% - Cenovus Energy Inc.,,52.27658,-114.21761,Gas Plant Sweet,01-21-038-02W5M
ABGP0001068,Suspended,Westlock 07-15-060-02W5,GP,Westlock West,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,54.18824,-114.21254,Gas Plant Sweet,07-15-060-02W5M
ABGP0001069,Active,Cfr Jc 15-25-64-11W5 Gp,GP,Judy Creek Conservation Plant,Conifer Energy Inc.,51.0% - Conifer Energy Inc.; 24.5% - Obsidian Energy Ltd.; 24.5% - Canadian Natural Resources Limited,1960-01-01,54.57197,-115.52196,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,15-25-064-11W5M
ABGP0001070,Active,Btg Energy Sylvan Lake Gp 14-32,GP,Sylvan Lake,Btg Energy Corporation,40.0% - Btg Energy Corporation,1965-01-01,52.22997,-114.39743,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,14-32-037-03W5M
ABGP0001071,Suspended,Rigel Gilby,GP,Rigel Gilby,Talisman Energy Inc.,100.0% - I3 Energy Canada Ltd.,,52.51788,-114.29895,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,10-12-041-03W5M
ABGP0001072,Active,Real Resources West Provost,GP,Provost West,Karve Energy Inc.,100.0% - Karve Energy Inc.,1964-01-01,52.0784,-111.01149,Gas Plant Sweet,10-12-036-08W4M
ABGP0001073,Suspended,Altaquest Gilby,GP,Gilby,Cequel Energy Inc.,100.0% - Manitok Energy Inc.,,52.51815,-114.34682,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,10-10-041-03W5M
ABGP0001074,Suspended,Imperial Bonnie Glen,GP,Bonnie Glen Cycle,Imperial Oil Resources Limited,100.0% - Imperial Oil Resources Limited,,53.0488,-113.919,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,03-17-047-27W4M
ABGP0001075,Active,Vermilion Carrot Creek,GP,Granada,Vermilion Energy Inc.,52.0% - Vermilion Energy Inc.; 48.0% - Obsidian Energy Ltd.,1972-01-01,53.48483,-115.60569,Gas Plant Sweet,02-18-052-11W5M
ABGP0001076,Active,Pancdn Wayne-Rosedale,GP,Redlands High Pressure,Lynx Energy Ulc,100.0% - Lynx Energy Ulc,,51.40324,-112.91416,Gas Plant Sweet,01-20-028-21W4M
ABGP0001077,Suspended,Amoco Gilby South,GP,Amoco Gilby South,Bp Canada Energy Group Ulc,100.0% - Bp Canada Energy Group Ulc,,52.47052,-114.31681,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,08-26-040-03W5M
ABGP0001078,Suspended,Handhills 10-33-28-15W4,GP,Handhills Coyote,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,51.44043,-112.05264,Gas Plant Sweet,10-33-028-15W4M
ABGP0001079,Suspended,Primewest Crossfield East,GP,Crossfield East,Taqa North Ltd.,55.0% - Taqa North Ltd.,1967-01-01,51.3974,-114.02887,Gas Plant Sulphur Recovery,09-14-028-01W5M
ABGP0001080,Active,Calcrude Cherhill,GP,Cherhill,Journey Energy Inc.,90.0% - Journey Energy Inc.; 10.0% - Ridgmar Canada Inc.,1972-01-01,53.848,-114.619,Gas Plant Sweet,04-24-056-05W5M
ABGP0001081,Active,Devon Wimborne,GP,Wimborne,Vantage Point Resources Inc.,99.8% - Vantage Point Resources Inc.,1964-01-01,51.89935,-113.56946,Gas Plant Sulphur Recovery,04-12-034-26W4M
ABGP0001082,Suspended,Imperial Willesden Green,GP,Willesden Green,Entrada Resources Inc.,100.0% - Entrada Resources Inc.,1964-01-01,52.61218,-114.81871,Gas Plant Sweet,01-17-042-06W5M
ABGP0001083,Suspended,Bonavista Harmattan-Elkton Plant,GP,Harmattan Elkton South Unit 1,Hwn Energy Ltd.,100.0% - Hwn Energy Ltd.,,51.62385,-114.48381,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,02-03-031-04W5M
ABGP0001084,Active,Edson 04-11-053-18W5 Gp,GP,Edson,Peyto Exploration & Development Corp.,0.0% - Chair Resources Inc.; 0.0% - Conocophillips Canada Resources Corp.; 0.0% - Crocotta Energy Inc.; 0.0% - Conocophillips Canada (Brc) Ltd.; 0.0% - Daylight Energy Ltd.; 0.0% - Enerplus Oil & Gas Ltd.; 0.0% - Enermark Inc.; 59.0% - Repsol Oil & Gas Canada Inc.; 22.0% - Keyera Energy Ltd.,1965-01-01,53.55721,-116.55321,Gas Plant Sulphur Recovery,04-11-053-18W5M
ABGP0001085,Active,Penn West Tomahawk 04-02 Gp,GP,Berrymoor,Obsidian Energy Ltd.,2.9% - Signalta Resources Limited; 6.2% - Canetic Resources Inc.; 90.9% - Obsidian Energy Ltd.,,53.28055,-114.7736,Gas Plant Sweet,03-02-050-06W5M
ABGP0001086,Active,Tamarack Veteran 15-20-034-08W4 Gp,GP,Veteran,Tamarack Valley Energy Ltd.,100.0% - Tamarack Valley Energy Ltd.,,51.93887,-111.09876,Gas Plant Sweet,15-20-034-08W4M
ABGP0001087,Suspended,Crestar Oyen,GP,Crestar Oyen,Conocophillips Canada,100.0% - Conocophillips Canada Energy Partnership,,51.44453,-110.58471,Gas Plant Sweet,14-36-028-05W4M
ABGP0001088,Active,Bonterra 05-35 Sweet Gas Plant,GP,Keystone,Bonterra Energy Corp.,100.0% - Bonterra Energy Corp.,1965-01-01,53.18335,-114.48522,Gas Plant Sweet,05-35-048-04W5M
ABGP0001089,Suspended,Paddle River 13-06-057-8W5 Gas Plant,GP,Paddle River,Tidewater Midstream And Infrastructure Ltd.,100.0% - Tidewater Midstream And Infrastructure Ltd.,1966-01-01,53.90229,-115.18977,Gas Plant Sulphur Recovery,13-06-057-08W5M
ABGP0001090,Suspended,Mobil Harmattan-Elkton,GP,Harmattan-Elkton,Exxonmobil,100.0% - Exxonmobil Canada Ltd.,,51.68923,-114.4802,Gas Plant Sweet,10-27-031-04W5M
ABGP0001091,Active,Pancdn Wintering Hills,GP,Wintering Hills,Torxen Energy Ltd.,100.0% - Torxen Energy Ltd.,,51.12594,-112.35472,Gas Plant Sweet,01-18-025-17W4M
ABGP0001092,Suspended,Steen Crossfield,GP,Steen Crossfield,Petrostone Holdings Ltd.,100.0% - Steen Resources Ltd.,,51.58165,-114.37926,Gas Plant Sweet,08-20-030-03W5M
ABGP0001093,Suspended,Ferrier 09-22-39-8W5,GP,Ferrier 1,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,52.37231,-115.06059,Gas Plant Sweet,09-22-039-08W5M
ABGP0001094,Suspended,Amoco Lone Pine Creek,GP,Lone Pine Creek,Taqa North Ltd.,100.0% - Taqa North Ltd.,,51.58062,-113.84123,Gas Plant Sulphur Recovery,06-23-030-28W4M
ABGP0001095,Active,Cdn 88 Twining,GP,Three Hills Creek,Artis Exploration Ltd.,100.0% - Artis Exploration Ltd.,,51.69361,-113.21579,Gas Plant Sweet,04-33-031-23W4M
ABGP0001096,Active,Petro-Can Wilson Creek,GP,Wilson Creek,Mancal Energy Inc.,52.2% - Tamarack Acquisition Corp.; 47.8% - Taqa North Ltd.,1968-01-01,52.7282,-114.5349,Gas Plant Acid Gas Flaring < 1 T/D Sulphur,01-29-043-04W5M
ABGP0001097,Active,Conoco Ghost Pine,GP,Ghost Pine,Pine Cliff Energy Ltd.,100.0% - Pine Cliff Energy Ltd.,1967-01-01,51.63823,-112.86592,Gas Plant Sweet,08-11-031-21W4M
ABGP0001098,Suspended,Crestar Gilby N,GP,Crestar Gilby N,I3 Energy Canada Ltd.,100.0% - Suncor Energy Inc.,,52.51744,-114.44663,Gas Plant Sweet,11-12-041-04W5M
ABGP0001099,Suspended,Altana Caroline,GP,Altana Caroline,Altana Exploration Company,100.0% - Taqa North Ltd.,,51.96525,-114.72934,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,12-36-034-06W5M
ABGP0001100,Suspended,Vulcan 8-24-15-22W4,GP,Vulcan,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,50.27051,-112.89313,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,08-24-015-22W4M
ABGP0001101,Abandoned,Amoco Bigstone,GP,Bigstone,Bp Canada Energy Group Ulc,100.0% - Paramount Resources Ltd.,,54.25847,-117.21398,Gas Plant Sulphur Recovery,06-10-061-22W5M
ABGP0001102,Suspended,Amoco Crossfield,GP,Crossfield,Bp Canada Energy Group Ulc,100.0% - Taqa North Ltd.,,51.38897,-114.02705,Gas Plant Sweet,01-14-028-01W5M
ABGP0001103,Active,Sylvan Lake-10-12-038-03 W5M,GP,Sylvan Lake,Harvest Operations Corp.,100.0% - Harvest Operations Corp.,1980-01-01,52.2565,-114.29837,Gas Plant Sweet,10-12-038-03W5M
ABGP0001104,Suspended,Amoco South Caroline,GP,Caroline South,Tourmaline Oil Corp.,100.0% - Tourmaline Oil Corp.,,51.92734,-114.53795,Gas Plant Sulphur Recovery,03-20-034-04W5M
ABGP0001105,Active,Cve Rainbow 10-10,GP,Rainbow,Cenovus Energy Inc.,100.0% - Cenovus Energy Inc.,1967-01-01,58.45072,-119.23723,Gas Plant Sulphur Recovery,10-10-109-08W6M
ABGP0001106,Active,Husky Elnora 5-19,GP,Mikwan,Bornite Energy Ltd.,25.0% - Encana Corporation; 75.0% - Bornite Energy Ltd.,1978-01-01,52.01768,-113.14489,Gas Plant Sweet,05-19-035-22W4M
ABGP0001107,Active,Pgi Kaybob Amalgamated,GP,Kaybob South 1 Cycling,Pembina Gas Infrastructure Inc.,56.6% - Pgi Processing Ulc; 22.8% - Husky Oil Operations Limited; 1.5% - Talisman Energy Inc.; 2.0% - Devon Canada Corporation; 1.6% - Taqa North Ltd.; 0.6% - Conocophillips Canada (Brc) Ltd.; 0.1% - Paramount Resources (Acl) Ltd.; 5.5% - Cequence Energy Ltd.; 4.0% - Whitecap Energy Canada; 5.2% - Long Run Exploration Ltd.,1967-01-01,54.34311,-116.85406,Gas Plant Sulphur Recovery,01-12-062-20W5M
ABGP0001108,Active,Keyera Brazeau East 6-12-046-14W5,GP,Brazeau River,Keyera Energy Ltd.,100.0% - Keyera Energy Ltd.,1968-01-01,52.9493,-115.902,Gas Plant Sulphur Recovery,06-12-046-14W5M
ABGP0001109,Abandoned,Vintage West Drumheller,GP,Drumheller West,Obsidian Energy Ltd.,100.0% - Sanling Energy Ltd.,,51.54128,-112.83713,Gas Plant Acid Gas Flaring > 1 T/D Sulphur,12-01-030-21W4M
ABGP0001110,Active,Ferrier 01-20-039-07W5,GP,Ferrier 2,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,52.36599,-114.96378,Gas Plant Sweet,01-20-039-07W5M
ABGP0001111,Suspended,Northrock Judy Creek,GP,Judy Creek,Point Loma Resources Ltd.,100.0% - Point Loma Resources Ltd.,,54.5541,-115.662,Gas Plant Sweet,12-19-064-11W5M
ABGP0001112,Suspended,Sturgeon Lake S 2-2-69-22W5,GP,Sturgeon Lake South,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1969-01-01,54.93874,-117.23971,Gas Plant Sulphur Recovery,02-02-069-22W5M
ABGP0001113,Active,Keyera Simonette Gas Plant 09-06,GP,Simonette,Keyera Energy Ltd.,100.0% - Keyera Energy Ltd.,1969-01-01,54.42259,-117.75935,Gas Plant Sulphur Recovery,09-06-063-25W5M
